morphemes	target	prediction	morphemes_predseg	prediction_predseg
e_mi_nyango_ini	LocPre_BPre4_NStem_LocSuf	LocPre_BPre4_NStem_LocSuf	e_mi_nyango_ini	LocPre_BPre4_NStem_LocSuf
e_yi_ehluk_an_il_e	RelConc4_OC4_VRoot_RecipExt_Perf_VerbTerm	RelConc4_OC4_VRoot_RecipExt_Perf_VerbTerm	e_yi_ehluk_an_il_e	RelConc4_OC4_VRoot_RecipExt_Perf_VerbTerm
ka_u_hulumeni	PossKA_NPrePre1a_NStem	PossKA_NPrePre1a_NStem	ka_u_hulumeni	PossKA_NPrePre1a_NStem
.	Punc	Punc	.	Punc
a_ma_lungu	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_lungu	NPrePre6_BPre6_NStem
e_komidi	LocPre_NStem	LocPre_NStem	e_komidi	LocPre_NStem
le_sigceme	Dem9_Pos1_NStem	Dem9_NStem	le_sigceme	Dem9_NStem
ku_mel_e	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_mel_e	SC15_VRoot_VerbTerm
a_az_i	SC6_VRoot_VerbTerm	SC1_VRoot_VerbTerm	a_az_i	SC1_VRoot_VerbTerm
nga_u_ku_phath_w_a	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	nga_u_ku_phath_w_a	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm
kwa_u_jikelezo	PossConc15_NPrePre3_NStem	PossConc15_BPre3_NStem	kwa_u_m_jikelezo	PossConc15_NPrePre3_BPre3_NStem
wa_i_phrojekthi	PossConc1_NPrePre5_NStem	PossConc1_NPrePre5_NStem	wa_i_phrojekthi	PossConc3_NPrePre5_NStem
(	Punc	Punc	(	Punc
project	Foreign	Foreign	project	Foreign
cycle	Foreign	Foreign	cyle	Dem4
management	Foreign	Foreign	ma_nagement	BPre6_NStem
(	Punc	Punc	(	Punc
PCM	Abbr	Abbr	pcm	Abbr
)	Punc	Punc	)	Punc
njengoba	Conj	Conj	njengoba	Conj
ku_y_i_n_dlela	LocPre_CopPre_NPrePre9_BPre9_NStem	BPre15_CopPre_NPrePre9_BPre9_NStem	ku_y_i_n_dlela	BPre15_CopPre_NPrePre9_BPre9_NStem
e_vam_a	RelConc9_Intrans_VerbTerm	RelConc9_VRoot_VerbTerm	e_vam_a	RelConc9_VRoot_VerbTerm
u_ku_sebenz_is_w_a	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	u_ku_sebenz_is_w_a	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm
ka_khulu	AdvPre_AdjStem	AdvPre_AdjStem	ka_khulu	AdvPre_AdjStem
.	Punc	Punc	.	Punc
u_ku_ehlukan_is_w_a	SC15_BPre15_VRoot_CausExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	u_ku_ehluk_an_is_w_a	NPrePre15_BPre15_VRoot_RecipExt_CausExt_PassExt_VerbTerm
no_ku_biz_w_a	AdvPre_BPre15_VRoot_PassExt_VerbTerm	AdvPre_BPre15_VRoot_PassExt_VerbTerm	na_u_ku_biz_w_a	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm
nga_a_ma_gama	AdvPre_NPrePre6_BPre6_NStem	AdvPre_NPrePre6_BPre6_NStem	nga_a_ma_gama	AdvPre_NPrePre6_BPre6_NStem
kwa_i_zi_gaba	PossConc15_NPrePre8_BPre8_NStem	PossConc15_NPrePre8_BPre8_NStem	kwa_i_zi_gaba	PossConc15_NPrePre8_BPre8_NStem
noma	Conj	Conj	noma	Conj
i_mi_khakha	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_khakha	NPrePre4_BPre4_NStem
yo_m_jikelezo	PossConc9_BPre3_NStem	PossConc9_BPre3_NStem	ya_u_m_jikelezo	PossConc4_NPrePre3_BPre3_NStem
wa_i_phrojekthi	PossConc1_NPrePre5_NStem	PossConc3_NPrePre5_NStem	wa_i_phrojekthi	PossConc3_NPrePre5_NStem
ku_nga_hluk_a	BPre15_AdvPre_VRoot_VerbTerm	SC15_AdvPre_VRoot_VerbTerm	ku_nga_hluk_a	SC15_AdvPre_VRoot_VerbTerm
ku_ye	LocPre_PronStem1	LocPre_PronStem1	ku_ye	LocPre_PronStem1
nga_u_kwa_n_hlangano	AdvPre_NPrePre15_PossConc9_BPre9_NStem	AdvPre_NPrePre15_PossConc15_BPre9_NStem	nga_u_kwe_n_hlangano	AdvPre_NPrePre15_PossConc15_BPre9_NStem
noma	Conj	Conj	noma	Conj
u_mu_nyango	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_mu_nyango	NPrePre3_BPre3_NStem
ka_u_hulumeni	PossKA_NPrePre1a_NStem	PossKA_NPrePre1a_NStem	ka_u_hulumeni	PossKA_NPrePre1a_NStem
o_yi_khokhela_yo	RelConc3_CopPre_NStem_RelSuf	RelConc1_CopPre_NStem_RelSuf	o_yi_khokhel_a_yo	RelConc1_OC9_VRoot_VerbTerm_RelSuf
.	Punc	Punc	.	Punc
kungabe	Conj	Conj	kungabe	Conj
a_ba_ntu	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	a_ba_ntu	NPrePre2_BPre2_NStem
ba_i_si_fazane	PossConc2_NPrePre7_BPre7_NStem	PossConc2_NPrePre7_BPre7_NStem	ba_i_si_fazane	PossConc2_NPrePre7_BPre7_NStem
ba_bhek_an_a	SC2_VRoot_RecipExt_VerbTerm	SC2_VRoot_RecipExt_VerbTerm	ba_bhek_an_a	SC2_VRoot_RecipExt_VerbTerm
na_i_zi_ngqinamba	AdvPre_NPrePre10_BPre10_NStem	AdvPre_NPrePre10_BPre10_NStem	na_i_zin_gqinamba	AdvPre_NPrePre10_BPre10_NStem
ezi_thile	RelConc10_RelStem	RelConc10_RelStem	ezi_thile	RelConc10_RelStem
noma	Conj	Conj	noma	Conj
i_zi_vimbo	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	i_zi_vimbo	NPrePre8_BPre8_NStem
e_ku_zi_bandakany_a_ini	RelConc8_BPre15_ReflPre_VRoot_VerbTerm_LocSuf	LocPre_BPre15_OC8_VRoot_VerbTerm_LocSuf	e_ku_zi_bandakany_a_ini	LocPre_BPre15_OC8_VRoot_VerbTerm_LocSuf
e_i_mi_sebenzi_ini	LocPre_NPrePre4_BPre4_NStem_LocSuf	LocPre_NPrePre4_BPre4_NStem_LocSuf	e_i_mi_sebenzi_ini	LocPre_NPrePre4_BPre4_NStem_LocSuf
ya_u_hlelo	PossConc4_NPrePre11_NStem	PossConc4_NPrePre11_NStem	ya_u_hlelo	PossConc4_NPrePre11_NStem
?	Punc	Punc	?	Punc
a_be_si_lisa	NPrePre2_BPre2_BPre7_NStem	NPrePre2_BPre2_BPre7_NStem	a_be_si_lisa	NPrePre2_BPre2_BPre7_NStem
bo_na	PronStem2_PronSuf	PronStem2_PronSuf	bo_na	PronStem2_PronSuf
?	Punc	Punc	?	Punc
uma	Conj	Conj	uma	Conj
ku_njalo	SC15_Adv	SC15_Adv	ku_njalo	SC15_Adv
,	Punc	Punc	,	Punc
hlobo	NStem	Dem15	hlobo	Dem15
lu_ni	BPre11_Interrog	BPre11_Interrog	lu_ni	BPre11_Interrog
?	Punc	Punc	?	Punc
i_Batho	NPrePre9_ProperName	NPrePre9_ProperName	i_batho	BPre5_NStem
Pele	ProperName	ProperName	pele	ProperName
i_ding_a	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	i_ding_a	SC9_VRoot_VerbTerm
ukuthi	Conj	Conj	ukuthi	Conj
'	Punc	Punc	'	Punc
u_mu_ntu	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem	u_mu_ntu	NPrePre1_BPre1_NStem
nga_mu_nye	AdvPre_BPre1_EnumStem	AdvPre_BPre4_EnumStem	nga_mu_nye	AdvPre_BPre4_EnumStem
o_sebenz_a	RelConc1_VRoot_VerbTerm	RelConc1_VRoot_VerbTerm	o_sebenz_a	RelConc1_VRoot_VerbTerm
e_m_nyango_ini	LocPre_BPre3_NStem_LocSuf	LocPre_BPre3_NStem_LocSuf	e_m_nyango_ini	LocPre_BPre3_NStem_LocSuf
ka_u_hulumeni	PossKA_NPrePre1a_NStem	PossKA_NPrePre1a_NStem	ka_u_hulumeni	PossKA_NPrePre1a_NStem
ku_mel_e	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_mel_e	SC15_VRoot_VerbTerm
a_zi_qheny_e	SC1_ReflPre_VRoot_VerbTerm	SC1_ReflPre_VRoot_VerbTerm	a_zi_qheny_e	SC1_ReflPre_VRoot_VerbTerm
ukuthi	Conj	Conj	ukuthi	Conj
u_y_i_si_sebenzi	BPre1_CopPre_NPrePre7_BPre7_NStem	BPre1a_CopPre_NPrePre7_BPre7_NStem	u_y_i_si_sebenzi	BPre1a_CopPre_NPrePre7_BPre7_NStem
sa_ba_ntu	PossConc7_BPre2_NStem	PossConc7_BPre2_NStem	sa_ba_ntu	PossConc7_BPre2_NStem
'	Punc	Punc	'	Punc
futhi	Conj	Conj	futhi	Conj
i_zi_miso	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	i_zi_miso	NPrePre8_BPre8_NStem
ezi_y_i_si_shiyagalombili	RelConc10_CopPre_NPrePre7_BPre7_NStem	RelConc10_CopPre_NPrePre7_BPre7_NStem	ezi_y_i_si_shiyagali	RelConc8_CopPre_NPrePre7_BPre7_NStem
ezi_s_e_m_thetho_ini	RelConc8_PreLoc-s_LocPre_BPre3_NStem_LocSuf	RelConc8_PreLoc-s_LocPre_BPre3_NStem_LocSuf	ezi_s_e_m_thetho_ini	RelConc8_PreLoc-s_LocPre_BPre3_NStem_LocSuf
zi_akh_a	SC8_VRoot_VerbTerm	SC8_VRoot_VerbTerm	zi_akh_a	SC8_VRoot_VerbTerm
i_si_sekelo	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	i_si_sekelo	NPrePre7_BPre7_NStem
oku_yi_so_na	RelConc15_CopPre_PronStem7_PronSuf	RelConc15_CopPre_Intrans_PronSuf	oku_yi_sona	RelConc15_CopPre_Foreign
esi_y_i_nkaba	RelConc7_CopPre_NPrePre9_NStem	RelConc7_CopPre_NPrePre9_NStem	esi_y_i_n_kaba	RelConc7_CopPre_NPrePre9_BPre9_NStem
ya_u_ku_enz_ek_a_yo	PossConc9_NPrePre15_BPre15_VRoot_NeutExt_VerbTerm_RelSuf	PossConc4_NPrePre15_BPre15_VRoot_NeutExt_VerbTerm_RelSuf	ya_u_ku_enz_ek_a_yo	PossConc9_NPrePre15_BPre15_VRoot_NeutExt_VerbTerm_RelSuf
kwa_nga_mpela	SC15_AdvPre_Adv	PossConc15_AdvPre_Adv	kwa_nge_mpela	PossConc15_AdvPre_Adv
kwa_u_ku_thuthuk_is_a	PossConc15_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	PossConc15_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	kwa_u_ku_thuthuk_is_a	PossConc15_NPrePre15_BPre15_VRoot_CausExt_VerbTerm
u_hulumeni	NPrePre1a_NStem	NPrePre1a_NStem	u_hulumeni	BPre1a_NStem
we_n_dawo	PossConc3_BPre9_NStem	PossConc3_BPre9_NStem	we_n_dawo	PossConc3_BPre9_NStem
nga_u_ku_phathelan_il_e	AdvPre_NPrePre15_BPre15_VRoot_Perf_VerbTerm	AdvPre_NPrePre15_BPre15_Intrans_Perf_VerbTerm	nga_u_ku_phath_el_an_il_e	AdvPre_NPrePre15_BPre15_VRoot_ApplExt_RecipExt_Perf_VerbTerm
na_i_zi_dingo	AdvPre_NPrePre8_BPre8_NStem	AdvPre_NPrePre8_BPre8_NStem	na_i_zi_dingo	AdvPre_NPrePre8_BPre8_NStem
za_u_m_phakathi	PossConc8_NPrePre3_BPre3_Adv	PossConc10_NPrePre3_BPre3_Adv	za_u_mu_phakathi	PossConc10_NPrePre3_BPre3_NStem
we_n_dawo	PossConc3_BPre9_NStem	PossConc3_BPre9_NStem	we_n_dawo	PossConc3_BPre9_NStem
ku_nga_qal_a	SC15_Pot_VRoot_VerbTerm	SC15_Pot_VRoot_VerbTerm	ku_nga_qal_a	SC15_Pot_VRoot_VerbTerm
u_ku_enz_ek_a	NPrePre15_BPre15_VRoot_NeutExt_VerbTerm	NPrePre15_BPre15_VRoot_NeutExt_VerbTerm	u_ku_enz_ek_a	NPrePre15_BPre15_VRoot_NeutExt_VerbTerm
.	Punc	Punc	.	Punc
yi_ethul_a	CopPre_VRoot_VerbTerm	OC9_VRoot_VerbTerm	i_ethul_a	SC9_VRoot_VerbTerm
i_zi_gaba	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	i_zi_gaba	NPrePre8_BPre8_NStem
za_i_n_kombandlela	PossConc8_NPrePre9_BPre9_NStem	PossConc8_NPrePre9_BPre9_NStem	za_i_n_kombandlela	PossConc8_NPrePre9_BPre9_NStem
nga_ku_sebenz_is_a	AdvPre_SC15_VRoot_CausExt_VerbTerm	AdvPre_BPre15_VRoot_CausExt_VerbTerm	nga_u_ku_sebenz_is_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm
u_mu_shini	NPrePre3_BPre3_NStem	NPrePre1_BPre1_NStem	u_mshini	NPrePre1a_NStem
i_data	NPrePre9_NStem	BPre9_NStem	i_data	BPre9_NStem
projector	Foreign	NStem	projector	NStem
,	Punc	Punc	,	Punc
noma	Conj	Conj	noma	Conj
i_overhead	NPrePre9_Foreign	NPrePre9_NStem	i_overhead	NPrePre9_NStem
projector	Foreign	Foreign	projector	Foreign
.	Punc	Punc	.	Punc
uma	Conj	Conj	uma	Conj
u_nge_na_yo	BPre1_NegPre_AdvPre_PronStem9	NPrePre1a_NegPre_AdvPre_PronStem9	u_ngen_a_yo	SC3_VRoot_VerbTerm_RelSuf
le	Dem9_Pos1	Dem4	le	Dem4
mi_shini	BPre4_NStem	BPre4_NStem	mi_shini	BPre4_NStem
aba_bamb_e	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	aba_bamb_e	RelConc2_VRoot_VerbTerm
i_li_qhaza	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	i_li_qhaza	NPrePre5_BPre5_NStem
ba_nga_sebenz_is_a	SC2_Pot_VRoot_CausExt_VerbTerm	SC2_Pot_VRoot_CausExt_VerbTerm	ba_nga_sebenz_is_a	SC2_Pot_VRoot_CausExt_VerbTerm
a_ma_nothi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_nothi	NPrePre6_BPre6_NStem
a_bo	PossConc6_PronStem2	PossConc6_PronStem2	a_bo	PossConc6_PronStem2
esi_fundo	RelConc7_NStem	RelConc7_NStem	esi_fundo	RelConc7_NStem
,	Punc	Punc	,	Punc
a_s_e_khasi_ini	RelConc6_PreLoc-s_LocPre_NStem_LocSuf	RelConc6_PreLoc-s_LocPre_NStem_LocSuf	a_s_e_khasi_ini	RelConc6_PreLoc-s_LocPre_NStem_LocSuf
la_a_ma_52	PossConc5_NPrePre6_BPre6_Num	PossConc5_NPrePre6_BPre6_Num	la_a_ma_52	PossConc5_NPrePre6_BPre6_Num
,	Punc	Punc	,	Punc
u_ku_land_el_a	NPrePre15_BPre15_VRoot_ApplExt_VerbTerm	NPrePre15_BPre15_VRoot_ApplExt_VerbTerm	u_ku_landel_a	NPrePre15_BPre15_VRoot_VerbTerm
i_n_ncazelo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_ncazelo	NPrePre9_BPre9_NStem
.	Punc	Punc	.	Punc
sebenz_is_a	VRoot_CausExt_VerbTerm	VRoot_CausExt_VerbTerm	sebenz_is_a	VRoot_CausExt_VerbTerm
U_m_dwebo	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_dwebo	NPrePre3_BPre3_NStem
u_ku_khomb_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_khomb_a	NPrePre15_BPre15_VRoot_VerbTerm
leso	Dem7_Pos2	Dem7	leso	Dem7
na_leso	AdvPre_Dem7_Pos2	AdvPre_Dem7	na_leso	AdvPre_Dem7
si_gaba	BPre7_NStem	BPre7_NStem	si_gaba	BPre7_NStem
.	Punc	Punc	.	Punc
u_ku_xox_is_an_a	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm	u_ku_xox_is_an_a	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm
y_i_n_qubo	NPre9_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem	y_i_n_qubo	CopPre_NPrePre9_BPre9_NStem
lapho	Conj	Conj	lapho	Conj
i_zin_hlangothi	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_zin_hlangothi	NPrePre10_BPre10_NStem
ezi_fun_a	RelConc10_VRoot_VerbTerm	RelConc10_VRoot_VerbTerm	ezi_fun_a	RelConc10_VRoot_VerbTerm
i_mi_phumela	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_phumela	NPrePre4_BPre4_NStem
e_ya_hluk_il_e	RelConc4_SC4_VRoot_Perf_VerbTerm	RelConc4_Pres_VRoot_Perf_VerbTerm	e_yi_ahluk_il_e	RelConc4_OC4_VRoot_Perf_VerbTerm
zi_fun_a	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm	zi_fun_a	SC10_VRoot_VerbTerm
u_ku_finyelel_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_finyelel_a	NPrePre15_BPre15_VRoot_VerbTerm
ku_u_m_phumela	LocPre_NPrePre3_BPre3_NStem	LocPre_NPrePre3_BPre3_NStem	ku_u_m_phumela	LocPre_NPrePre1a_BPre3_NStem
oku_vumel_w_an_a	RelConc15_VRoot_PassExt_RecipExt_VerbTerm	RelConc15_VRoot_PassExt_RecipExt_VerbTerm	oku_vumel_w_an_a	RelConc15_VRoot_PassExt_RecipExt_VerbTerm
nga_wo	AdvPre_PronStem6	AdvPre_PronStem6	nga_wo	AdvPre_PronStem6
futhi	Conj	Conj	futhi	Conj
ku_lokhu	LocPre_Dem15_Pos1	LocPre_Dem15	ku_lokhu	LocPre_Dem15
zi_nga_ab_el_an_a	SC10_Pot_VRoot_ApplExt_RecipExt_VerbTerm	SC10_Pot_VRoot_ApplExt_RecipExt_VerbTerm	zi_nga_belan_a	SC10_Pot_VRoot_VerbTerm
nga_lu_azi	AdvPre_BPre11_NStem	AdvPre_BPre11_NStem	nga_lu_azi	AdvPre_BPre11_NStem
,	Punc	Punc	,	Punc
u_ku_xazulul_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_xazulul_a	NPrePre15_BPre15_VRoot_VerbTerm
i_n_kinga	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_khinga	NPrePre9_BPre9_NStem
,	Punc	Punc	,	Punc
u_ku_vum_el_an_a	NPrePre15_BPre15_VRoot_ApplExt_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_ApplExt_RecipExt_VerbTerm	u_ku_vumel_an_a	NPrePre15_BPre15_VRoot_RecipExt_VerbTerm
,	Punc	Punc	,	Punc
u_ku_hlangan_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	u_ku_hlangan_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm
na_u_ku_shintshanis_el_an_a	AdvPre_NPrePre15_BPre15_VRoot_ApplExt_RecipExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_ApplExt_RecipExt_VerbTerm	na_u_ku_shintshan_is_el_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_ApplExt_VerbTerm
nga_i_zi_khundla	AdvPre_NPrePre8_BPre8_NStem	AdvPre_NPrePre8_BPre8_NStem	nga_i_zi_khundla	AdvPre_NPrePre8_BPre8_NStem
na_u_ku_fun_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	na_u_ku_fun_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm
u_ku_hlangan_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	u_ku_hlangan_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm
i_zi_mfuno	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_zi_mfuno	NPrePre10_BPre10_NStem
lapho	Conj	Conj	lapho	Conj
ku_nga_enz_ek_a	SC15_Pot_VRoot_NeutExt_VerbTerm	SC15_Pot_VRoot_NeutExt_VerbTerm	ku_nga_enz_ek_a	SC15_Pot_VRoot_NeutExt_VerbTerm
khona	AbsPron15	AbsPron15	khona	AbsPron15
.	Punc	Punc	.	Punc
u_ku_az_is_w_a	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	u_ku_az_is_w_a	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm
nga_u_hlelo	AdvPre_NPrePre11_NStem	AdvPre_NPrePre11_NStem	nga_u_hlelo	AdvPre_NPrePre11_NStem
-	Punc	Punc	-	Punc
sebenz_is_a	VRoot_CausExt_VerbTerm	VRoot_CausExt_VerbTerm	sebenz_is_a	VRoot_CausExt_VerbTerm
i_zin_dlela	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_zin_dlela	NPrePre10_BPre10_NStem
ezi_ahlukehluk_an_e	RelConc10_VRoot_RecipExt_VerbTerm	RelConc8_VRoot_RecipExt_VerbTerm	ezi_ahlukehluk_an_il_e	RelConc10_VRoot_RecipExt_Perf_VerbTerm
u_ku_az_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	u_ku_az_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm
a_ma_komidi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_komidi	NPrePre6_BPre6_NStem
ezi_gceme	RelConc8_NStem	RelConc8_NStem	ezi_gceme	RelConc8_NStem
,	Punc	Punc	,	Punc
i_mi_phakathi	NPrePre4_BPre4_Adv	NPrePre4_BPre4_NStem	i_mi_phakathi	NPrePre4_BPre4_NStem
,	Punc	Punc	,	Punc
