morphemes	target	prediction	morphemes_predseg	prediction_predseg
na_hlanga_na	AdvPre_NStem_DimSuf	AdvPre_NStem_DimSuf	na_hlangan_a	AdvPre_VRoot_VerbTerm
ne_mi_fuziselo	AdvPre_BPre4_NStem	AdvPre_BPre4_NStem	ne_mi_fuziselo	AdvPre_BPre4_NStem
e_mi_nyangw_eni	LocPre_BPre4_NStem_LocSuf	LocPre_BPre4_NStem_LocSuf	e_mi_nyangw_eni	LocPre_BPre4_NStem_LocSuf
e_ya_hlukahlukene_ko	LocPre_Pres_NStem_RelSuf	LocPre_Pres_NStem_RelSuf	e_ya_hlukahlukene_ko	LocPre_Pres_NStem_RelSuf
ka_rhulumende	PossConc6_NStem	PossKA_NStem	ka_rhulumende	PossKA_NStem
.	Punc	Punc	.	Punc
A_ma_lunga	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	A_ma_lunga	NPrePre6_BPre6_NStem
w_e_Komidi	PossConc1_LocPre_NStem	PossConc1_LocPre_NStem	we_Komidi	PossConc3_NStem
ye_Wadi	PossConc4_NStem	PossConc4_NStem	ye_Wadi	PossConc4_NStem
ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm	OC15_VRoot_ApplExt_VerbTerm	ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm
a_zi_jayez_e	RelConc6_SC8_Intrans_VerbTerm	RelConc6_OC8_Intrans_VerbTerm	a_zi_jayez_e	RelConc6_OC8_Intrans_VerbTerm
nge_Lawulo	AdvPre_NStem	AdvPre_NStem	nge_Lawulo	AdvPre_NStem
lo_m_Zombe	Dem1a_BPre10_NStem	Dem1_BPre10_NStem	lo_m_Zombe	PossConc5_BPre10_NStem
w_e_Phrojekthi	PossConc1a_LocPre_NStem	PossConc1a_LocPre_NStem	w_e_Phrojekthi	PossConc1a_LocPre_NStem
(	Punc	Punc	(	Punc
i-_PCM	NPrePre4_Abbr	NPrePre9_Abbr	i__PC_M	NPrePre10_BPre9_VRoot_NStem
)	Punc	Punc	)	Punc
njeng_om_bana	AdvPre_AdjPref1_AdjStem	AdvPre_AdjPref1_AdjStem	njeng_om_bana	AdvPre_AdjPref1_AdjStem
lo	Dem3	Dem3	lo	Dem3
,	Punc	Punc	,	Punc
ku_mfuziselo	BPre15_NStem	BPre15_NStem	ku_m_fuziselo	LocPre_BPre3_NStem
o_setjenziswa	RelConc3_NStem	RelConc3_NStem	o_setjenziswa	RelConc3_NStem
qho	NStem	Adv	qho	Adv
.	Punc	Punc	.	Punc
U_ku_hlukaniswa	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	U_ku_hlukan_is_w_a	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm
no_ku_nikel_w_a	AdvPre_BPre15_VRoot_PassExt_VerbTerm	AdvPre_BPre15_VRoot_PassExt_VerbTerm	no_ku_nikel_w_a	AdvPre_BPre15_VRoot_PassExt_VerbTerm
kwa_ma_gama	PossConc15_BPre6_NStem	PossConc15_BPre6_NStem	kwa_ma_gama	PossConc15_BPre6_NStem
kwe_e_n_teji	PossConc15_LocPre_BPre3_NStem	PossConc15_LocPre_BPre3_NStem	kwe_e_nteji	PossConc15_LocPre_NStem
na_mtjhana	AdvPre_NStem	AdvPre_NStem	na_mtjha_na	AdvPre_NStem_DimSuf
i_in_gaba	NPrePre8_NPre8_NStem	NPrePre8_NPre8_NStem	i_in_ga_b_a	NPrePre8_BPre8_NegPre_VRoot_VerbTerm
zo_m_zombe	PossConc8_BPre10_NStem	PossConc8_BPre3_NStem	zo_m_zombe	PossConc8_BPre3_NStem
we_phrojekthi	PossConc1a_NStem	PossConc1a_NStem	w_e_phrojekthi	PossConc3_LocPre_NStem
ku_nga_hluk_a	OC15_AdvPre_VRoot_VerbTerm	SC15_AdvPre_VRoot_VerbTerm	ku_nga_hluk_a	SC15_AdvPre_VRoot_VerbTerm
ku_y_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	ku_y_a	BPre15_VRoot_VerbTerm
nge-_ejensi	AdvPre_NStem	AdvPre_NStem	nge__ej_ensi	AdvPre_NPrePre10_AdvPre_Adv
e_sekel_a	RelConc9_VRoot_VerbTerm	RelConc4_VRoot_VerbTerm	e_sekel_a	RelConc4_VRoot_VerbTerm
nge_e_mali	AdvPre_LocPre_NStem	AdvPre_LocPre_NStem	nge_e_mali	AdvPre_LocPre_NStem
na_mtjhana	AdvPre_NStem	AdvPre_NStem	na_mtjha_na	AdvPre_NStem_DimSuf
u_m_nyango	NPrePre1_BPre1_NStem	NPrePre3_BPre3_NStem	u_m_nyango	NPrePre3_BPre3_NStem
ka_rhulumende	PossConc6_NStem	PossKA_NStem	ka_rhulumende	PossKA_NStem
.	Punc	Punc	.	Punc
A_bo_mma	NPrePre2a_BPre2a_NStem	NPrePre2a_BPre2a_NStem	A_bo_mma	NPrePre2a_BPre2a_NStem
khe	NStem	PronStem1	khe	PronStem1
ba_qalan_a	SC2_VRoot_VerbTerm	SC2_Intrans_VerbTerm	ba_qal_an_a	SC2_Intrans_RecipExt_VerbTerm
yi_ni	CopPre_Interrog	CopPre_Interrog	yini	Interrog
no_bu_jamo	AdvPre_BPre15_NStem	AdvPre_BPre14_NStem	no_bu_jamo	AdvPre_BPre14_NStem
obu_thileko	RelConc14_NStem	RelConc14_NStem	o_bu_thile_ko	RelConc14_BPre14_NStem_RelSuf
obu_namagandelelo	RelConc14_NStem	RelConc14_NStem	obu_na_ma_gandelelo	RelConc14_AdvPre_BPre6_NStem
namkha	Conj	Conj	namkha	Conj
obu_ne_e_nqabo	RelConc14_AdvPre_LocPre_NStem	RelConc14_AdvPre_LocPre_NStem	obu_ne_e_n_qabo	RelConc14_AdvPre_LocPre_BPre3_NStem
e_ku_hlanganyel_eni	LocPre_BPre15_NStem_LocSuf	LocPre_BPre15_NStem_LocSuf	e_ku_hlanganyel_eni	LocPre_BPre15_NStem_LocSuf
e_mi_sebenz_ini	LocPre_BPre4_NStem_LocSuf	LocPre_BPre4_NStem_LocSuf	e_mi_sebenz_ini	LocPre_BPre4_NStem_LocSuf
y_a_ma_phrogremu	PossConc1a_LocPre_BPre6_NStem	PossConc9_LocPre_BPre6_NStem	ya_ma_phrogremu	PossConc4_BPre6_NStem
na	Interrog	Interrog	na	Interrog
?	Punc	Punc	?	Punc
A_bo_baba	NPrePre2a_BPre2a_NStem	NPrePre2a_BPre2a_NStem	A_bo_baba	NPrePre2a_BPre2a_NStem
bona	AbsPron2	AbsPron2	bon_a	VRoot_VerbTerm
ke	Conj	Conj	ke	Conj
?	Punc	Punc	?	Punc
Nangabe	Conj	Conj	Nangabe	Conj
ku_njalo	SC15_Adv	SC15_Adv	ku_njalo	SC15_Adv
ngo_ku_njani	AdvPre_BPre15_NStem	AdvPre_BPre15_Adv	ngo_ku_njani	AdvPre_BPre15_Adv
?	Punc	Punc	?	Punc
I_Batho	NPrePre4_ProperName	NPrePre4_ProperName	I_Batho	NPrePre4_ProperName
Pele	ProperName	ProperName	Pele	ProperName
i_fun_a	SC5_VRoot_VerbTerm	SC4_VRoot_VerbTerm	i_fun_a	SC4_VRoot_VerbTerm
'	Punc	Punc	'	Punc
bo_ke	QuantConc2_QuantStem	QuantConc2_QuantStem	bo_ke	QuantConc2_QuantStem
a_ba_ntu	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	aba_ntu	RelConc2_NStem
aba_s_e_m_sebenzini	RelConc2_PreLoc-s_LocPre_BPre3_NStem	RelConc2_PreLoc-s_LocPre_BPre3_NStem	aba_s_e_m_sebenz_ini	RelConc2_PreLoc-s_LocPre_BPre3_NStem_LocSuf
wo_m_buso	PossConc3_BPre3_NStem	PossConc3_BPre3_NStem	wo_m_buso	PossConc3_BPre3_NStem
ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm	OC15_VRoot_ApplExt_VerbTerm	ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm
ba_zi_khakhaz_is_e	PossConc2_SC8_VRoot_CausExt_VerbTerm	SC2_SC8_VRoot_CausExt_VerbTerm	ba_zikhakhazis_e	CopPre_Intrans_VerbTerm
ngokuba	Conj	Conj	ngo_ku_b_a	AdvPre_BPre15_VRoot_VerbTerm
zi_in_sebenzi	BPre10_BPre8_NStem	BPre8_BPre8_NStem	zi_in_sebenzi	BPre8_BPre8_NStem
ezi_siza	RelConc8_NStem	RelConc10_NStem	ezi_siz_a	RelConc10_VRoot_VerbTerm
a_ba_ntu	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	aba_ntu	RelConc2_NStem
'	Punc	Punc	'	Punc
begodu	Conj	Conj	begodu	Conj
ne_mi_gomo	AdvPre_BPre4_NStem	AdvPre_BPre4_NStem	ne_mi_gomo	AdvPre_BPre4_NStem
e_bunane	LocPre_NStem	AdjPref9_NStem	e_bu_nan_e	RelConc9_SC14_VRoot_VerbTerm
e_vez_w_e	RelConc4_VRoot_PassExt_VerbTerm	RelConc9_VRoot_PassExt_VerbTerm	e_vez_w_e	RelConc9_VRoot_PassExt_VerbTerm
e_m_thethw_eni	RelConc9_BPre3_NStem_LocSuf	LocPre_BPre3_NStem_LocSuf	e_mthethw_eni	LocPre_NStem_LocSuf
i_bumb_a	SC4_VRoot_VerbTerm	SC9_VRoot_VerbTerm	i_bumb_a	SC9_VRoot_VerbTerm
i_si_sekelo	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	i_si_sekelo	NPrePre7_BPre7_NStem
hlanga_na	NStem_DimSuf	NStem_DimSuf	hlangan_a	VRoot_VerbTerm
na_lapha	AdvPre_Dem16	AdvPre_NStem	na_lapha	AdvPre_NStem
i_qiniso	NPrePre5_NStem	NPrePre4_NStem	i_qiniso	NPrePre4_NStem
eli_qal_en_e	RelConc5_VRoot_RecipExt_Perf	RelConc5_VRoot_RecipExt_Perf	eli_qal_en_e	RelConc5_VRoot_RecipExt_Perf
no_ku_thuthuk_is_a	AdvPre_BPre15_VRoot_CausExt_VerbTerm	AdvPre_BPre15_VRoot_CausExt_VerbTerm	no_ku_thuthuk_is_a	AdvPre_BPre15_VRoot_CausExt_VerbTerm
u_rhulumende	NPrePre1a_NStem	NPrePre1a_NStem	u_rhulumende	NPrePre1a_NStem
we_ndawo	PossConc3_NStem	PossConc1a_NStem	we_ndawo	PossConc1a_NStem
mayelana	NStem	NStem	mayelana	NStem
ne_e_n_dingo	AdvPre_LocPre_BPre9_NStem	AdvPre_LocPre_BPre9_NStem	ne_e_n_dingo	AdvPre_LocPre_BPre9_NStem
zo_m_phakathi	PossConc8_BPre3_NStem	PossConc8_BPre3_NStem	zo_m_phakathi	PossConc8_BPre3_NStem
we_ndawo	PossConc1a_NStem	PossConc1_NStem	we_ndawo	PossConc1_NStem
ezi_nga_thom_a	RelConc10_AdvPre_VRoot_VerbTerm	RelConc10_Pot_VRoot_VerbTerm	ezi_nga_thom_a	RelConc10_Pot_VRoot_VerbTerm
u_kw_enzek_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_kw_enz_ek_a	NPrePre15_BPre15_VRoot_NeutExt_VerbTerm
.	Punc	Punc	.	Punc
Ye_thula	PossConc4_NStem	PossConc4_NStem	Ye_thul_a	SC4_VRoot_VerbTerm
i_in_gaba	NPrePre8_NPre8_NStem	NPrePre8_NPre8_NStem	i_in_ga_b_a	NPrePre8_BPre8_NegPre_VRoot_VerbTerm
ze_Ndlela	Pres_NStem	PossConc10_NStem	ze_Ndlela	PossConc10_NStem
yo_ku_Siza	PossConc9_BPre15_NStem	PossConc9_BPre15_NStem	yo_ku_Siza	PossConc9_BPre15_NStem
u_ku_Phumelelisa	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	u_ku_Phumelelisa	NPrePre15_BPre15_NStem
ngo_ku_sebenz_is_a	AdvPre_BPre15_VRoot_CausExt_VerbTerm	AdvPre_BPre15_VRoot_CausExt_VerbTerm	ngo_ku_sebenz_is_a	AdvPre_BPre15_VRoot_CausExt_VerbTerm
i_dathaphrojektha	NPrePre4_NStem	NPrePre5_NStem	i_dathaphrojektha	NPrePre5_NStem
,	Punc	Punc	,	Punc
nany_ana	NStem_DimSuf	NStem_DimSuf	nany_an_a	VRoot_RecipExt_VerbTerm
i-_overhead	NPrePre4_NStem	NPrePre4_Foreign	i__o_ve_rhead	NPrePre8_NPrePre10_LocPre_VRoot_NStem
projector	Foreign	Foreign	projector	Foreign
.	Punc	Punc	.	Punc
Lokha	Conj	Conj	Lokha	Conj
nangabe	Conj	Conj	nangabe	Conj
aku_na_ba_hlanganyeli	NegPre_AdvPre_BPre2_NStem	NegPre_AdvPre_BPre2_NStem	aku_na_ba_hlanganyeli	NegPre_AdvPre_BPre2_NStem
,	Punc	Punc	,	Punc
u_nga_sebenzisa	NPrePre1a_NegPre_NStem	NPrePre1a_NegPre_NStem	u_nga_sebenz_is_a	SC1_AdvPre_VRoot_CausExt_VerbTerm
a_ma_nothi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_nothi	NPrePre6_BPre6_NStem
wa_bo	PossConc3_PronStem2	PossConc3_PronStem2	wa_bo	PossConc3_PronStem2
w_e_khoso	PossConc6_LocPre_NStem	PossConc6_LocPre_NStem	we_khoso	PossConc3_NStem
,	Punc	Punc	,	Punc
i_khasi	NPrePre5_NStem	NPrePre4_NStem	i_khasi	NPrePre4_NStem
la_ma-_52	SC3_BPre6_Num	SC3_BPre6_Num	la_ma__52	SC5_BPre6_BPre9_Num
u_ku_z_w_is_is_a	NPrePre15_BPre15_VRoot_PassExt_CausExt_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_CausExt_CausExt_VerbTerm	u_ku_zwisis_a	NPrePre15_BPre15_VRoot_VerbTerm
ku_hle	AdjPref15_AdjStem	AdjPref15_AdjStem	ku_hle	AdjPref15_AdjStem
i_hlathululo	NPrePre4_NStem	NPrePre4_NStem	i_hlathululo	NPrePre4_NStem
.	Punc	Punc	.	Punc
Ngo_ku_sebenz_is_a	AdvPre_BPre15_VRoot_CausExt_VerbTerm	AdvPre_BPre15_VRoot_CausExt_VerbTerm	Ngo_ku_sebenz_is_a	AdvPre_BPre15_VRoot_CausExt_VerbTerm
i_dayagramu	NPrePre4_NStem	NPrePre4_NStem	i_dayagramu	NPrePre4_NStem
,	Punc	Punc	,	Punc
khomb_a	VRoot_VerbTerm	VRoot_VerbTerm	khomba	Adv
i_si_gaba	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	i_si_gaba	NPrePre7_BPre7_NStem
esi_nye	AdjPref7_AdjStem	AdjPref7_AdjStem	esi_nye	AdjPref7_AdjStem
n_esi_nye	AdvPre_AdjPref7_AdjStem	AdvPre_AdjPref7_AdjStem	n_esi_nye	AdvPre_AdjPref7_AdjStem
.	Punc	Punc	.	Punc
U_ku_khulum_is_an_a	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm	U_ku_khulum_is_an_a	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm
yi_kambiso	CopPre_NStem	CopPre_NStem	yi_kambiso	CopPre_NStem
lapho	Dem16	Dem16	lapho	Dem16
a_ba_ntu	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	aba_ntu	RelConc2_AdjStem
aba_bandakany_ek_a_ko	RelConc2_VRoot_NeutExt_VerbTerm_RelSuf	RelConc2_VRoot_NeutExt_VerbTerm_RelSuf	aba_bandakany_ek_a_ko	RelConc2_VRoot_NeutExt_VerbTerm_RelSuf
ba_lw_el_a	SC2_VRoot_ApplExt_VerbTerm	SC2_VRoot_ApplExt_VerbTerm	ba_lwel_a	SC2_VRoot_VerbTerm
i_mi_phumela	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_phumela	NPrePre4_BPre4_NStem
e_hlukahlukile_ko	RelConc9_NStem_RelSuf	LocPre_NStem_RelSuf	e_hlukahlukile_ko	LocPre_NStem_RelSuf
u_ku_zama	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	u_ku_zama	NPrePre15_BPre15_NStem
u_ku_thol_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_thol_a	NPrePre15_BPre15_VRoot_VerbTerm
u_m_phumela	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_phumela	NPrePre3_BPre3_NStem
o_ku_vunyelwan_a	SC3_OC15_VRoot_VerbTerm	SC15_BPre15_VRoot_VerbTerm	oku_vunyelwana	RelConc15_NStem
nga_wo	AdvPre_PronStem3	AdvPre_PronStem3	nga_wo	AdvPre_PronStem3
begodu	Conj	Conj	begodu	Conj
ku_s_e_se_njalo	BPre15_PreLoc-s_LocPre_AdvPre_NStem	BPre17_PreLoc-s_LocPre_AdvPre_NStem	ku_sesenjalo	BPre15_NStem
ku_nga_b_el_w_an_a	BPre15_AdvPre_VRoot_ApplExt_PassExt_RecipExt_VerbTerm	SC15_Pot_VRoot_ApplExt_PassExt_RecipExt_VerbTerm	ku_nga_b_elwana	SC15_AdvPre_BPre14_NStem
nge_lwazi	AdvPre_NStem	AdvPre_NStem	nge_lwazi	AdvPre_NStem
,	Punc	Punc	,	Punc
u_ku_rarulul_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_rarulul_a	NPrePre15_BPre15_VRoot_VerbTerm
u_m_raro	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_raro	NPrePre3_BPre3_NStem
,	Punc	Punc	,	Punc
u_ku_z_w_an_a	NPrePre15_BPre15_VRoot_PassExt_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_RecipExt_VerbTerm	u_ku_z_w_ana	NPrePre15_BPre15_VRoot_PassExt_DimSuf
ngo_ku_lis_a	AdvPre_OC15_VRoot_VerbTerm	AdvPre_BPre15_VRoot_VerbTerm	ngo_ku_lisa	AdvPre_BPre15_NStem
o_khu_nye	RelConc3_EnumConc5_EnumStem	RelConc3_EnumConc5_EnumStem	o_khunye	RelConc3_NStem
,	Punc	Punc	,	Punc
lapho	Dem16	Dem16	lapho	Dem16
ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm	SC15_VRoot_ApplExt_VerbTerm	ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm
kho_na	PronStem15_PronSuf	PronStem15_PronSuf	khona	Adv
u_ku_buy_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	u_ku_buyisa	NPrePre15_BPre15_NStem
i_in_kareko	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_inkareko	NPrePre4_NStem
.	Punc	Punc	.	Punc
U_kw_az_is_w_a	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	U_kwa_z_is_w_a	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm
kwa_ba_ntu	PossConc15_BPre2_NStem	PossConc15_BPre2_NStem	kwa_ba_ntu	PossConc15_BPre2_NStem
-	Punc	Punc	_	BPre1_VerbTerm
sebenzis_a	VRoot_VerbTerm	VRoot_VerbTerm	sebenz_is_a	VRoot_CausExt_VerbTerm
i_in_dlela	NPrePre10_NPre10_NStem	NPrePre10_NPre10_NStem	i_in_dlela	NPrePre10_NPre10_NStem
e_za_hlukahlukene_ko	LocPre_Pres_NStem_RelSuf	LocPre_Pres_NStem_RelSuf	e_za_hlukahlukene_ko	LocPre_Pres_NStem_RelSuf
u_kw_az_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	u_kw_az_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm
a_ma_Komidi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_Komidi	NPrePre6_BPre6_NStem
we_Wadi	PossConc6_NStem	PossConc1a_NStem	we_Wadi	PossConc6_NStem
,	Punc	Punc	,	Punc
i_mi_phakathi	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_phakathi	NPrePre4_BPre4_NStem
,	Punc	Punc	,	Punc
i_mi_busositjhaba	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_buso_si_tjhaba	NPrePre4_BPre4_NStem_BPre7_NStem
ya_ba_rholi	PossConc9_BPre2_NStem	PossConc4_BPre2_NStem	ya_ba_rholi	PossConc4_BPre2_NStem
be_ndabuko	PossConc2a_NStem	PossConc2_NStem	be_ndabuko	PossConc2_NStem
ka_nye	AdvPre_AdjStem	AdvPre_AdjStem	ka_nye	AdvPre_AdjStem
na_ba_rholi	AdvPre_BPre2_NStem	AdvPre_BPre2_NStem	na_ba_rholi	AdvPre_BPre2_NStem
aba_siz_a	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	aba_siz_a	RelConc2_VRoot_VerbTerm
nge_mi_bono	AdvPre_BPre4_NStem	AdvPre_BPre4_NStem	nge_mi_bono	AdvPre_BPre4_NStem
bo_nyana	BPre2_NStem	BPre2_NStem	bo_nyana	BPre2_NStem
i_n_dlelakmambiso	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	i_n_dlelakmambiso	NPrePre8_BPre8_NStem
ye-_CBP	PossConc4_Abbr	PossConc4_Abbr	ye__C_BP	PossConc4_LocPre_NStem_NStem
i_zoku_rag_el_a	SC4_Fut_VRoot_ApplExt_VerbTerm	SC9_Fut_VRoot_ApplExt_VerbTerm	i_zoku_ragela	NPrePre4_Fut_NStem
phambili	Adv	Adv	phambili	Adv
.	Punc	Punc	.	Punc
I_in_dawo	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	I_in_dawo	NPrePre10_BPre10_NStem
ze_ma_plasini	PossConc8_BPre6_NStem	PossConc8_BPre6_NStem	ze_ma_plasi_ni	PossConc8_BPre6_NStem_LocSuf
zi_ngaba	Pres_NStem	BPre10_NStem	zi_ng_aba	BPre10_AdvPre_NStem
na_ma_wadi	AdvPre_BPre6_NStem	AdvPre_BPre6_NStem	na_ma_wadi	AdvPre_BPre6_NStem
ama_khulu	AdjPref6_AdjStem	AdjPref6_AdjStem	a_ma_khulu	NPrePre6_BPre6_NStem
khulu	Adv	Adv	khulu	Adv
a_na_ba_ntu	RelConc6_AdvPre_BPre2_NStem	RelConc6_AdvPre_BPre2_NStem	a_na_ba_ntu	RelConc6_AdvPre_BPre2_NStem
a_ba_rhatjheke	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	a_ba_rhatjhek_e	SC6_OC2_Intrans_VerbTerm
ki_wo	LocPre_PronStem6	LocPre_PronStem6	ki_wo	LocPre_PronStem6
wo_ke	QuantConc1_QuantStem	QuantConc1_QuantStem	wo_ke	QuantConc1_QuantStem
a_ma_threste	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_threste	NPrePre6_BPre6_NStem
wa_khona	SC1_Adv	PossConc1a_Adv	wa_khona	PossConc3_Adv
ne_ma_plasini	AdvPre_BPre6_NStem	AdvPre_BPre6_NStem	ne_ma_plasi_ni	AdvPre_BPre6_NStem_LocSuf
.	Punc	Punc	.	Punc
Ku_ne_e_n_hlangano	LocPre_AdvPre_LocPre_BPre3_NStem	LocPre_AdvPre_LocPre_BPre9_NStem	Ku_ne_e_n_hlangano	LocPre_AdvPre_LocPre_BPre9_NStem
ezi_mbalwa	RelConc10_RelStem	RelConc10_RelStem	ezi_mbalw_a	RelConc10_VRoot_VerbTerm
tle	Ideoph	Foreign	tl_e	VRoot_VerbTerm
e_zi_majadu	LocPre_BPre8_NStem	LocPre_BPre8_NStem	ezi_majadu	RelConc8_NStem
.	Punc	Punc	.	Punc
I_threste	NPrePre4_NStem	NPrePre4_NStem	I_threste	NPrePre4_NStem
nga_linye	AdvPre_NStem	AdvPre_NStem	nga_linye	AdvPre_NStem
nany_ana	NStem_DimSuf	NStem_DimSuf	nany_an_a	VRoot_RecipExt_VerbTerm
i_in_qhema	NPrePre8_NPre8_NStem	NPrePre8_NPre8_NStem	i_in_qhema	NPrePre8_NPre8_NStem
