morphemes	target	prediction	morphemes_predseg	prediction_predseg
be_sewula	PossConc2_NStem	PossConc2_NStem	be_sewula	PossConc2_NStem
Afrika	ProperName	ProperName	afrika	ProperName
aku_na_mfuziselo	NegPre_AdvPre_NStem	NegPre_AdvPre_NStem	aku_na_mfuz_is_el_o	NegPre_AdvPre_VRoot_CausExt_ApplExt_VerbTerm
w_e_koro	PossConc6_LocPre_NStem	PossConc6_LocPre_NStem	w_e_koro	PossConc6_LocPre_NStem
ya_u_mu_buso	PossConc4_NPrePre3_BPre3_NStem	PossConc4_NPrePre3_BPre3_NStem	ya_u_mu_buso	PossConc4_NPrePre3_BPre3_NStem
e_bek_w_e	SC6_VRoot_PassExt_VerbTerm	SC6_VRoot_PassExt_VerbTerm	e_bek_w_e	SC6_VRoot_PassExt_VerbTerm
e_bu_jam_e_ini	LocPre_SC14_VRoot_VerbTerm_LocSuf	LocPre_SC14_VRoot_VerbTerm_LocSuf	e_bu_jam_e_ini	LocPre_SC14_VRoot_VerbTerm_LocSuf
obu_vunyelweko	RelConc14_NStem	RelConc14_NStem	obu_vunyelweko	RelConc14_NStem
begodu	Conj	Conj	begodu	Conj
ku_zoku_ba	SC15_Fut_AuxVStem	BPre15_Fut_AuxVStem	ku_zoku_b_a	SC15_Fut_VRoot_VerbTerm
no_mehluko	AdvPre_NStem	AdvPre_NStem	no_mehluko	AdvPre_NStem
ngi_tjh_o	SC1ps_VRoot_VerbTerm	AdvPre_VRoot_VerbTerm	ngi_tjh_o	AdvPre_VRoot_VerbTerm
na_hlanga_ana	AdvPre_NStem_DimSuf	AdvPre_NStem_DimSuf	na_hlanga_ana	AdvPre_NStem_DimSuf
na_i_mi_fuziselo	AdvPre_NPrePre4_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem	na_i_mi_fuziselo	AdvPre_NPrePre4_BPre4_NStem
e_mi_nyango_eni	LocPre_BPre4_NStem_LocSuf	LocPre_BPre4_NStem_LocSuf	e_mi_nyango_eni	LocPre_BPre4_NStem_LocSuf
e_ya_hlukahlukene_ko	LocPre_Pres_NStem_RelSuf	LocPre_Pres_NStem_RelSuf	e_ya_hlukahlukene_ko	LocPre_Pres_NStem_RelSuf
ka_rhulumende	PossConc6_NStem	PossKA_NStem	ka_rhulumende	PossKA_NStem
.	Punc	Punc	.	Punc
a_ma_lunga	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_lunga	NPrePre6_BPre6_NStem
w_e_komidi	PossConc1_LocPre_NStem	PossConc1_LocPre_NStem	we_komidi	PossConc1_NStem
ye_wadi	PossConc4_NStem	PossConc4_NStem	ye_wadi	PossConc4_NStem
ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm	OC15_VRoot_ApplExt_VerbTerm	ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm
a_zi_jayez_e	RelConc6_SC8_Intrans_VerbTerm	SC6_OC8_Intrans_VerbTerm	a_zi_jayez_e	SC6_OC8_Intrans_VerbTerm
nga_lawulo	AdvPre_NStem	AdvPre_NStem	nga_i_lawulo	AdvPre_NPre5_NStem
lo_i_mu_zombe	Dem1a_Pos1_NPrePre10_BPre10_NStem	PossConc5_NPrePre10_BPre10_NStem	lo_i_mu_zombe	PossConc5_NPrePre10_BPre10_NStem
w_e_phrojekthi	PossConc1a_LocPre_NStem	PossConc3_LocPre_NStem	w_e_phrojekthi	PossConc3_LocPre_NStem
(	Punc	Punc	(	Punc
i_PCM	NPrePre4_Abbr	NPrePre4_Abbr	i_pcm	NPrePre9_VRoot
)	Punc	Punc	)	Punc
njenga_omu_bana	AdvPre_AdjPref1_AdjStem	AdvPre_AdjPref1_AdjStem	njenga_omu_bana	AdvPre_AdjPref1_AdjStem
lo	Dem3_Pos1	Dem3	lo	Dem3
,	Punc	Punc	,	Punc
ku_mfuziselo	BPre15_NStem	BPre15_NStem	ku_mfuziselo	BPre15_NStem
o_setjenziswa	RelConc3_NStem	RelConc3_NStem	o_setjenziswa	RelConc3_NStem
qho	NStem	NStem	qho	NStem
.	Punc	Punc	.	Punc
u_ku_hlukaniswa	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	u_ku_hlukan_is_w_a	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm
na_u_ku_nikel_w_a	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	na_u_ku_nikel_w_a	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm
kwa_a_ma_gama	PossConc15_NPrePre6_BPre6_NStem	PossConc15_NPrePre6_BPre6_NStem	kwa_magama	PossConc15_NStem
kwe_e_n_teji	PossConc15_LocPre_BPre3_NStem	PossConc15_LocPre_BPre3_NStem	kwe_e_n_teji	PossConc15_LocPre_BPre3_NStem
na_mtjhana	AdvPre_NStem	AdvPre_NStem	namtjhana	Conj
i_in_gaba	NPrePre8_NPre8_NStem	NPrePre8_NPre8_NStem	i_in_gaba	NPrePre8_NPre8_NStem
za_u_mu_zombe	PossConc8_NPrePre10_BPre10_NStem	PossConc8_NPrePre10_BPre10_NStem	za_u_mu_zombe	PossConc8_NPrePre10_BPre10_NStem
we_phrojekthi	PossConc1a_NStem	PossConc1a_NStem	w_e_phrojekthi	PossConc3_LocPre_NStem
ku_nga_hluk_a	OC15_AdvPre_VRoot_VerbTerm	SC15_Pot_VRoot_VerbTerm	ku_nga_hluk_a	SC15_Pot_VRoot_VerbTerm
ku_y_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	ku_y_a	BPre15_VRoot_VerbTerm
nga_ejensi	AdvPre_NStem	AdvPre_NStem	nga_ejensi	AdvPre_NStem
e_sekel_a	RelConc9_VRoot_VerbTerm	RelConc9_VRoot_VerbTerm	e_sekel_a	RelConc9_VRoot_VerbTerm
nge_e_mali	AdvPre_LocPre_NStem	AdvPre_LocPre_NStem	nge_e_mali	AdvPre_LocPre_NStem
na_mtjhana	AdvPre_NStem	AdvPre_NStem	namtjhana	Conj
u_m_nyango	NPrePre1_BPre1_NStem	NPrePre3_BPre3_NStem	u_m_nyango	NPrePre3_BPre3_NStem
ka_rhulumende	PossConc6_NStem	PossKA_NStem	ka_rhulumende	PossKA_NStem
.	Punc	Punc	.	Punc
a_bo_mma	NPrePre2a_BPre2a_NStem	NPrePre2a_BPre2a_NStem	a_bo_mma	NPrePre2a_BPre2a_NStem
khe	NStem	PronStem1	khe	PronStem1
ba_qalan_a	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	ba_qalan_a	SC2_VRoot_VerbTerm
yi_ni	CopPre_Interrog	CopPre_Interrog	yi_ni	CopPre_Interrog
na_u_bu_jamo	AdvPre_NPrePre15_BPre15_NStem	AdvPre_NPrePre14_BPre14_NStem	na_u_bu_jamo	AdvPre_NPrePre14_BPre14_NStem
obu_thileko	RelConc14_NStem	RelConc14_NStem	obu_thileko	RelConc14_NStem
obu_namagandelelo	RelConc14_NStem	RelConc14_NStem	obu_na_ma_gandelelo	RelConc14_AdvPre_BPre6_NStem
namkha	Conj	Conj	namkha	Conj
obu_ne_e_nqabo	RelConc14_AdvPre_LocPre_NStem	RelConc14_AdvPre_LocPre_NStem	obu_ne_e_e_n_qabo	RelConc14_AdvPre_PossConc9_LocPre_BPre9_NStem
e_ku_hlanganyela_eni	LocPre_BPre15_NStem_LocSuf	LocPre_BPre15_NStem_LocSuf	e_ku_hlanganyela_eni	LocPre_BPre15_NStem_LocSuf
e_i_mi_sebenzi_ini	LocPre_NPrePre4_BPre4_NStem_LocSuf	LocPre_NPrePre4_BPre4_NStem_LocSuf	e_mi_sebenzi_ini	LocPre_BPre4_NStem_LocSuf
y_a_a_ma_phrogremu	PossConc1a_LocPre_NPrePre6_BPre6_NStem	PossConc1a_LocPre_NPrePre6_BPre6_NStem	ya_ma_phrogremu	PossConc4_BPre6_NStem
na	Interrog	Interrog	na	Interrog
?	Punc	Punc	?	Punc
a_bo_baba	NPrePre2a_BPre2a_NStem	NPrePre2a_BPre2a_NStem	a_bo_baba	NPrePre2a_BPre2a_NStem
bona	AbsPron2	AbsPron2	bona	AbsPron2
ke	Conj	Conj	ke	Conj
?	Punc	Punc	?	Punc
nangabe	Conj	Conj	nangabe	Conj
ku_njalo	SC15_Adv	SC15_Adv	ku_njalo	SC15_Adv
nga_u_ku_njani	AdvPre_BPre15_BPre15_NStem	AdvPre_NPrePre15_BPre15_Interrog	nga_u_ku_njani	AdvPre_NPrePre15_BPre15_Interrog
?	Punc	Punc	?	Punc
i_Batho	NPrePre4_ProperName	NPrePre4_ProperName	i_batho	NPrePre4_NStem
Pele	ProperName	ProperName	pele	Foreign
i_fun_a	SC5_VRoot_VerbTerm	SC4_VRoot_VerbTerm	i_fun_a	SC4_VRoot_VerbTerm
'	Punc	Punc	'	Punc
bo_ke	QuantConc2_QuantStem	QuantConc2_QuantStem	bo_ke	QuantConc2_QuantStem
a_ba_ntu	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	a_ba_ntu	NPrePre2_BPre2_NStem
aba_s_e_m_sebenzini	RelConc2_PreLoc-s_LocPre_BPre3_NStem	RelConc2_PreLoc-s_LocPre_BPre3_NStem	aba_s_e_msebenzi_ini	RelConc2_PreLoc-s_LocPre_NStem_LocSuf
wa_u_mu_buso	PossConc3_NPrePre3_BPre3_NStem	PossConc1_NPrePre3_BPre3_NStem	wa_u_mu_buso	PossConc1_NPrePre3_BPre3_NStem
ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm	OC15_VRoot_ApplExt_VerbTerm	ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm
ba_zi_khakhaz_is_e	PossConc2_SC8_VRoot_CausExt_VerbTerm	SC2_OC2_VRoot_CausExt_VerbTerm	ba_zi_khakhaz_is_e	SC2_OC2_VRoot_CausExt_VerbTerm
ngokuba	Conj	Conj	nga_u_ku_b_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm
zi_in_sebenzi	BPre10_BPre8_NStem	BPre8_BPre8_NStem	zi_in_sebenzi	BPre8_BPre8_NStem
ezi_siza	RelConc8_NStem	RelConc8_NStem	ezi_siz_a	RelConc10_VRoot_VerbTerm
a_ba_ntu	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	a_ba_ntu	NPrePre2_BPre2_NStem
'	Punc	Punc	'	Punc
begodu	Conj	Conj	begodu	Conj
na_i_mi_gomo	AdvPre_NPrePre4_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem	na_i_mi_gomo	AdvPre_NPrePre4_BPre4_NStem
e_bunane	LocPre_NStem	LocPre_NStem	e_bunan_e	RelConc4_VRoot_VerbTerm
e_vez_w_e	RelConc4_VRoot_PassExt_VerbTerm	RelConc4_VRoot_PassExt_VerbTerm	e_vez_w_e	RelConc4_VRoot_PassExt_VerbTerm
e_m_thetho_eni	RelConc9_BPre3_NStem_LocSuf	LocPre_BPre3_NStem_LocSuf	e_m_thetho_eni	LocPre_BPre3_NStem_LocSuf
i_bumb_a	SC4_VRoot_VerbTerm	SC9_VRoot_VerbTerm	i_bumba	NPrePre4_NStem
i_si_sekelo	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	i_si_sekelo	NPrePre7_BPre7_NStem
hlanga_ana	NStem_DimSuf	NStem_DimSuf	hlanga_ana	NStem_DimSuf
na_lapha	AdvPre_Dem16_Pos1	AdvPre_NStem	na_lapha	AdvPre_NStem
i_li_qiniso	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	i_li_qiniso	NPrePre5_BPre5_NStem
eli_qal_an_ile	RelConc5_VRoot_RecipExt_Perf	RelConc5_VRoot_RecipExt_Perf	eli_qal_an_ile	RelConc5_VRoot_RecipExt_Perf
na_u_ku_thuthuk_is_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	na_u_ku_thuthuk_is_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm
u_rhulumende	NPrePre1a_NStem	NPrePre1a_NStem	u_rhulumende	NPrePre1a_NStem
wa_i_n_ndawo	PossConc3_NPrePre9_BPre9_NStem	PossConc1_NPrePre9_BPre9_NStem	wa_i_n_ndawo	PossConc1_NPrePre9_BPre9_NStem
mayelana	NStem	NStem	mayelana	NStem
ne_e_n_dingo	AdvPre_LocPre_BPre9_NStem	AdvPre_LocPre_BPre9_NStem	ne_e_n_dingo	AdvPre_LocPre_BPre9_NStem
za_u_mu_phakathi	PossConc8_NPrePre3_BPre3_NStem	PossConc10_NPrePre3_BPre3_NStem	za_u_mu_phakathi	PossConc10_NPrePre3_BPre3_NStem
wa_i_n_ndawo	PossConc1a_NPrePre9_BPre9_NStem	PossConc1_NPrePre9_BPre9_NStem	wa_i_n_ndawo	PossConc1_NPrePre9_BPre9_NStem
ezi_nga_thom_a	RelConc10_AdvPre_VRoot_VerbTerm	RelConc8_AdvPre_VRoot_VerbTerm	ezi_nga_thom_a	RelConc8_AdvPre_VRoot_VerbTerm
u_ku_enzek_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_enz_ek_a	NPrePre15_BPre15_VRoot_NeutExt_VerbTerm
.	Punc	Punc	.	Punc
ye_thula	PossConc4_NStem	PossConc4_NStem	ye_thula	PossConc4_NStem
i_in_gaba	NPrePre8_NPre8_NStem	NPrePre8_NPre8_NStem	i_in_gaba	NPrePre8_NPre8_NStem
ze_ndlela	Pres_NStem	Pres_NStem	za_i_n_dlela	PossConc10_NPrePre9_BPre9_NStem
yo_ku_siza	PossConc9_BPre15_NStem	PossConc9_BPre15_NStem	yo_ku_siza	PossConc9_BPre15_NStem
u_ku_phumelelisa	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	u_ku_phumelel_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm
nga_u_ku_sebenz_is_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	nga_u_ku_sebenz_is_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm
i_dathaphrojektha	NPrePre4_NStem	NPrePre4_NStem	i_dathaphrojektha	NPrePre4_NStem
,	Punc	Punc	,	Punc
li_nani_ana	BPre5_NStem_DimSuf	BPre5_NStem_DimSuf	li_nani_ana	BPre5_NStem_DimSuf
i_overhead	NPrePre4_NStem	NPrePre4_Foreign	i_overhad	NPrePre4_NStem
projector	Foreign	Foreign	projector	Foreign
.	Punc	Punc	.	Punc
lokha	Conj	Conj	lokha	Conj
nangabe	Conj	Conj	nangabe	Conj
aku_na_ba_hlanganyeli	NegPre_AdvPre_BPre2_NStem	NegPre_AdvPre_BPre2_NStem	aku_na_ba_hlanganyel_i	NegPre_AdvPre_BPre2_VRoot_VerbTerm
,	Punc	Punc	,	Punc
u_nga_sebenzisa	NPrePre1a_NegPre_NStem	NPrePre1a_NegPre_NStem	u_nga_sebenzisa	NPrePre1a_NegPre_NStem
a_ma_nothi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_nothi	NPrePre6_BPre6_NStem
wa_bo	PossConc3_PronStem2	PossConc3_PronStem2	wa_bo	PossConc3_PronStem2
w_e_khoso	PossConc6_LocPre_NStem	PossConc6_LocPre_NStem	w_e_khoso	PossConc6_LocPre_NStem
,	Punc	Punc	,	Punc
i_li_khasi	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	i_li_khasi	NPrePre5_BPre5_NStem
la_ma_52	SC3_BPre6_Num	SC3_BPre6_Num	la_ma_52	SC3_BPre6_Num
u_ku_(i)z_w_is_is_a	NPrePre15_BPre15_VRoot_PassExt_CausExt_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_CausExt_CausExt_VerbTerm	u_ku_(i)z_w_is_is_a	NPrePre15_BPre15_VRoot_PassExt_CausExt_CausExt_VerbTerm
ku_hle	AdjPref15_AdjStem	AdjPref15_AdjStem	ku_hle	AdjPref15_AdjStem
i_hlathululo	NPrePre4_NStem	NPrePre4_NStem	i_hlathululo	NPrePre4_NStem
.	Punc	Punc	.	Punc
nga_u_ku_sebenz_is_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	nga_u_ku_sebenz_is_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm
i_dayagramu	NPrePre4_NStem	NPrePre4_NStem	i_dayagramu	NPrePre4_NStem
,	Punc	Punc	,	Punc
khomb_a	VRoot_VerbTerm	VRoot_VerbTerm	khomba	NStem
i_si_gaba	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	i_si_gaba	NPrePre7_BPre7_NStem
esi_nye	AdjPref7_AdjStem	AdjPref7_AdjStem	esi_nye	AdjPref7_AdjStem
na_esi_nye	AdvPre_AdjPref7_AdjStem	AdvPre_AdjPref7_AdjStem	na_esi_nye	AdvPre_AdjPref7_AdjStem
.	Punc	Punc	.	Punc
u_ku_khulum_is_an_a	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm	u_ku_khulum_is_an_a	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm
yi_kambiso	CopPre_NStem	CopPre_NStem	yi_kambiso	CopPre_NStem
lapho	Dem16_Pos2	Dem16	lapho	Dem16
a_ba_ntu	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	a_ba_ntu	NPrePre2_BPre2_NStem
aba_bandakany_ek_a_ko	RelConc2_VRoot_NeutExt_VerbTerm_RelSuf	RelConc2_VRoot_NeutExt_VerbTerm_RelSuf	aba_bandakany_ek_a_ko	RelConc2_VRoot_NeutExt_VerbTerm_RelSuf
ba_lw_el_a	SC2_VRoot_ApplExt_VerbTerm	SC2_VRoot_ApplExt_VerbTerm	ba_lwel_a	SC2_VRoot_VerbTerm
i_mi_phumela	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_phumela	NPrePre4_BPre4_NStem
e_hlukahlukile_ko	RelConc9_NStem_RelSuf	RelConc9_NStem_RelSuf	e_hlukahlukile_ko	RelConc9_NStem_RelSuf
u_ku_zama	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	u_ku_zama	NPrePre15_BPre15_NStem
u_ku_thol_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_thol_a	NPrePre15_BPre15_VRoot_VerbTerm
u_mu_phumela	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_mu_phumela	NPrePre3_BPre3_NStem
o_ku_vunyelwan_a	SC3_OC15_VRoot_VerbTerm	SC15_OC15_VRoot_VerbTerm	oku_vunyelwan_a	RelConc15_VRoot_VerbTerm
nga_wo	AdvPre_PronStem3	AdvPre_PronStem3	nga_wo	AdvPre_PronStem3
begodu	Conj	Conj	begodu	Conj
ku_s_e_se_njalo	BPre15_PreLoc-s_LocPre_AdvPre_NStem	BPre15_PreLoc-s_LocPre_Dem4_Adv	ku_sesenjalo	BPre15_NStem
ku_nga_ab_el_w_an_a	BPre15_AdvPre_VRoot_ApplExt_PassExt_RecipExt_VerbTerm	BPre15_AdvPre_VRoot_ApplExt_PassExt_RecipExt_VerbTerm	ku_nga_b_el_w_an_a	SC15_Pot_VRoot_ApplExt_PassExt_RecipExt_VerbTerm
nga_lwazi	AdvPre_NStem	AdvPre_NStem	nga_lwazi	AdvPre_NStem
,	Punc	Punc	,	Punc
u_ku_rarulul_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_rarulula	NPrePre15_BPre15_NStem
u_m_raro	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_raro	NPrePre3_BPre3_NStem
,	Punc	Punc	,	Punc
u_ku_(i)z_w_an_a	NPrePre15_BPre15_VRoot_PassExt_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_RecipExt_VerbTerm	u_ku_(i)z_w_an_a	NPrePre15_BPre15_VRoot_PassExt_RecipExt_VerbTerm
ngo_ku_lis_a	AdvPre_OC15_VRoot_VerbTerm	AdvPre_BPre15_VRoot_VerbTerm	nga_u_ku_lis_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm
o_khu_nye	RelConc3_EnumConc5_EnumStem	RelConc3_EnumConc5_EnumStem	o_khu_nye	RelConc3_EnumConc5_EnumStem
,	Punc	Punc	,	Punc
lapho	Dem16_Pos2	Dem16	lapho	Dem16
ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm	OC15_VRoot_ApplExt_VerbTerm	ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm
kho_na	PronStem15_PronSuf	PronStem15_PronSuf	kho_na	PronStem15_PronSuf
u_ku_buy_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	u_ku_buyisa	NPrePre15_BPre15_NStem
i_in_kareko	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_inkareko	NPrePre4_NStem
.	Punc	Punc	.	Punc
u_ku_az_is_w_a	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	u_ku_az_is_w_a	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm
kwa_a_ba_ntu	PossConc15_NPrePre2_BPre2_NStem	PossConc15_NPrePre2_BPre2_NStem	kwa_a_ba_ntu	PossConc15_NPrePre2_BPre2_NStem
-	Punc	Punc	-	Punc
sebenzis_a	VRoot_VerbTerm	VRoot_VerbTerm	sebenz_is_a	VRoot_CausExt_VerbTerm
i_in_dlela	NPrePre10_NPre10_NStem	NPrePre10_NPre10_NStem	i_in_dlela	NPrePre10_NPre10_NStem
e_za_hlukahlukene_ko	LocPre_Pres_NStem_RelSuf	LocPre_Pres_NStem_RelSuf	e_za_hlukahlukene_ko	LocPre_Pres_NStem_RelSuf
u_ku_az_is_w_a	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	u_ku_az_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm
a_ma_komidi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_komidi	NPrePre6_BPre6_NStem
we_wadi	PossConc6_NStem	PossConc6_NStem	we_wadi	PossConc6_NStem
,	Punc	Punc	,	Punc
i_mi_phakathi	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_phakathi	NPrePre4_BPre4_NStem
,	Punc	Punc	,	Punc
i_mi_busositjhaba	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_busositjhaba	NPrePre4_BPre4_NStem
ya_ba_rholi	PossConc9_BPre2_NStem	PossConc9_BPre2_NStem	ya_ba_rholi	PossConc9_BPre2_NStem
be_ndabuko	PossConc2a_NStem	PossConc2a_NStem	be_ndabuko	PossConc2a_NStem
ka_nye	AdvPre_AdjStem	AdvPre_AdjStem	ka_nye	AdvPre_AdjStem
na_ba_rholi	AdvPre_BPre2_NStem	AdvPre_BPre2_NStem	na_ba_rholi	AdvPre_BPre2_NStem
aba_siz_a	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	aba_siz_a	RelConc2_VRoot_VerbTerm
nge_mi_bono	AdvPre_BPre4_NStem	AdvPre_BPre4_NStem	nga_i_mi_bono	AdvPre_NPrePre4_BPre4_NStem
bo_nyana	BPre2_NStem	BPre2_NStem	bo_nyana	BPre2_NStem
i_n_dlelakmambiso	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	i_n_dlelakmambiso	NPrePre8_BPre8_NStem
ye_CBP	PossConc4_Abbr	PossConc4_Abbr	ye_cbp	PossConc4_NStem
i_zoku_rag_el_a	SC4_Fut_VRoot_ApplExt_VerbTerm	NPrePre5_Fut_VRoot_ApplExt_VerbTerm	i_zoku_ragela	NPrePre4_Fut_NStem
phambili	Adv	Adv	phambili	Adv
.	Punc	Punc	.	Punc
i_in_ndawo	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_in_ndawo	NPrePre10_BPre10_NStem
ze_ma_plasini	PossConc8_BPre6_NStem	PossConc8_BPre6_NStem	ze_ma_plasi_ini	PossConc8_BPre6_NStem_LocSuf
zi_ngaba	Pres_NStem	BPre10_NStem	zi_ngaba	BPre10_NStem
na_ma_wadi	AdvPre_BPre6_NStem	AdvPre_BPre6_NStem	na_ma_wadi	AdvPre_BPre6_NStem
ama_khulu	AdjPref6_AdjStem	AdjPref6_AdjStem	ama_khulu	AdjPref6_AdjStem
khulu	Adv	Adv	khulu	Adv
a_na_ba_ntu	RelConc6_AdvPre_BPre2_NStem	RelConc6_AdvPre_BPre2_NStem	a_na_ba_ntu	RelConc6_AdvPre_BPre2_NStem
a_ba_rhatjheke	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	aba_rhatjhek_e	RelConc2_VRoot_VerbTerm
ki_wo	LocPre_PronStem6	LocPre_PronStem6	ki_wo	LocPre_PronStem6
wo_ke	QuantConc1_QuantStem	QuantConc1_QuantStem	wo_ke	QuantConc1_QuantStem
a_ma_threste	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_threste	NPrePre6_BPre6_NStem
