morphemes	target_surface_gold	prediction_surface_gold	target_surface_pred	prediction_surface_pred
conte_xt	Foreign	NStem_Abbr	Foreign	VRoot_VRoot
)	Punc	PUNC	Punc	PUNC
wa_s_e_Ningizimu	PossConc3_PreLoc-s_LocPre_NPrePre5_BPre5_ProperName	PossConc3_PreLocs_LocPre_ProperName	PossConc3_PreLoc-s_LocPre_NPrePre5_BPre5_ProperName	PossConc3_PreLocs_LocPre_ProperName
Afrika	ProperName	ProperName	ProperName	ProperName
a_yi_kho	NegPre_CopPre_Adv	NegPre_CopPre_Adv	NegPre_CopPre_Adv	NegPre_CopPre_Adv
i_n_dlel_a	NPrePre9_BPre9_NStem	NPrePre9_BPre9_VRoot_VerbTerm	NPrePre9_BPre9_NStem	NPrePre9_BPre9_VRoot_VerbTerm
e_yo_dwa	RelConc9_QuantConc9_QuantStem	RelConc9_QuantConc9_QuantStem	RelConc9_QuantConc9_QuantStem	RelConc9_QuantConc9_QuantStem
e_gunyaz_iw_e	RelConc9_VRoot_PassExt_VerbTerm	RelConc9_VRoot_PassExt_VerbTerm	RelConc9_VRoot_PassExt_VerbTerm	RelConc9_VRoot_PassExt_VerbTerm
yo_m_khakha	PossConc9_NPrePre3_BPre3_NStem	PossConc4_BPre3_NStem	PossConc9_NPrePre3_BPre3_NStem	PossConc4_BPre3_NStem
wo_m_phakathi	PossConc3_NPrePre3_BPre3_NStem	PossConc3_BPre3_NStem	PossConc3_NPrePre3_BPre3_NStem	PossConc3_BPre3_NStem
futh_i	Conj	VRoot_VerbTerm	Conj	VRoot_VerbTerm
ku_yo_hlal_a	SC15_Fut_VRoot_VerbTerm	SC15_Fut_VRoot_VerbTerm	SC15_Fut_VRoot_VerbTerm	SC15_Fut_VRoot_VerbTerm
ku_no_mehluko	LocPre_AdvPre_NStem	BPre17_AdvPre_NStem	LocPre_AdvPre_NStem	BPre17_AdvPre_NStem
phakathi	Adv	Adv	Adv	Adv
kwe_zin_dlel_a	PossConc15_NPrePre10_BPre10_NStem	PossConc15_BPre10_Intrans_VerbTerm	PossConc15_NPrePre10_BPre10_NStem	PossConc15_BPre10_Intrans_VerbTerm
ezi_setshenz_is_w_a	RelConc8_VRoot_CausExt_PassExt_VerbTerm	RelConc10_VRoot_CausExt_PassExt_VerbTerm	RelConc8_VRoot_CausExt_PassExt_VerbTerm	RelConc10_VRoot_CausExt_PassExt_VerbTerm
e_mi_nyangw_eni	LocPre_BPre4_NStem_LocSuf	LocPre_BPre4_NStem_LocSuf	LocPre_BPre4_NStem_LocSuf	LocPre_BPre4_NStem_LocSuf
e_ye_hluk_en_e	RelConc4_OC4_VRoot_RecipExt_Perf_VerbTerm	RelConc4_CopPre_VRoot_RecipExt_VerbTerm	RelConc4_OC4_VRoot_RecipExt_Perf_VerbTerm	RelConc4_CopPre_VRoot_RecipExt_VerbTerm
ka_hulumeni	PossKA_NPrePre1a_NStem	PossKA_NStem	PossKA_NPrePre1a_NStem	PossKA_NStem
.	Punc	PUNC	Punc	PUNC
A_ma_lungu	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
e_Komidi	LocPre_NStem	LocPre_NStem	LocPre_NStem	LocPre_NStem
Le_sigceme	Dem9_Pos1_NStem	PossConc5_NStem	Dem9_Pos1_NStem	PossConc5_NStem
ku_mel_e	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm
a_z_i	SC6_VRoot_VerbTerm	SC1_VRoot_VerbTerm	SC6_VRoot_VerbTerm	SC1_VRoot_VerbTerm
ngo_Ku_phath_w_a	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	AdvPre_BPre15_VRoot_PassExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	AdvPre_BPre15_VRoot_PassExt_VerbTerm
K_om_jikelezo	PossConc15_NPrePre3_NStem	PossConc15_BPre3_NStem	PossConc15_NPrePre3_NStem	PossConc15_BPre3_NStem
We_phrojekthi	PossConc1_NPrePre5_NStem	PossConc3_NStem	PossConc1_NPrePre5_NStem	PossConc3_NStem
(	Punc	PUNC	Punc	PUNC
Project	Foreign	Foreign	Foreign	Foreign
Cycl_e	Foreign	VRoot_VerbTerm	Foreign	VRoot_VerbTerm
Mana_ge_ment	Foreign	ProperName_AdvPre_NStem	Foreign	AdvPre_AdvPre_NStem
(	Punc	PUNC	Punc	PUNC
PC_M	Abbr	Abbr_BPre3	Abbr	Abbr_Abbr
)	Punc	PUNC	Punc	PUNC
njengoba	Conj	Conj	Conj	Conj
ku_y_i_n_dlel_a	LocPre_CopPre_NPrePre9_BPre9_NStem	SC15_CopPre_NPrePre9_BPre9_VRoot_VerbTerm	LocPre_CopPre_NPrePre9_BPre9_NStem	BPre15_CopPre_NPrePre9_BPre9_VRoot_VerbTerm
e_vam_a	RelConc9_Intrans_VerbTerm	RelConc9_VRoot_VerbTerm	RelConc9_Intrans_VerbTerm	RelConc9_VRoot_VerbTerm
u_ku_setshenz_is_w_a	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm
ka_khulu	AdvPre_AdjStem	AdvPre_AdjStem	AdvPre_AdjStem	AdvPre_AdjStem
.	Punc	PUNC	Punc	PUNC
U_kw_ehlukan_is_w_a	SC15_BPre15_VRoot_CausExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	SC15_BPre15_VRoot_CausExt_PassExt_VerbTerm	SC15_BPre15_VRoot_CausExt_PassExt_VerbTerm
no_ku_biz_w_a	AdvPre_BPre15_VRoot_PassExt_VerbTerm	AdvPre_BPre15_VRoot_PassExt_VerbTerm	AdvPre_BPre15_VRoot_PassExt_VerbTerm	AdvPre_BPre15_VRoot_PassExt_VerbTerm
nga_ma_gama	AdvPre_NPrePre6_BPre6_NStem	AdvPre_BPre6_NStem	AdvPre_NPrePre6_BPre6_NStem	AdvPre_BPre6_NStem
kwe_zi_gaba	PossConc15_NPrePre8_BPre8_NStem	PossConc15_BPre8_NStem	PossConc15_NPrePre8_BPre8_NStem	PossConc15_BPre8_NStem
noma	Conj	Conj	Conj	Conj
i_mi_khakha	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
yo_m_jikelezo	PossConc9_BPre3_NStem	PossConc9_BPre3_NStem	PossConc9_BPre3_NStem	PossConc9_BPre3_NStem
we_phrojekthi	PossConc1_NPrePre5_NStem	PossConc3_NStem	PossConc1_NPrePre5_NStem	PossConc3_NStem
ku_nga_hluk_a	BPre15_AdvPre_VRoot_VerbTerm	SC15_Pot_VRoot_VerbTerm	BPre15_AdvPre_VRoot_VerbTerm	SC15_Pot_VRoot_VerbTerm
ku_ye	LocPre_PronStem1	LocPre_PronStem1	LocPre_PronStem1	LocPre_PronStem1
ngo_kwe_n_hlangano	AdvPre_NPrePre15_PossConc9_BPre9_NStem	AdvPre_PossConc15_BPre9_NStem	AdvPre_NPrePre15_PossConc9_BPre9_NStem	AdvPre_PossConc15_BPre9_NStem
noma	Conj	Conj	Conj	Conj
u_m_nyango	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
ka_hulumeni	PossKA_NPrePre1a_NStem	PossKA_NStem	PossKA_NPrePre1a_NStem	PossKA_NStem
o_yi_khokhel_a_yo	RelConc3_CopPre_NStem_RelSuf	RelConc1_OC9_VRoot_VerbTerm_RelSuf	RelConc3_CopPre_NStem_RelSuf	RelConc1_OC9_VRoot_VerbTerm_RelSuf
.	Punc	PUNC	Punc	PUNC
Ku_ngabe	Conj	BPre15_NStem	Conj	BPre17_Conj
aba_ntu	NPrePre2_BPre2_NStem	RelConc2_NStem	NPrePre2_BPre2_NStem	RelConc2_NStem
be_si_fazane	PossConc2_NPrePre7_BPre7_NStem	PossConc2_BPre7_NStem	PossConc2_NPrePre7_BPre7_NStem	PossConc2_BPre7_NStem
ba_bhek_an_a	SC2_VRoot_RecipExt_VerbTerm	SC2_VRoot_RecipExt_VerbTerm	SC2_VRoot_RecipExt_VerbTerm	SC2_VRoot_RecipExt_VerbTerm
ne_zin_gqinamb_a	AdvPre_NPrePre10_BPre10_NStem	AdvPre_BPre10_Intrans_VerbTerm	AdvPre_NPrePre10_BPre10_NStem	AdvPre_BPre10_Intrans_VerbTerm
ezi_thile	RelConc10_RelStem	RelConc10_RelStem	RelConc10_RelStem	RelConc10_RelStem
noma	Conj	Conj	Conj	Conj
i_zi_vimbo	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem
e_ku_zi_bandakany_eni	RelConc8_BPre15_ReflPre_VRoot_VerbTerm_LocSuf	LocPre_BPre15_ReflPre_NStem_LocSuf	RelConc8_BPre15_ReflPre_VRoot_VerbTerm_LocSuf	LocPre_BPre15_ReflPre_NStem_LocSuf
e_mi_sebenz_ini	LocPre_NPrePre4_BPre4_NStem_LocSuf	LocPre_BPre4_NStem_LocSuf	LocPre_NPrePre4_BPre4_NStem_LocSuf	LocPre_BPre4_NStem_LocSuf
yo_hlelo	PossConc4_NPrePre11_NStem	PossConc9_NStem	PossConc4_NPrePre11_NStem	PossConc9_NStem
?	Punc	PUNC	Punc	PUNC
A_be_si_lis_a	NPrePre2_BPre2_BPre7_NStem	NegPre_SC2_Pro_VRoot_VerbTerm	NPrePre2_BPre2_BPre7_NStem	NPrePre2_BPre2_SC1pp_VRoot_VerbTerm
bo_na	PronStem2_PronSuf	PronStem2_PronSuf	PronStem2_PronSuf	PronStem2_PronSuf
?	Punc	PUNC	Punc	PUNC
Uma	Conj	Conj	Conj	Conj
ku_njalo	SC15_Adv	SC15_Adv	SC15_Adv	SC15_Adv
,	Punc	PUNC	Punc	PUNC
hlobo	NStem	NStem	NStem	NStem
lu_ni	BPre11_Interrog	BPre11_Interrog	BPre11_Interrog	BPre11_Interrog
?	Punc	PUNC	Punc	PUNC
I__B_atho	NPrePre9_ProperName	NPrePre5_BPre2_NStem	NPrePre9_ProperName	NPrePre9_BPre14_NStem
Pele	ProperName	ProperName	ProperName	ProperName
i_dinga	SC9_VRoot_VerbTerm	NPrePre5_NStem	SC9_VRoot_VerbTerm	NPrePre5_NStem
u_kuth_i	Conj	NPrePre15_VRoot_VerbTerm	Conj	NPrePre15_VRoot_VerbTerm
'	Punc	PUNC	Punc	PUNC
u_mu_ntu	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem
nga_mu_nye	AdvPre_BPre1_EnumStem	AdvPre_BPre4_EnumStem	AdvPre_BPre1_EnumStem	AdvPre_BPre4_EnumStem
o_sebenz_a	RelConc1_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	RelConc1_VRoot_VerbTerm	RelConc3_Intrans_VerbTerm
e_mnyangw_eni	LocPre_BPre3_NStem_LocSuf	LocPre_NStem_LocSuf	LocPre_BPre3_NStem_LocSuf	LocPre_NStem_LocSuf
ka_Hulumeni	PossKA_NPrePre1a_NStem	PossKA_NStem	PossKA_NPrePre1a_NStem	PossKA_NStem
ku_mel_e	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm
a_zi_qhenye	SC1_ReflPre_VRoot_VerbTerm	NegPre_BPre8_NStem	SC1_ReflPre_VRoot_VerbTerm	RelConc6_BPre8_NStem
u_kuth_i	Conj	NPrePre15_VRoot_VerbTerm	Conj	NPrePre15_VRoot_VerbTerm
u_y_i_si_sebenzi	BPre1_CopPre_NPrePre7_BPre7_NStem	BPre1a_CopPre_NPrePre7_BPre7_NStem	BPre1_CopPre_NPrePre7_BPre7_NStem	RelConc3_CopPre_NPrePre7_BPre7_NStem
sa_ba_ntu	PossConc7_BPre2_NStem	PossConc7_BPre2_NStem	PossConc7_BPre2_NStem	PossConc7_BPre2_NStem
'	Punc	PUNC	Punc	PUNC
futh_i	Conj	VRoot_VerbTerm	Conj	VRoot_VerbTerm
i_zi_miso	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem
ezi_y_i_si_shiyagalombili	RelConc10_CopPre_NPrePre7_BPre7_NStem	RelConc8_CopPre_NPrePre7_BPre7_NStem	RelConc10_CopPre_NPrePre7_BPre7_NStem	RelConc10_CopPre_NPrePre7_BPre7_NStem
ezi_s_e_m_thethw_eni	RelConc8_PreLoc-s_LocPre_BPre3_NStem_LocSuf	RelConc8_PreLocs_LocPre_BPre3_NStem_LocSuf	RelConc8_PreLoc-s_LocPre_BPre3_NStem_LocSuf	RelConc8_PreLocs_LocPre_BPre3_NStem_LocSuf
za_kh_a	SC8_VRoot_VerbTerm	SC8_VRoot_VerbTerm	SC8_VRoot_VerbTerm	SC10_VRoot_VerbTerm
i_si_sekelo	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem
oku_yi_so_na	RelConc15_CopPre_PronStem7_PronSuf	RelConc15_CopPre_PronStem7_PronSuf	RelConc15_CopPre_PronStem7_PronSuf	RelConc15_CopPre_PronStem7_PronSuf
esi_yi_nkaba	RelConc7_CopPre_NPrePre9_NStem	RelConc7_CopPre_NStem	RelConc7_CopPre_NPrePre9_NStem	RelConc7_CopPre_NStem
yo_kw_enz_ek_a_yo	PossConc9_NPrePre15_BPre15_VRoot_NeutExt_VerbTerm_RelSuf	PossConc9_BPre15_VRoot_NeutExt_VerbTerm_RelSuf	PossConc9_NPrePre15_BPre15_VRoot_NeutExt_VerbTerm_RelSuf	PossConc9_BPre15_VRoot_NeutExt_VerbTerm_RelSuf
kwa_nge_mpela	SC15_AdvPre_Adv	PossConc15_AdvPre_Adv	SC15_AdvPre_Adv	PossConc15_AdvPre_Adv
ko_ku_thuthuk_is_a	PossConc15_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	PossConc15_BPre15_VRoot_CausExt_VerbTerm	PossConc15_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	PossConc15_BPre15_VRoot_CausExt_VerbTerm
u_hulumeni	NPrePre1a_NStem	NPrePre1a_NStem	NPrePre1a_NStem	NPrePre1a_NStem
we_n_dawo	PossConc3_BPre9_NStem	PossConc3_BPre9_NStem	PossConc3_BPre9_NStem	PossConc3_BPre9_NStem
ngo_ku_phathelen_e	AdvPre_NPrePre15_BPre15_VRoot_Perf_VerbTerm	AdvPre_BPre15_Intrans_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_Perf_VerbTerm	AdvPre_BPre15_Intrans_VerbTerm
ne_zi_dingo	AdvPre_NPrePre8_BPre8_NStem	AdvPre_BPre8_NStem	AdvPre_NPrePre8_BPre8_NStem	AdvPre_BPre8_NStem
zo_m_phakathi	PossConc8_NPrePre3_BPre3_Adv	PossConc10_BPre3_NStem	PossConc8_NPrePre3_BPre3_Adv	PossConc10_BPre3_NStem
we_n_dawo	PossConc3_BPre9_NStem	PossConc3_BPre9_NStem	PossConc3_BPre9_NStem	PossConc3_BPre9_NStem
ku_nga_qal_a	SC15_Pot_VRoot_VerbTerm	SC15_Pot_VRoot_VerbTerm	SC15_Pot_VRoot_VerbTerm	SC15_Pot_VRoot_VerbTerm
u_kw_enz_ek_a	NPrePre15_BPre15_VRoot_NeutExt_VerbTerm	NPrePre15_BPre15_VRoot_NeutExt_VerbTerm	NPrePre15_BPre15_VRoot_NeutExt_VerbTerm	NPrePre15_BPre15_VRoot_NeutExt_VerbTerm
.	Punc	PUNC	Punc	PUNC
Ye_thul_a	CopPre_VRoot_VerbTerm	PossConc4_VRoot_VerbTerm	CopPre_VRoot_VerbTerm	PossConc9_VRoot_VerbTerm
i_zi_gaba	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem
ze_N_kombandlel_a	PossConc8_NPrePre9_BPre9_NStem	PossConc8_BPre9_Intrans_VerbTerm	PossConc8_NPrePre9_BPre9_NStem	PossConc8_BPre9_Intrans_VerbTerm
ngo_ku_sebenz_is_a	AdvPre_SC15_VRoot_CausExt_VerbTerm	AdvPre_BPre15_VRoot_CausExt_VerbTerm	AdvPre_SC15_VRoot_CausExt_VerbTerm	AdvPre_BPre15_VRoot_CausExt_VerbTerm
u_m_shini	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
i__da_ta	NPrePre9_NStem	SC9_AuxVStem_NStem	NPrePre9_NStem	BPre9_NStem_NStem
projector	Foreign	NStem	Foreign	NStem
,	Punc	PUNC	Punc	PUNC
noma	Conj	Conj	Conj	Conj
i__o_verhead	NPrePre9_Foreign	NPrePre5_NPrePre2a_NStem	NPrePre9_Foreign	NPrePre9_NPrePre2a_NStem
projector	Foreign	NStem	Foreign	NStem
.	Punc	PUNC	Punc	PUNC
Uma	Conj	Conj	Conj	Conj
u_ngen_a_yo	BPre1_NegPre_AdvPre_PronStem9	SC1_VRoot_VerbTerm_RelSuf	BPre1_NegPre_AdvPre_PronStem9	SC3_VRoot_VerbTerm_RelSuf
le	Dem9_Pos1	CDEM09	Dem9_Pos1	CDEM09
mi_shini	BPre4_NStem	BPre4_NStem	BPre4_NStem	BPre4_NStem
aba_bamb_e	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm
i_qhaz_a	NPrePre5_BPre5_NStem	SC9_VRoot_VerbTerm	NPrePre5_BPre5_NStem	SC9_VRoot_VerbTerm
ba_nga_sebenz_is_a	SC2_Pot_VRoot_CausExt_VerbTerm	SC2_Pot_VRoot_CausExt_VerbTerm	SC2_Pot_VRoot_CausExt_VerbTerm	SC2_Pot_VRoot_CausExt_VerbTerm
a_ma_nothi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
a_bo	PossConc6_PronStem2	PossConc6_PronStem2	PossConc6_PronStem2	PossConc6_PronStem2
esi_fundo	RelConc7_NStem	RelConc7_NStem	RelConc7_NStem	RelConc7_NStem
,	Punc	PUNC	Punc	PUNC
a_s_e_khasi_ni	RelConc6_PreLoc-s_LocPre_NStem_LocSuf	RelConc6_PreLocs_LocPre_NStem_LocSuf	RelConc6_PreLoc-s_LocPre_NStem_LocSuf	RelConc6_PreLocs_LocPre_NStem_LocSuf
la_ma__52	PossConc5_NPrePre6_BPre6_Num	PossConc5_BPre6_Num	PossConc5_NPrePre6_BPre6_Num	PossConc5_BPre6_Num
,	Punc	PUNC	Punc	PUNC
u_ku_landel_a	NPrePre15_BPre15_VRoot_ApplExt_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_ApplExt_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
i_n_cazelo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
.	Punc	PUNC	Punc	PUNC
Sebenz_is_a	VRoot_CausExt_VerbTerm	VRoot_CausExt_VerbTerm	VRoot_CausExt_VerbTerm	VRoot_CausExt_VerbTerm
u_m_dwebo	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
u_ku_khomba	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_NStem	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_NStem
leso	Dem7_Pos2	CDEM07	Dem7_Pos2	CDEM07
na_leso	AdvPre_Dem7_Pos2	AdvPre_NStem	AdvPre_Dem7_Pos2	AdvPre_NStem
si_gaba	BPre7_NStem	BPre7_NStem	BPre7_NStem	BPre7_NStem
.	Punc	PUNC	Punc	PUNC
U_ku_xox_is_an_a	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm
y_i_n_qubo	NPre9_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem	NPre9_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem
lapho	Conj	Conj	Conj	Conj
i_zin_hlangothi	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem
ezi_fun_a	RelConc10_VRoot_VerbTerm	RelConc10_VRoot_VerbTerm	RelConc10_VRoot_VerbTerm	RelConc10_VRoot_VerbTerm
i_mi_phumel_a	NPrePre4_BPre4_NStem	NPrePre4_BPre4_VRoot_VerbTerm	NPrePre4_BPre4_NStem	NPrePre4_BPre4_VRoot_VerbTerm
e_ya_hluk_il_e	RelConc4_SC4_VRoot_Perf_VerbTerm	RelConc9_Pres_VRoot_Perf_VerbTerm	RelConc4_SC4_VRoot_Perf_VerbTerm	RelConc9_Pres_VRoot_Perf_VerbTerm
zi_fun_a	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm	SC10_VRoot_VerbTerm
u_ku_finyelel_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
ku_m_phumel_a	LocPre_NPrePre3_BPre3_NStem	LocPre_BPre1_VRoot_VerbTerm	LocPre_NPrePre3_BPre3_NStem	LocPre_BPre3_VRoot_VerbTerm
oku_vunyelwan_a	RelConc15_VRoot_PassExt_RecipExt_VerbTerm	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_PassExt_RecipExt_VerbTerm	RelConc15_VRoot_VerbTerm
nga_wo	AdvPre_PronStem6	AdvPre_PronStem6	AdvPre_PronStem6	AdvPre_PronStem6
futh_i	Conj	VRoot_VerbTerm	Conj	VRoot_VerbTerm
ku_lokhu	LocPre_Dem15_Pos1	SC15_NStem	LocPre_Dem15_Pos1	BPre17_NStem
zi_nga_bel_an_a	SC10_Pot_VRoot_ApplExt_RecipExt_VerbTerm	SC10_Pot_VRoot_RecipExt_VerbTerm	SC10_Pot_VRoot_ApplExt_RecipExt_VerbTerm	SC8_Pot_VRoot_RecipExt_VerbTerm
ngo_lw_az_i	AdvPre_BPre11_NStem	AdvPre_BPre11_VRoot_VerbTerm	AdvPre_BPre11_NStem	AdvPre_BPre11_VRoot_VerbTerm
,	Punc	PUNC	Punc	PUNC
u_ku_xazulul_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
i_n_kinga	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
,	Punc	PUNC	Punc	PUNC
u_ku_vumel_an_a	NPrePre15_BPre15_VRoot_ApplExt_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_ApplExt_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_RecipExt_VerbTerm
,	Punc	PUNC	Punc	PUNC
u_ku_hlangan_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm
no_ku_shintshanisel_an_a	AdvPre_NPrePre15_BPre15_VRoot_ApplExt_RecipExt_VerbTerm	AdvPre_BPre15_VRoot_RecipExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_ApplExt_RecipExt_VerbTerm	AdvPre_BPre15_VRoot_RecipExt_VerbTerm
nge_zi_khundla	AdvPre_NPrePre8_BPre8_NStem	AdvPre_BPre8_NStem	AdvPre_NPrePre8_BPre8_NStem	AdvPre_BPre8_NStem
