morphemes	target	prediction	morphemes_predseg	prediction_predseg
ne_ku_ehlukahluk_an_a	AdvPre_BPre15_VRoot_RecipExt_VerbTerm	AdvPre_BPre15_VRoot_RecipExt_VerbTerm	na_ku_ehlukahluk_an_a	AdvPre_BPre15_VRoot_RecipExt_VerbTerm
e_m_khatsi_ini	LocPre_BPre3_NStem_LocSuf	LocPre_BPre3_NStem_LocSuf	e_m_khatsi_ini	LocPre_BPre3_NStem_LocSuf
kwe_tin_dlela	PossConc15_BPre10_NStem	PossConc15_BPre10_NStem	kwa_tin_dlela	PossConc15_BPre10_NStem
leti_setjentis_w_a_ko	RelConc8_VRoot_PassExt_VerbTerm_RelSuf	RelConc10_VRoot_PassExt_VerbTerm_RelSuf	leti_setjentis_w_a_ko	RelConc10_VRoot_PassExt_VerbTerm_RelSuf
ku_ma_tiko	LocPre_NPre6_NStem	LocPre_BPre6_NStem	ku_ma_tiko	LocPre_BPre6_NStem
la_hlukahluk_en_e	PossConc5_VRoot_RecipExt_VerbTerm	RelConc6_VRoot_RecipExt_VerbTerm	la_hlukahluk_an_ile	RelConc5_VRoot_RecipExt_Perf
a_hulumende	RelConc6_NStem	PossConc6_NStem	a_hulumende	PossConc6_NStem
.	Punc	Punc	.	Punc
e_ma_lunga	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	e_ma_lunga	NPrePre6_BPre6_NStem
e_ikomidi	PossConc6_NStem	NPre6_NStem	a_li_komidi	PossConc6_BPre5_NStem
le_wadi	PossConc5_NStem	PossConc5_NStem	le_wadi	PossConc5_NStem
ku_fanel_e	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_fanel_e	SC15_VRoot_VerbTerm
a_ku_jwayel_e	SC6_OC15_VRoot_VerbTerm	SC6_OC15_VRoot_VerbTerm	a_ku_jwayel_e	SC6_OC15_VRoot_VerbTerm
ku_lawul_w_a	SC15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm	ku_lawul_w_a	BPre15_VRoot_PassExt_VerbTerm
kwe_m_klamo	PossConc15_NPre3_NStem	PossConc15_NPre3_NStem	kwe_m_klamo	PossConc15_NPre3_NStem
we_m_jikeleto	PossConc3_BPre3_NStem	PossConc3_BPre3_NStem	wa_m_jikeleto	PossConc3_BPre3_NStem
(	Punc	Punc	(	Punc
PCM	Abbr	Abbr	pcm	Abbr
)	Punc	Punc	)	Punc
njengo_ba	AdvPre_AuxVStem	AdvPre_AuxVStem	njengoba	Conj
ku_ngi_yo	AdvPre_CopPre_PronStem9	BPre15_CopPre_PronStem9	ku_ngi_yo	BPre15_CopPre_PronStem9
i_n_dlela	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_dlela	NPrePre9_BPre9_NStem
le_vam_is_e	RelConc9_VRoot_CausExt_VerbTerm	RelConc9_VRoot_CausExt_VerbTerm	le_vam_is_e	RelConc9_VRoot_CausExt_VerbTerm
ku_setjentis_w_a	SC15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm	ku_setjentis_w_a	BPre15_VRoot_PassExt_VerbTerm
ka_khulu	AdvPre_AdjStem	AdvPre_AdjStem	ka_khulu	AdvPre_AdjStem
.	Punc	Punc	.	Punc
loku_ehluka	RelConc5_NStem	Dem15_NStem	loku_ehluk_a	RelConc15_VRoot_VerbTerm
hlukanis_w_a	VRoot_PassExt_VerbTerm	VRoot_PassExt_VerbTerm	hlukan_is_w_a	VRoot_CausExt_PassExt_VerbTerm
kwa_e_ma_gama	PossConc15_NPrePre6_BPre6_NStem	PossConc15_NPrePre6_BPre6_NStem	kwa_e_ma_gama	PossConc15_NPrePre6_BPre6_NStem
e_ma_zinga	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	e_ma_zinga	NPrePre6_BPre6_NStem
noma	Conj	Conj	noma	Conj
i_mi_khakha	NPrePre4_NPre4_NStem	NPrePre4_BPre4_NStem	i_mi_khakha	NPrePre4_BPre4_NStem
ye_m_klamo	PossConc4_BPre3_NStem	PossConc4_BPre3_NStem	ye_m_klamo	PossConc4_BPre3_NStem
we_m_jikeleto	PossConc3_BPre3_NStem	PossConc3_BPre3_NStem	wa_m_jikeleto	PossConc3_BPre3_NStem
ku_nga_ehluk_a	SC15_AdvPre_VRoot_VerbTerm	SC15_Pot_VRoot_VerbTerm	ku_nga_ehluk_a	SC15_Pot_VRoot_VerbTerm
ku_y_e	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_y_e	SC15_VRoot_VerbTerm
nga_m_chubisifundvo	AdvPre_BPre3_NStem	AdvPre_BPre3_NStem	nga_m_chubisifundvo	AdvPre_BPre3_NStem
lo_sekel_a	PossConc5_VRoot_VerbTerm	RelConc3_VRoot_VerbTerm	lo_sekel_a	RelConc3_VRoot_VerbTerm
nga_ti_mali	AdvPre_BPre10_NStem	AdvPre_BPre10_NStem	nga_ti_mali	AdvPre_BPre10_NStem
noma	Conj	Conj	noma	Conj
nga_li_tiko	AdvPre_BPre5_NStem	AdvPre_BPre5_NStem	nga_litiko	AdvPre_NStem
la_hulumende	PossConc5_NStem	PossConc5_NStem	la_hulumende	PossConc5_NStem
.	Punc	Punc	.	Punc
ba_si_fazane	PossConc2_BPre7_NStem	PossConc2_BPre7_NStem	ba_si_fazane	PossConc2_BPre7_NStem
ku_khona	SC15_Adv	SC15_Adv	ku_khona	SC15_Adv
ti_hibe	BPre8_NStem	BPre10_NStem	ti_hib_e	SC8_Intrans_VerbTerm
laba_hlangan_ile	RelConc2_VRoot_Perf	RelConc2_VRoot_Perf	laba_hlangen_e	RelConc2_VRoot_VerbTerm
na_to	AdvPre_PronStem10	AdvPre_PronStem8	na_to	AdvPre_PronStem8
na_ba_sa_hlanganyel_a	AdvPre_SC2_ProgPre_VRoot_VerbTerm	AdvPre_SC2_Pro_VRoot_VerbTerm	na_ba_sa_hlanganyel_a	AdvPre_SC2_Pro_VRoot_VerbTerm
ku_le_mi_sebenti	LocPre_Dem4_Pos1_BPre4_NStem	LocPre_Dem4_BPre4_NStem	ku_le_mi_sebenti	LocPre_Dem4_BPre4_NStem
ye_lu_hlelo	PossConc4_NPre11_NStem	PossConc4_NPre11_NStem	ye_lu_hlelo	PossConc4_NPre11_NStem
?	Punc	Punc	?	Punc
bo_babe_ke	NPre2a_NStem_Adv	BPre2_NStem_Adv	bo_ba_be_k_e	NPre2a_SC2_OC2_VRoot_VerbTerm
bo_na	PronStem2_PronSuf	PronStem2_PronSuf	bona	NStem
?	Punc	Punc	?	Punc
na_ku_njalo	AdvPre_SC15_Adv	AdvPre_SC15_Adv	na_ku_njalo	AdvPre_SC15_Adv
,	Punc	Punc	,	Punc
be_ti_yini	AuxVStem_SC8_Interrog	AuxVStem_OC8_Interrog	ba_ti_yini	SC2_OC8_Interrog
leto_ti_hibe	Dem8_Pos2_NPrePre8_NStem	Dem10_BPre10_NStem	leti_hib_e	RelConc8_VRoot_VerbTerm
?	Punc	Punc	?	Punc
i_Batho	NPre9_ProperName	NPre9_ProperName	i_batho	BPre4_NStem
Pele	ProperName	ProperName	pele	Abbr
i_dzing_a	SC4_VRoot_VerbTerm	SC4_VRoot_VerbTerm	i_dzing_a	SC4_VRoot_VerbTerm
kutsi	Conj	Conj	kutsi	Conj
wo_nkhe	QuantConc1_QuantStem	QuantConc1_QuantStem	wo_nkhe	QuantConc1_QuantStem
u_mu_ntfu	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem	u_mu_ntfu	NPrePre1_BPre1_NStem
lo_wu_ent_a	RelConc1_OC1_VRoot_VerbTerm	RelConc1_OC3_VRoot_VerbTerm	lo_wu_ent_a	RelConc1_OC3_VRoot_VerbTerm
u_mu_sebenti	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_mu_sebenti	NPrePre3_BPre3_NStem
wa_hulumende	PossConc3_NStem	PossConc3_NStem	wa_hulumende	PossConc3_NStem
ku_mel_e	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_mel_e	SC15_VRoot_VerbTerm
a_ti_gcabh_e	SC1_ReflPre_VRoot_VerbTerm	SC6_ReflPre_VRoot_VerbTerm	a_ti_gcabh_e	SC6_ReflPre_VRoot_VerbTerm
nge_ku_ba	AdvPre_BPre15_AuxVStem	AdvPre_SC15_AuxVStem	nge_ku_ba	AdvPre_SC15_AuxVStem
si_sebenti	BPre7_NStem	BPre7_NStem	si_sebenti	BPre7_NStem
sa_ba_ntfu	PossConc7_BPre2_NStem	PossConc7_BPre2_NStem	se_ba_ntfu	PossConc7_BPre2_NStem
kantsi	Conj	Conj	kantsi	Conj
i_mi_gomosisekelo	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_gomosisekelo	NPrePre4_BPre4_NStem
lesi_phohlongo	RelConc7_NStem	RelConc7_NStem	lesi_phohlongo	RelConc7_NStem
le_s_e_mu_tsetfo_ini	RelConc4_PreLoc-s_LocPre_BPre3_NStem_LocSuf	PossConc5_PreLoc-s_LocPre_BPre3_NStem_LocSuf	le_s_e_m_tsetfo_ini	PossConc5_PreLoc-s_LocPre_BPre3_NStem_LocSuf
i_ent_a	SC4_VRoot_VerbTerm	SC4_VRoot_VerbTerm	i_ent_a	SC4_VRoot_VerbTerm
si_sekelo	BPre7_NStem	BPre7_NStem	si_sekelo	BPre7_NStem
lapho	Conj	Conj	lapho	Conj
ku_tfutfuk_a	BPre15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_tfutfuk_a	SC15_VRoot_VerbTerm
kwa_bo_hulumende	PossConc15_BPre2a_NStem	PossConc15_BPre2a_NStem	kwa_bo_hulumende	PossConc15_BPre2a_NStem
ba_s_e_li_khaya	PossConc2a_PreLoc-s_LocPre_BPre5_NStem	PossConc2a_PreLoc-s_LocPre_BPre5_NStem	ba_s_e_li_khaya	PossConc2_PreLoc-s_LocPre_BPre5_NStem
loku_condz_is_w_e	RelConc15_VRoot_CausExt_PassExt_VerbTerm	RelConc15_VRoot_CausExt_PassExt_VerbTerm	loku_condz_is_w_e	RelConc15_VRoot_CausExt_PassExt_VerbTerm
ku_ti_dzingo	BPre17_BPre10_NStem	BPre17_BPre8_NStem	ku_ti_dzingo	BPre17_BPre8_NStem
ta_u_ma_mango	PossConc8_NPrePre3_BPre3_NStem	PossConc8_NPrePre3_BPre3_NStem	ta_u_mu_mango	PossConc8_NPrePre3_BPre3_NStem
wa_n_dzawo	PossConc3_BPre9_NStem	PossConc3_BPre9_NStem	wa_in_dzawo	PossConc3_NPre9_NStem
ku_tawu_condz_is_w_a	SC15_Fut_VRoot_CausExt_PassExt_VerbTerm	SC15_Fut_VRoot_CausExt_PassExt_VerbTerm	ku_tawu_condz_is_w_a	SC15_Fut_VRoot_CausExt_PassExt_VerbTerm
khona	Adv	Adv	khona	Adv
.	Punc	Punc	.	Punc
ngen_is_a	VRoot_CausExt_VerbTerm	VRoot_CausExt_VerbTerm	nga_inis_a	AdvPre_VRoot_VerbTerm
ti_gaba	BPre8_NStem	BPre8_NStem	ti_gaba	BPre8_NStem
ta_mvila-balave	PossConc8_NStem	PossConc8_NStem	ta_mvila_balave	PossConc8_NStem_NStem
u_sebent_is_a	SC1_VRoot_CausExt_VerbTerm	SC1a_VRoot_CausExt_VerbTerm	u_sebent_is_a	SC1a_VRoot_CausExt_VerbTerm
i_data	BPre9_Foreign	NPrePre4_Foreign	i_dat_a	SC9_VRoot_VerbTerm
projektha	NStem	NStem	projektha	NStem
,	Punc	Punc	,	Punc
nobe	Conj	Conj	nobe	Conj
i_projektha	NPre9_NStem	NPrePre4_NStem	i_projektha	NPre9_NStem
ye_overhead	PossConc9_Foreign	PossConc9_NStem	ya_verhad	PossConc9_NStem
.	Punc	Punc	.	Punc
uma	Conj	Conj	uma	Conj
ni_ngana_ko	SC2pp_NegPre_PronStem15	BPre2_NStem_RelSuf	ni_ngen_a_ko	SC2pp_VRoot_VerbTerm_RelSuf
laba_ngen_el_e	RelConc2_VRoot_ApplExt_VerbTerm	RelConc2_VRoot_ApplExt_VerbTerm	laba_ngen_el_e	RelConc2_VRoot_ApplExt_VerbTerm
ti_fundvo	BPre8_NStem	BPre8_NStem	ti_fundvo	BPre8_NStem
ba_nga_sebent_is_a	SC2_Pot_VRoot_CausExt_VerbTerm	SC2_Pot_VRoot_CausExt_VerbTerm	ba_nga_sebent_is_a	SC2_Pot_VRoot_CausExt_VerbTerm
e_ma_notsi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	e_ma_notsi	NPrePre6_BPre6_NStem
a_bo	PossConc6_PronStem14	PossConc6_PronStem2	a_bo	PossConc6_PronStem2
a_si_fundvo	PossConc6_BPre7_NStem	PossConc6_BPre7_NStem	a_si_fundvo	PossConc6_BPre7_NStem
,	Punc	Punc	,	Punc
li_khasi	BPre5_NStem	BPre5_NStem	li_khasi	BPre5_NStem
52	Num	Num	52	Num
ku_landzel_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	ku_landzel_a	BPre15_VRoot_VerbTerm
i_n_chazelo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_chazelo	NPrePre9_BPre9_NStem
.	Punc	Punc	.	Punc
phawul_a	VRoot_VerbTerm	VRoot_VerbTerm	phawul_a	VRoot_VerbTerm
leso	Dem7_Pos1	Dem7	leso	Dem7
na_leso	AdvPre_Dem7_Pos2	AdvPre_Dem7	na_leso	AdvPre_Dem7
si_gaba	BPre7_NStem	BPre7_NStem	si_gaba	BPre7_NStem
u_sebent_is_a	SC2ps_VRoot_CausExt_VerbTerm	SC1a_VRoot_CausExt_VerbTerm	u_sebent_is_a	SC1a_VRoot_CausExt_VerbTerm
lo_m_dvwebo	Dem3_Pos1_BPre3_NStem	Dem3_BPre3_NStem	lo_m_dvwebo	Dem3_BPre3_NStem
.	Punc	Punc	.	Punc
ku_khulum_is_an_a	BPre15_VRoot_CausExt_RecipExt_VerbTerm	BPre15_VRoot_CausExt_RecipExt_VerbTerm	ku_khulum_is_an_a	BPre15_VRoot_CausExt_RecipExt_VerbTerm
yi_i_n_chubo	CopPre_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem	yi_in_chubo	CopPre_NPre9_NStem
ya_ku_ts_i	PossConc9_BPre15_VRoot_VerbTerm	PossConc9_BPre15_VRoot_VerbTerm	ya_ku_ts_i	PossConc9_BPre15_VRoot_VerbTerm
e_ma_cembu	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	e_ma_cembu	NPrePre6_BPre6_NStem
la_lw_el_a	PossConc6_VRoot_ApplExt_VerbTerm	RelConc6_VRoot_VerbExt_VerbTerm	la_lw_el_a	RelConc6_VRoot_VerbExt_VerbTerm
i_mi_phumela	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_phumela	NPrePre4_BPre4_NStem
le_ye_ehluk_en_e	RelConc4_Pres_VRoot_RecipExt_VerbTerm	RelConc4_Pres_VRoot_RecipExt_VerbTerm	le_ye_ehluk_en_e	RelConc4_Pres_VRoot_RecipExt_VerbTerm
a_lw_ile	SC6_VRoot_Perf	SC6_VRoot_Perf	a_lwel_e	SC1_VRoot_VerbTerm
u_mu_phumela	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_mu_phumela	NPrePre3_BPre3_NStem
la_vum_el_an_ile	RelConc6_VRoot_ApplExt_RecipExt_Perf	PossConc5_VRoot_ApplExt_RecipExt_Perf	la_vum_el_an_ile	PossConc5_VRoot_ApplExt_RecipExt_Perf
nga_wo	AdvPre_PronStem6	AdvPre_PronStem3	nga_wo	AdvPre_PronStem3
,	Punc	Punc	,	Punc
nga_leyo_n_dlela	AdvPre_Dem9_Pos2_BPre9_NStem	AdvPre_Dem9_BPre9_NStem	nga_leyo_ndlela	AdvPre_Dem9_NStem
ba_shiy_el_an_e	SC2_VRoot_ApplExt_RecipExt_VerbTerm	SC2_VRoot_ApplExt_RecipExt_VerbTerm	ba_shiy_el_an_e	SC2_VRoot_ApplExt_RecipExt_VerbTerm
lu_ati	BPre11_NStem	BPre11_NStem	lu_ati	BPre11_NStem
,	Punc	Punc	,	Punc
ku_sombulul_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	ku_sombulul_a	BPre15_VRoot_VerbTerm
tin_kinga	BPre10_NStem	BPre10_NStem	tin_kinga	BPre10_NStem
,	Punc	Punc	,	Punc
ba_sebent_is_an_e	SC2_VRoot_CausExt_RecipExt_VerbTerm	SC2_VRoot_CausExt_RecipExt_VerbTerm	ba_sebent_is_an_e	SC2_VRoot_CausExt_RecipExt_VerbTerm
,	Punc	Punc	,	Punc
ba_hlangan_e	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	ba_hlangan_e	SC2_VRoot_VerbTerm
ba_niket_an_e	SC2_VRoot_RecipExt_VerbTerm	SC2_VRoot_RecipExt_VerbTerm	ba_niket_an_e	SC2_VRoot_RecipExt_VerbTerm
ti_khundla	BPre8_NStem	BPre8_NStem	ti_khundla	BPre8_NStem
,	Punc	Punc	,	Punc
ba_fun_e	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	ba_fun_e	SC2_VRoot_VerbTerm
,	Punc	Punc	,	Punc
lapho	Adv	Conj	lapho	Conj
ku_nga_khon_akal_a	SC15_Pot_VRoot_NeutExt_VerbTerm	SC15_Pot_VRoot_NeutExt_VerbTerm	ku_nga_khon_akal_a	SC15_Pot_VRoot_NeutExt_VerbTerm
,	Punc	Punc	,	Punc
ku_hlangan_is_a	BPre15_VRoot_CausExt_VerbTerm	BPre15_VRoot_CausExt_VerbTerm	ku_hlangan_is_a	BPre15_VRoot_CausExt_VerbTerm
i_n_tsandvo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_tsandvo	NPrePre9_BPre9_NStem
.	Punc	Punc	.	Punc
ta_ku_khangis_a	PossConc10_BPre15_VRoot_VerbTerm	PossConc10_BPre15_VRoot_VerbTerm	ta_ku_khangis_a	PossConc10_BPre15_VRoot_VerbTerm
-	Punc	Punc	-	Punc
sebent_is_a	VRoot_CausExt_VerbTerm	VRoot_CausExt_VerbTerm	sebent_is_a	VRoot_CausExt_VerbTerm
lu_chungechunge	BPre11_NStem	BPre11_NStem	lu_chungechunge	BPre11_NStem
kwa_tin_dlela	PossConc15_BPre10_NStem	PossConc15_BPre10_NStem	kwa_tin_dlela	PossConc15_BPre10_NStem
ta_ku_at_is_a	PossConc10_OC15_VRoot_CausExt_VerbTerm	PossConc10_OC15_VRoot_CausExt_VerbTerm	ta_ku_at_is_a	PossConc10_OC15_VRoot_CausExt_VerbTerm
e_ma_komidi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	e_ma_komidi	NPrePre6_BPre6_NStem
e_ma_wadi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	e_ma_wadi	NPrePre6_BPre6_NStem
,	Punc	Punc	,	Punc
i_mi_mango	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_mango	NPrePre4_BPre4_NStem
,	Punc	Punc	,	Punc
ba_holi	BPre2_NStem	BPre2_NStem	ba_holi	BPre2_NStem
ba_i_n_dzabuko	PossConc2_NPrePre9_BPre9_NStem	PossConc2_NPrePre9_BPre9_NStem	ba_i_n_dzabuko	PossConc2_NPrePre9_BPre9_NStem
kanye	Conj	Conj	kanye	Conj
ne_ba_holi	AdvPre_BPre2_NStem	AdvPre_BPre2_NStem	na_ba_holi	AdvPre_BPre2_NStem
ba_mi_bono	PossConc2_BPre4_NStem	PossConc2_BPre4_NStem	ba_i_mi_bono	PossConc2_NPrePre4_BPre4_NStem
nga_kutsi	AdvPre_Conj	AdvPre_Conj	nga_kutsi	AdvPre_Conj
ku_tawu_ba	SC15_Fut_AuxVStem	SC15_Fut_AuxVStem	ku_tawu_ba	SC15_Fut_AuxVStem
khona	Adv	Adv	khona	Adv
i_n_chubo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_chubo	NPrePre9_BPre9_NStem
ya_CBP	PossConc9_Abbr	PossConc9_Abbr	ye_cbp	PossConc9_NStem
.	Punc	Punc	.	Punc
e_tin_dzawo_ini	LocPre_BPre10_NStem_LocSuf	LocPre_BPre10_NStem_LocSuf	e_tin_dzawo_ini	LocPre_BPre10_NStem_LocSuf
ta_s_e_ma_dolobha_ini	PossConc10_PreLoc-s_LocPre_BPre6_NStem_LocSuf	PossConc10_PreLoc-s_LocPre_BPre6_NStem_LocSuf	ta_s_e_ma_dolobha_ini	PossConc10_PreLoc-s_LocPre_BPre6_NStem_LocSuf
e_ma_lunga	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	e_ma_lunga	NPrePre6_BPre6_NStem
eli_komidi	RelConc5_NStem	RelConc5_NStem	a_li_komidi	PossConc6_BPre5_NStem
le_li_wadi	Dem4_Pos1_BPre5_NStem	Dem4_BPre5_NStem	le_li_wadi	PossConc5_BPre5_NStem
ku_mel_e	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_mel_e	SC15_VRoot_VerbTerm
a_melwe	NPrePre6_NStem	RelConc6_NStem	a_mel_w_e	SC6_VRoot_PassExt_VerbTerm
li_cembu	BPre5_NStem	BPre5_NStem	li_cembu	BPre5_NStem
la_loku_tsit_e	PossConc5_RelConc15_Intrans_VerbTerm	PossConc5_RelConc15_VRoot_VerbTerm	la_loku_tsite	PossConc5_RelConc15_RelStem
,	Punc	Punc	,	Punc
nga_kwa_si_bonelo	AdvPre_PossConc15_BPre7_NStem	AdvPre_PossConc15_BPre7_NStem	nga_kwa_si_bonelo	AdvPre_PossConc15_BPre7_NStem
,	Punc	Punc	,	Punc
e_ma_cembu	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	e_ma_cembu	NPrePre6_BPre6_NStem
e_ta_in_kholo	LocPre_PossConc10_BPre9_NStem	LocPre_PossConc10_BPre9_NStem	a_ta_in_kholo	PossConc6_PossConc10_BPre9_NStem
,	Punc	Punc	,	Punc
tin_hlangano	BPre10_NStem	BPre10_NStem	tin_hlangano	BPre10_NStem
ta_bo_make	PossConc8_BPre2_VerbTerm	PossConc10_BPre2_NStem	ta_bo_make	PossConc10_BPre2_NStem
,	Punc	Punc	,	Punc
tin_hlangano	BPre10_NStem	BPre10_NStem	tin_hlangano	BPre10_NStem
ta_laba_sha	PossConc8_AdjPref2_AdjStem	PossConc10_AdjPref2_AdjStem	ta_laba_sha	PossConc10_AdjPref2_AdjStem
,	Punc	Punc	,	Punc
i_ncenye	NPrePre9_NStem	NPrePre9_NStem	i_ncenye	NPrePre9_NStem
ye_te_m_philo	PossConc4_PossConc8_BPre3_NStem	PossConc4_PossConc10_BPre3_NStem	ye_te_m_philo	PossConc4_PossConc10_BPre3_NStem
,	Punc	Punc	,	Punc
e_ma_cembu	LocPre_BPre6_NStem	NPrePre6_BPre6_NStem	e_mu_cembu	LocPre_BPre3_NStem
e_te_mi_dlalo	PossConc6_PossConc10_BPre4_NStem	PossConc6_PossConc10_BPre4_NStem	a_ta_mi_dlalo	PossConc6_PossConc10_BPre4_NStem
,	Punc	Punc	,	Punc
ba_hlali	BPre2_NStem	BPre2_NStem	ba_hlali	BPre2_NStem
,	Punc	Punc	,	Punc
tin_hlangano	BPre10_NStem	BPre10_NStem	tin_hlangano	BPre10_NStem
t_e_ibakhokhi	PossConc10_LocPre_NStem	PossConc10_LocPre_NStem	te_ba_khokhi	PossConc10_BPre2_NStem
be_ts_el_a	CopPre_VRoot_VerbExt_VerbTerm	SC2_VRoot_ApplExt_VerbTerm	ba_tsel_a	SC2_VRoot_VerbTerm
ya_masipala	PossConc4_NStem	PossConc4_NStem	ya_masipala	PossConc4_NStem
.	Punc	Punc	.	Punc
u_mu_tsetfo	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_mu_tsetfo	NPrePre3_BPre3_NStem
