morphemes	target	prediction	target_canon	prediction_canon
nga_wo	AdvPre_PronStem6	Punc_Punc	AdvPre_PronStem6	Punc_Punc
,	Punc	Punc	Punc	Punc
nga_leyo_n_dlela	AdvPre_Dem9_Pos2_BPre9_NStem	NStem_VRoot_VRoot_VRoot	AdvPre_Dem9_Pos2_BPre9_NStem	NStem_NStem_NStem
ba_shiy_el_an_e	SC2_VRoot_ApplExt_RecipExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	SC2_VRoot_ApplExt_RecipExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
lu_ati	BPre11_NStem	Punc_Punc	BPre11_NStem	Punc_Punc
,	Punc	Punc	Punc	Punc
ku_sombulul_a	BPre15_VRoot_VerbTerm	NStem_NStem_NStem	BPre15_VRoot_VerbTerm	NStem_NStem_NStem
tin_kinga	BPre10_NStem	NStem_NStem	BPre10_NStem	NStem_NStem
,	Punc	Punc	Punc	Punc
ba_sebent_is_an_e	SC2_VRoot_CausExt_RecipExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_NStem	SC2_VRoot_CausExt_RecipExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
,	Punc	Punc	Punc	Punc
ba_hlangan_e	SC2_VRoot_VerbTerm	NStem_NStem_NStem	SC2_VRoot_VerbTerm	NStem_NStem_NStem
ba_niket_an_e	SC2_VRoot_RecipExt_VerbTerm	NStem_VRoot_NStem_NStem	SC2_VRoot_RecipExt_VerbTerm	NStem_NStem_NStem_NStem
ti_khundla	BPre8_NStem	NStem_NStem	BPre8_NStem	Punc_Punc
,	Punc	Punc	Punc	Punc
ba_fun_e	SC2_VRoot_VerbTerm	Punc_Punc_Punc	SC2_VRoot_VerbTerm	NStem_NStem_NStem
,	Punc	Punc	Punc	Punc
lapho	Adv	Punc	Adv	Punc
ku_nga_khon_akal_a	SC15_Pot_VRoot_NeutExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	SC15_Pot_VRoot_NeutExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
,	Punc	Punc	Punc	Punc
ku_hlangan_is_a	BPre15_VRoot_CausExt_VerbTerm	NStem_NStem_NStem_NStem	BPre15_VRoot_CausExt_VerbTerm	NStem_NStem_NStem_NStem
i_n_tsandvo	NPrePre9_BPre9_NStem	NStem_NStem_NStem	NPrePre9_BPre9_NStem	NStem_NStem_NStem
.	Punc	Punc	Punc	Punc
ta_ku_khangis_a	PossConc10_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem	PossConc10_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem
-	Punc	Punc	Punc	Punc
sebent_is_a	VRoot_CausExt_VerbTerm	NStem_NStem_NStem	VRoot_CausExt_VerbTerm	NStem_NStem_NStem
lu_chungechunge	BPre11_NStem	NStem_NStem	BPre11_NStem	NStem_NStem
kwa_tin_dlela	PossConc15_BPre10_NStem	NStem_NStem_NStem	PossConc15_BPre10_NStem	NStem_NStem_NStem
ta_ku_at_is_a	PossConc10_OC15_VRoot_CausExt_VerbTerm	VRoot_NStem_VRoot_VRoot_VRoot	PossConc10_OC15_VRoot_CausExt_VerbTerm	NStem_NStem_NStem_NStem_NStem
e_ma_komidi	NPrePre6_BPre6_NStem	NStem_NStem_NStem	NPrePre6_BPre6_NStem	NStem_NStem_NStem
e_ma_wadi	NPrePre6_BPre6_NStem	NStem_NStem_NStem	NPrePre6_BPre6_NStem	NStem_NStem_NStem
,	Punc	Punc	Punc	Punc
i_mi_mango	NPrePre4_BPre4_NStem	NStem_NStem_NStem	NPrePre4_BPre4_NStem	NStem_NStem_NStem
,	Punc	Punc	Punc	Punc
ba_holi	BPre2_NStem	NStem_NStem	BPre2_NStem	NStem_NStem
ba_i_n_dzabuko	PossConc2_NPrePre9_BPre9_NStem	NStem_NStem_NStem_NStem	PossConc2_NPrePre9_BPre9_NStem	VRoot_VRoot_VRoot_VRoot
kanye	Conj	Punc	Conj	Punc
ne_ba_holi	AdvPre_BPre2_NStem	NStem_NStem_NStem	AdvPre_BPre2_NStem	NStem_NStem_NStem
ba_mi_bono	PossConc2_BPre4_NStem	NStem_NStem_NStem	PossConc2_BPre4_NStem	NStem_NStem_NStem_NStem
nga_kutsi	AdvPre_Conj	NStem_NStem	AdvPre_Conj	NStem_NStem
ku_tawu_ba	SC15_Fut_AuxVStem	NStem_NStem_NStem	SC15_Fut_AuxVStem	NStem_NStem_NStem
khona	Adv	Punc	Adv	Punc
i_n_chubo	NPrePre9_BPre9_NStem	NStem_NStem_NStem	NPrePre9_BPre9_NStem	NStem_NStem_NStem
ya_CBP	PossConc9_Abbr	NStem_NStem	PossConc9_Abbr	Punc_Punc
.	Punc	Punc	Punc	Punc
e_tin_dzawo_ini	LocPre_BPre10_NStem_LocSuf	NStem_NStem_NStem_NStem	LocPre_BPre10_NStem_LocSuf	VRoot_VRoot_VRoot_VRoot
ta_s_e_ma_dolobha_ini	PossConc10_PreLoc-s_LocPre_BPre6_NStem_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	PossConc10_PreLoc-s_LocPre_BPre6_NStem_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot
e_ma_lunga	NPrePre6_BPre6_NStem	NStem_Punc_NStem	NPrePre6_BPre6_NStem	NStem_NStem_NStem
eli_komidi	RelConc5_NStem	NStem_NStem	RelConc5_NStem	NStem_NStem_NStem
le_li_wadi	Dem4_Pos1_BPre5_NStem	NStem_NStem_NStem	Dem4_Pos1_BPre5_NStem	NStem_NStem_NStem
ku_mel_e	SC15_VRoot_VerbTerm	NStem_NStem_NStem	SC15_VRoot_VerbTerm	NStem_NStem_NStem
a_melwe	NPrePre6_NStem	NStem_NStem	NPrePre6_NStem	NStem_NStem_NStem_NStem
li_cembu	BPre5_NStem	NStem_NStem	BPre5_NStem	NStem_NStem
la_loku_tsit_e	PossConc5_RelConc15_Intrans_VerbTerm	NStem_NStem_NStem_NStem	PossConc5_RelConc15_Intrans_VerbTerm	Punc_Punc_Punc
,	Punc	Punc	Punc	Punc
nga_kwa_si_bonelo	AdvPre_PossConc15_BPre7_NStem	NStem_NStem_NStem_NStem	AdvPre_PossConc15_BPre7_NStem	NStem_NStem_NStem_NStem
,	Punc	Punc	Punc	Punc
e_ma_cembu	NPrePre6_BPre6_NStem	NStem_NStem_NStem	NPrePre6_BPre6_NStem	NStem_NStem_NStem
e_ta_in_kholo	LocPre_PossConc10_BPre9_NStem	VRoot_VRoot_VRoot_VRoot	LocPre_PossConc10_BPre9_NStem	NStem_NStem_NStem_NStem
,	Punc	Punc	Punc	Punc
tin_hlangano	BPre10_NStem	NStem_NStem	BPre10_NStem	NStem_NStem
ta_bo_make	PossConc8_BPre2_VerbTerm	NStem_NStem_NStem	PossConc8_BPre2_VerbTerm	NStem_NStem_NStem
,	Punc	Punc	Punc	Punc
tin_hlangano	BPre10_NStem	NStem_NStem	BPre10_NStem	NStem_NStem
ta_laba_sha	PossConc8_AdjPref2_AdjStem	NStem_NStem_NStem	PossConc8_AdjPref2_AdjStem	NStem_NStem_NStem
,	Punc	Punc	Punc	Punc
i_ncenye	NPrePre9_NStem	NStem_NStem	NPrePre9_NStem	NStem_NStem
ye_te_m_philo	PossConc4_PossConc8_BPre3_NStem	NStem_NStem_NStem_NStem	PossConc4_PossConc8_BPre3_NStem	NStem_NStem_NStem_NStem
,	Punc	Punc	Punc	Punc
e_ma_cembu	LocPre_BPre6_NStem	NStem_NStem_NStem	LocPre_BPre6_NStem	NStem_NStem_NStem
e_te_mi_dlalo	PossConc6_PossConc10_BPre4_NStem	NStem_NStem_NStem_NStem	PossConc6_PossConc10_BPre4_NStem	NStem_NStem_NStem_NStem
,	Punc	Punc	Punc	Punc
ba_hlali	BPre2_NStem	NStem_NStem	BPre2_NStem	NStem_NStem
,	Punc	Punc	Punc	Punc
tin_hlangano	BPre10_NStem	NStem_NStem	BPre10_NStem	NStem_NStem
t_e_ibakhokhi	PossConc10_LocPre_NStem	NStem_VRoot_VRoot	PossConc10_LocPre_NStem	NStem_NStem_NStem
