morphemes	target_surface_gold	prediction_surface_gold	target_surface_pred	prediction_surface_pred
no_lw_az_i	AdvPre_NPrePre11_BPre11_NStem	AdvPre_BPre11_VRoot_VerbTerm	AdvPre_NPrePre11_BPre11_NStem	NStem_NStem_NStem_NStem
nge_Project	AdvPre_NPrePre9_Foreign	AdvPre_Foreign	AdvPre_NPrePre9_Foreign	NStem_NStem
Cycle	Foreign	Foreign	Foreign	NStem
Management	Foreign	Foreign	Foreign	PUNC
(	Punc	PUNC	Punc	PUNC
PC_M	Abbr	Abbr_Abbr	Abbr	PUNC_PUNC
)	Punc	PUNC	Punc	Conj
,	Punc	PUNC	Punc	PUNC
u_Lawulo	NPrePre11_NStem	NPrePre11_NStem	NPrePre11_NStem	NStem_NStem
lo_M_jikelo	PossConc11_NPrePre3_BPre3_NStem	PossConc5_BPre3_NStem	PossConc11_NPrePre3_BPre3_NStem	NStem_VRoot_NStem
we_Projekthi	PossConc3_NPrePre9_NStem	PossConc3_NStem	PossConc3_NPrePre9_NStem	PUNC_PUNC
,	Punc	PUNC	Punc	PUNC
njeng_oko	AdvPre_Dem15_Pos2	Adv_Adv	AdvPre_Dem15_Pos2	PUNC_PUNC
i_s_e_so_na	NPrePre9_SC7_PronStem7_PronSuf	CopPre_PreLocs_LocPre_NStem_PronSuf	NPrePre9_SC7_PronStem7_PronSuf	NStem_NStem_NStem_NStem_NStem
si_khokelo	BPre7_NStem	BPre7_NStem	BPre7_NStem	NStem_NStem
si_kholis_e	SC7_VRoot_VerbTerm	SC7_VRoot_VerbTerm	SC7_VRoot_VerbTerm	NStem_NStem_NStem
ka_khulu	AdvPre_AdjStem	AdvPre_AdjStem	AdvPre_AdjStem	PUNC_PUNC
u_ku_setyenz_is_w_a	NPrePre15_SC15_VRoot_CausExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	NPrePre15_SC15_VRoot_CausExt_PassExt_VerbTerm	VRoot_VRoot_NStem_NStem_NStem_NStem
.	Punc	PUNC	Punc	PUNC
I_zi_gaba	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NStem_NStem_NStem
nge_zi_gaba	AdvPre_NPrePre8_BPre8_NStem	AdvPre_BPre8_NStem	AdvPre_NPrePre8_BPre8_NStem	NStem_NStem_NStem
zo_m_jikelo	PossConc8_NPrePre3_BPre3_NStem	PossConc10_BPre3_NStem	PossConc8_NPrePre3_BPre3_NStem	NStem_NStem_VRoot
we_projekthi	PossConc3_NPrePre9_NStem	PossConc3_NStem	PossConc3_NPrePre9_NStem	NStem_NStem
zi_se_no_kw_ahluk_a	SC10_Pro_AdvPre_VRoot_VerbTerm	SC10_Pro_AdvPre_BPre15_VRoot_VerbTerm	SC10_Pro_AdvPre_VRoot_VerbTerm	NStem_NStem_NStem_NStem_NStem_NStem
nge_n_dlel_a	AdvPre_NPrePre9_BPre9_NStem	AdvPre_BPre9_VRoot_VerbTerm	AdvPre_NPrePre9_BPre9_NStem	NStem_NStem_NStem_NStem
ez_ahlul_a__hlul_w_a	RelConc10_VRoot_VerbTerm_VRoot_PassExt_VerbTerm	RelConc10_VRoot_VerbTerm_VRoot_PassExt_VerbTerm	RelConc10_VRoot_VerbTerm_VRoot_PassExt_VerbTerm	NStem_VRoot_VRoot_VRoot_NStem_VRoot
nga_yo	AdvPre_PronStem9	AdvPre_PronStem9	AdvPre_PronStem9	PUNC_PUNC
na_ng_a_ma_gama	AdvPre_CopPre_NPrePre6_BPre6_NStem	AdvPre_CopPre_NPrePre6_BPre6_NStem	AdvPre_CopPre_NPrePre6_BPre6_NStem	NStem_NStem_NStem_NStem_NStem
a_zo	PossConc6_PronStem10	PossConc6_PronStem10	PossConc6_PronStem10	PUNC_PUNC
,	Punc	PUNC	Punc	PUNC
ng_okwa_ba_niki	AdvPre_AdvPre_BPre2_NStem	AdvPre_AdvPre_BPre2_NStem	AdvPre_AdvPre_BPre2_NStem	NStem_NStem_NStem_NStem
be_n_kxaso__mali	PossConc2_NPrePre9_BPre9_NStem_NStem	PossConc14_BPre9_NStem_NStem	PossConc2_NPrePre9_BPre9_NStem_NStem	NStem_NStem_NStem_NStem
okanye	Conj	Conj	Conj	Conj
ng_okw_a_ma_sebe	AdvPre_AdvPre_BPre6_NStem	AdvPre_AdvPre_NPrePre6_BPre6_NStem	AdvPre_AdvPre_BPre6_NStem	VRoot_VRoot_VRoot_NStem_NStem
ka_rhulumente	PossKA_NPrePre1a_NStem	PossKA_NStem	PossKA_NPrePre1a_NStem	NStem_NStem
.	Punc	PUNC	Punc	PUNC
I_ngaba	SC9_Interrog	SC9_Interrog	SC9_Interrog	NStem_NStem
a_ma_khosikazi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NStem_NStem_NStem
a_jong_an_a	SC6_VRoot_RecipExt_VerbTerm	SC6_VRoot_RecipExt_VerbTerm	SC6_VRoot_RecipExt_VerbTerm	NStem_NStem_NStem_NStem
na_yo	AdvPre_PronStem4	AdvPre_PronStem9	AdvPre_PronStem4	PUNC_PUNC
na_yi_phi	AdvPre_EnumConc9_EnumStem	AdvPre_EnumConc9_EnumStem	AdvPre_EnumConc9_EnumStem	NStem_PUNC_NStem
na	Interrog	Interrog	Interrog	PUNC
i_mi_qobo	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NStem_NStem_NStem
okanye	Conj	Conj	Conj	PUNC
i_zi_thintelo	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NStem_NStem_NStem
e_ku_thath_e_ni	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	LocPre_BPre15_VRoot_VerbTerm_LocSuf	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	NStem_NStem_NStem_NStem_NStem
i_n_xaxheba	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NStem_NStem_NStem
kw_i_mi_sebenzi	LocPre_NPrePre4_BPre4_NStem	LocPre_NPrePre4_BPre4_NStem	LocPre_NPrePre4_BPre4_NStem	VRoot_VRoot_VRoot_NStem
ye_n_kqubo	PossConc4_NPrePre9_BPre9_NStem	PossConc9_BPre9_NStem	PossConc4_NPrePre9_BPre9_NStem	VRoot_NStem_VRoot
?	Punc	PUNC	Punc	PUNC
A_ma_doda	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	PUNC_PUNC_PUNC
wo_na	PronStem6_PronSuf	PronStem3_PronSuf	PronStem6_PronSuf	NStem_NStem
?	Punc	PUNC	Punc	PUNC
U_kuba	Conj	NPrePre15_Conj	Conj	PUNC_PUNC
ku_njalo	CopPre_Adv	CopPre_Adv	CopPre_Adv	PUNC_PUNC
,	Punc	PUNC	Punc	PUNC
olu_phi	RelConc11_EnumStem	RelConc11_EnumStem	RelConc11_EnumStem	PUNC_PUNC
u_hlobo	NPrePre11_NStem	NPrePre11_NStem	NPrePre11_NStem	PUNC_PUNC
?	Punc	PUNC	Punc	Conj
I_Batho	NPrePre9_ProperName	NPrePre9_ProperName	NPrePre9_ProperName	PUNC_PUNC
Pele	ProperName	ProperName	ProperName	PUNC
i_dinga	SC9_VRoot_VerbTerm	NPrePre5_NStem	SC9_VRoot_VerbTerm	NStem_NStem
u_kuba	Conj	NPrePre15_Conj	Conj	PUNC_NStem
'	Punc	PUNC	Punc	PUNC
wo_nke	QuantConc1_QuantStem	QuantConc1_QuantStem	QuantConc1_QuantStem	NStem_NStem
u_m_ntu	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem	PUNC_PUNC_NStem
o_sebenz_a	RelConc1_VRoot_VerbTerm	RelConc1_VRoot_VerbTerm	RelConc1_VRoot_VerbTerm	NStem_NStem_NStem
kw_i_n_konzo	LocPre_NPrePre9_BPre9_NStem	LocPre_NPrePre9_BPre9_NStem	LocPre_NPrePre9_BPre9_NStem	NStem_NStem_NStem_NStem
yo_lu_ntu	PossConc9_NPrePre11_BPre11_NStem	PossConc9_BPre11_NStem	PossConc9_NPrePre11_BPre11_NStem	NStem_NStem_NStem
a_be	CopPre_Cop	CopPre_Cop	CopPre_Cop	PUNC_PUNC
ne_qhayi_ya	AdvPre_NPrePre5_BPre5_NStem	AdvPre_BPre5_Fut	AdvPre_NPrePre5_BPre5_NStem	NStem_NStem_NStem
ngo_kuba	AdvPre_Conj	AdvPre_Conj	AdvPre_Conj	PUNC_PUNC
ng_u_m_khonzi	CopPre_NPrePre1_BPre1_NStem	CopPre_NPrePre1_BPre3_NStem	CopPre_NPrePre1_BPre1_NStem	NStem_NStem_VRoot_VRoot
wa_ba_ntu	PossConc1_NPrePre2_BPre2_NStem	PossConc3_BPre2_NStem	PossConc1_NPrePre2_BPre2_NStem	NStem_NStem_NStem
'	Punc	PUNC	Punc	PUNC
u_kuze	Conj	NPrePre15_NStem	Conj	NStem_NStem
i_mi_thetho__si_se_ko	NPrePre4_BPre4_NStem_BPre7_NStem	NPrePre4_BPre4_NStem_BPre7_BPre7_PronStem15	NPrePre4_BPre4_NStem_BPre7_NStem	NStem_NStem_VRoot_VRoot_VRoot_VRoot
esi_bhozo	RelConc7_NPrePre7_BPre7_NStem	RelConc7_NStem	RelConc7_NPrePre7_BPre7_NStem	PUNC_PUNC
e_m_is_w_e	RelConc4_VRoot_CausExt_PassExt_VerbTerm	RelConc9_VRoot_CausExt_PassExt_VerbTerm	RelConc4_VRoot_CausExt_PassExt_VerbTerm	NStem_NStem_NStem_NStem_NStem
ku_wiso__m_thetho	LocPre_NStem_BPre3_NStem	LocPre_NStem_BPre3_NStem	LocPre_NStem_BPre3_NStem	NStem_NStem_NStem_NStem
i_be	CopPre_Cop	CopPre_Cop	CopPre_Cop	NStem_NStem
s_i_si_se_ko	CopPre_NPrePre7_BPre7_NStem	CopPre_NPrePre7_BPre7_NStem_PronStem15	CopPre_NPrePre7_BPre7_NStem	NStem_NStem_NStem_NStem_NStem
esi_ng_u_m_bindi	RelConc7_CopPre_NPrePre3_BPre3_NStem	RelConc7_CopPre_NPrePre3_BPre3_NStem	RelConc7_CopPre_NPrePre3_BPre3_NStem	VRoot_VRoot_VRoot_VRoot_NStem
wo_phuhliso	PossConc3_NPrePre11_BPre11_NStem	PossConc3_BPre11	PossConc3_NPrePre11_BPre11_NStem	PUNC_PUNC
lu_ka_rhulumente	PossConc11_PossKA_NStem	PossConc11_PossKA_NStem	PossConc11_PossKA_NStem	NStem_NStem_NStem
we_n_gingqi	PossConc1a_NPrePre9_BPre9_NStem	PossConc1a_BPre9_NStem	PossConc1a_NPrePre9_BPre9_NStem	VRoot_NStem_NStem
a_pho	Dem16_Pos2	PossConc6_PossPron	Dem16_Pos2	PUNC_PUNC
i_zi_dingo	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	NStem_NStem_NStem
za_ba_hlali	PossConc2_NPrePre2_BPre2_NStem	PossConc10_BPre2_NStem	PossConc2_NPrePre2_BPre2_NStem	NStem_NStem_NStem
zi_nga_qal_is_a	SC8_Pot_VRoot_CausExt_VerbTerm	SC10_Pot_VRoot_CausExt_VerbTerm	SC8_Pot_VRoot_CausExt_VerbTerm	NStem_NStem_NStem_NStem_NStem
u_kw_enz_iw_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem_NStem
khona	Adv	Adv	Adv	PUNC
.	Punc	PUNC	Punc	PUNC
U_kw_az_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NStem_NStem_NStem_NStem_NStem
ng_a_ma_bakal_a	AdvPre_NPrePre6_BPre6_NStem	CopPre_NPrePre6_ImpPre_VRoot_VerbTerm	AdvPre_NPrePre6_BPre6_NStem	NStem_NStem_NStem_NStem_NStem
e_Mephu	PossConc6_NPrePre9_NStem	LocPre_ProperName	PossConc6_NPrePre9_NStem	NStem_NStem
ye_n_dlel_a	PossConc9_NPrePre9_BPre9_NStem	PossConc9_BPre9_VRoot_VerbTerm	PossConc9_NPrePre9_BPre9_NStem	NStem_NStem_NStem_NStem
ngo_ku_sebenz_is_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	AdvPre_BPre15_VRoot_CausExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NStem_NStem_NStem_NStem_NStem
i_dath_a	NPrePre9_NStem	SC9_VRoot_VerbTerm	NPrePre9_NStem	NStem_NStem_NStem
projektha	NStem	NStem	NStem	PUNC
,	Punc	PUNC	Punc	NStem
okanye	Conj	Conj	Conj	PUNC
i_projektha	NPrePre9_NStem	NPrePre9_NStem	NPrePre9_NStem	PUNC_PUNC
e_bon_is_a	RelConc9_VRoot_CausExt_VerbTerm	RelConc9_VRoot_CausExt_VerbTerm	RelConc9_VRoot_CausExt_VerbTerm	NStem_NStem_NStem_NStem
phezu	Adv	Adv	Adv	PUNC
kwe_e_n_tloko	PossConc15_NPrePre10_BPre10_NStem	PossConc15_NPrePre9_BPre9_NStem	PossConc15_NPrePre10_BPre10_NStem	NStem_NStem_NStem_NStem
.	Punc	PUNC	Punc	PUNC
Xa	Conj	Conj	Conj	Conj
u_nge_na_ba_thathi__n_xaxheba	CopPre_NegPre_CopPre_NPrePre2_BPre2_NStem_BPre9_NStem	CopPre_NegPre_CopPre_BPre2_NStem_BPre9_NStem	CopPre_NegPre_CopPre_NPrePre2_BPre2_NStem_BPre9_NStem	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot_VRoot
u_nga_sebenz_is_a	SC2_Pot_VRoot_CausExt_VerbTerm	SC3_Pot_VRoot_CausExt_VerbTerm	SC2_Pot_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
a_ma_nqaku	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NStem_VRoot_NStem
esi_fundo	PossConc6_NPrePre7_BPre7_NStem	RelConc7_BPre9	PossConc6_NPrePre7_BPre7_NStem	PUNC_PUNC
abo	PossConc6_PronStem2	CDEM02	PossConc6_PronStem2	PUNC
,	Punc	PUNC	Punc	PUNC
i_phepha	NPrePre5_BPre5_NStem	NPrePre5_NStem	NPrePre5_BPre5_NStem	PUNC_NStem
la_ma__52	PossConc5_BPre6_Num	PossConc5_BPre6_Num	PossConc5_BPre6_Num	NStem_NStem_NStem
u_ku_landela	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_NStem	NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem
i_n_kcazelo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NStem_NStem_NStem
.	Punc	PUNC	Punc	PUNC
Ng_oku_sebenz_is_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	AdvPre_RelConc15_VRoot_CausExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	VRoot_VRoot_NStem_VRoot_VRoot
i_sa_zobe	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NStem_NStem_NStem
u_chong_a	SC2pp_VRoot_VerbTerm	SC3_VRoot_VerbTerm	SC2pp_VRoot_VerbTerm	NStem_NStem_NStem
i_bakal_a	NPrePre5_BPre5_NStem	SC9_VRoot_VerbTerm	NPrePre5_BPre5_NStem	NStem_NStem_NStem
nga_li_nye	AdvPre_EnumConc5_EnumStem	AdvPre_EnumConc5_EnumStem	AdvPre_EnumConc5_EnumStem	PUNC_PUNC_PUNC
.	Punc	PUNC	Punc	PUNC
U_thetha_thethwano	NPrePre11_NStem_NStem	NPrePre11_NStem_NStem	NPrePre11_NStem_NStem	VRoot_VRoot_VRoot
y_i_n_kqubo	CopPre_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem	VRoot_NStem_VRoot_NStem
a_pho	Dem16_Pos2	PossConc6_PossPron	Dem16_Pos2	PUNC_PUNC
a_ma_qela	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NStem_NStem_NStem
a_phikis_an_a	SC6_VRoot_RecipExt_VerbTerm	RelConc6_VRoot_RecipExt_VerbTerm	SC6_VRoot_RecipExt_VerbTerm	NStem_NStem_NStem_NStem
ngezi_phumo	AdvPre_NPrePre8_BPre8_NStem	AdvPre_BPre10	AdvPre_NPrePre8_BPre8_NStem	NStem_NStem
ez_ahluken_e_yo	RelConc8_VRoot_VerbTerm_RelSuf	RelConc10_VRoot_VerbTerm_RelSuf	RelConc8_VRoot_VerbTerm_RelSuf	NStem_NStem_VRoot_NStem
e_ku_fikelel_w_e	LocPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	RelConc9_SC15_VRoot_PassExt_VerbTerm	LocPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
ku_zo	LocPre_PronStem8	LocPre_PronStem10	LocPre_PronStem8	PUNC_PUNC
e_ku_fuman_e_ni	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	LocPre_BPre15_VRoot_VerbTerm_VerbTerm	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	NStem_NStem_NStem_NStem_NStem
i_si_phumo	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	PUNC_PUNC_PUNC
kwaye	Conj	Conj	Conj	PUNC
a_se_no_kw_ab_el_an_a	SC6_Pro_Pro_BPre15_VRoot_ApplExt_RecipExt_VerbTerm	SC6_Pro_AdvPre_BPre15_VRoot_ApplExt_RecipExt_VerbTerm	SC6_Pro_Pro_BPre15_VRoot_ApplExt_RecipExt_VerbTerm	NStem_VRoot_VRoot_VRoot_VRoot_VRoot_NStem_VRoot
ngo_lw_az_i	AdvPre_NPrePre11_BPre11_NStem	AdvPre_BPre11_VRoot_VerbTerm	AdvPre_NPrePre11_BPre11_NStem	NStem_NStem_NStem_NStem
,	Punc	PUNC	Punc	PUNC
u_ku_sombulul_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NStem_VRoot_VRoot_VRoot
i_n_gxaki	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NStem_NStem_NStem
,	Punc	PUNC	Punc	PUNC
u_ku_hlangabez_ana	NPrePre15_BPre15_VRoot_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_DimSuf	NPrePre15_BPre15_VRoot_RecipExt_VerbTerm	NStem_NStem_NStem_NStem
,	Punc	PUNC	Punc	PUNC
u_ku_thungelan_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NStem_VRoot_VRoot_NStem
no_ku_rhweb_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_BPre15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_VRoot_NStem
nge_zi_khundla	AdvPre_NPrePre8_BPre8_NStem	AdvPre_BPre8_NStem	AdvPre_NPrePre8_BPre8_NStem	NStem_NStem_NStem
,	Punc	PUNC	Punc	PUNC
xa	Conj	Conj	Conj	PUNC
ku_fanel_ek_ile	SC15_VRoot_NeutExt_Perf_VerbTerm	SC15_VRoot_NeutExt_Perf	SC15_VRoot_NeutExt_Perf_VerbTerm	NStem_NStem_NStem_NStem
,	Punc	PUNC	Punc	PUNC
e_ku_xolelan_is_e_ni	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	LocPre_BPre15_VRoot_CausExt_VerbTerm_VerbTerm	LocPre_NPrePre15_BPre15_VRoot_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot
i_mi_dla	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NStem_NStem_NStem
.	Punc	PUNC	Punc	PUNC
U_kw_az_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NStem_VRoot_NStem_NStem_NStem
aba_ntu	NPrePre2_BPre2_NStem	RelConc2_NStem	NPrePre2_BPre2_NStem	NStem_NStem
ngo_ku_banzi	AdvPre_RelConc15_RelStem	AdvPre_BPre15_RelStem	AdvPre_RelConc15_RelStem	NStem_NStem_NStem
_	Punc		Punc	
