morphemes	target_surface_gold	prediction_surface_gold	target_surface_pred	prediction_surface_pred
Cycl_e	Foreign	NStem_NStem	Foreign	NStem_NStem
Mana_ge_ment	Foreign	NStem_NStem_NStem	Foreign	NStem_NStem_NStem
(	Punc	Conj	Punc	Conj
PC_M	Abbr	PUNC_PUNC	Abbr	PUNC_PUNC
)	Punc	Conj	Punc	Conj
njengoba	Conj	PUNC	Conj	PUNC
ku_y_i_n_dlel_a	LocPre_CopPre_NPrePre9_BPre9_NStem	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	LocPre_CopPre_NPrePre9_BPre9_NStem	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot
e_vam_a	RelConc9_Intrans_VerbTerm	NStem_NStem_NStem	RelConc9_Intrans_VerbTerm	NStem_NStem_NStem
u_ku_setshenz_is_w_a	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot
ka_khulu	AdvPre_AdjStem	NStem_NStem	AdvPre_AdjStem	NStem_NStem
.	Punc	PUNC	Punc	PUNC
U_kw_ehlukan_is_w_a	SC15_BPre15_VRoot_CausExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	SC15_BPre15_VRoot_CausExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot
no_ku_biz_w_a	AdvPre_BPre15_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem_NStem	AdvPre_BPre15_VRoot_PassExt_VerbTerm	NStem_NStem_NStem_NStem_NStem
nga_ma_gama	AdvPre_NPrePre6_BPre6_NStem	NStem_NStem_NStem	AdvPre_NPrePre6_BPre6_NStem	PUNC_PUNC_PUNC
kwe_zi_gaba	PossConc15_NPrePre8_BPre8_NStem	NStem_NStem_NStem	PossConc15_NPrePre8_BPre8_NStem	PUNC_PUNC_NStem
noma	Conj	Conj	Conj	PUNC
i_mi_khakha	NPrePre4_BPre4_NStem	NStem_NStem_NStem	NPrePre4_BPre4_NStem	NStem_NStem_NStem
yo_m_jikelezo	PossConc9_BPre3_NStem	NStem_NStem_NStem	PossConc9_BPre3_NStem	NStem_NStem_NStem
we_phrojekthi	PossConc1_NPrePre5_NStem	NStem_NStem	PossConc1_NPrePre5_NStem	NStem_NStem
ku_nga_hluk_a	BPre15_AdvPre_VRoot_VerbTerm	NStem_NStem_NStem_NStem	BPre15_AdvPre_VRoot_VerbTerm	NStem_NStem_NStem_NStem
ku_ye	LocPre_PronStem1	PUNC_PUNC	LocPre_PronStem1	PUNC_PUNC
ngo_kwe_n_hlangano	AdvPre_NPrePre15_PossConc9_BPre9_NStem	NStem_NStem_NStem_NStem	AdvPre_NPrePre15_PossConc9_BPre9_NStem	VRoot_VRoot_VRoot_VRoot
noma	Conj	Conj	Conj	Conj
u_m_nyango	NPrePre3_BPre3_NStem	NStem_NStem_NStem	NPrePre3_BPre3_NStem	NStem_NStem_NStem
ka_hulumeni	PossKA_NPrePre1a_NStem	NStem_NStem	PossKA_NPrePre1a_NStem	NStem_NStem
o_yi_khokhel_a_yo	RelConc3_CopPre_NStem_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc3_CopPre_NStem_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot
.	Punc	PUNC	Punc	PUNC
Ku_ngabe	Conj	NStem_NStem	Conj	NStem_NStem
aba_ntu	NPrePre2_BPre2_NStem	NStem_NStem	NPrePre2_BPre2_NStem	NStem_NStem
be_si_fazane	PossConc2_NPrePre7_BPre7_NStem	NStem_NStem_NStem	PossConc2_NPrePre7_BPre7_NStem	NStem_NStem_NStem
ba_bhek_an_a	SC2_VRoot_RecipExt_VerbTerm	NStem_NStem_NStem_NStem	SC2_VRoot_RecipExt_VerbTerm	NStem_NStem_NStem_NStem
ne_zin_gqinamb_a	AdvPre_NPrePre10_BPre10_NStem	VRoot_VRoot_VRoot_VRoot	AdvPre_NPrePre10_BPre10_NStem	VRoot_VRoot_VRoot_VRoot
ezi_thile	RelConc10_RelStem	NStem_NStem	RelConc10_RelStem	NStem_NStem
noma	Conj	Conj	Conj	Conj
i_zi_vimbo	NPrePre8_BPre8_NStem	NStem_NStem_NStem	NPrePre8_BPre8_NStem	NStem_NStem_NStem
e_ku_zi_bandakany_eni	RelConc8_BPre15_ReflPre_VRoot_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc8_BPre15_ReflPre_VRoot_VerbTerm_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot
e_mi_sebenz_ini	LocPre_NPrePre4_BPre4_NStem_LocSuf	VRoot_VRoot_VRoot_VRoot	LocPre_NPrePre4_BPre4_NStem_LocSuf	VRoot_VRoot_VRoot_VRoot
yo_hlelo	PossConc4_NPrePre11_NStem	NStem_NStem	PossConc4_NPrePre11_NStem	NStem_NStem
?	Punc	Conj	Punc	PUNC
A_be_si_lis_a	NPrePre2_BPre2_BPre7_NStem	VRoot_NStem_VRoot_VRoot_VRoot	NPrePre2_BPre2_BPre7_NStem	VRoot_VRoot_NStem_VRoot_VRoot
bo_na	PronStem2_PronSuf	PUNC_PUNC	PronStem2_PronSuf	PUNC_PUNC
?	Punc	Conj	Punc	Conj
Uma	Conj	Conj	Conj	Conj
ku_njalo	SC15_Adv	PUNC_PUNC	SC15_Adv	PUNC_PUNC
,	Punc	PUNC	Punc	PUNC
hlobo	NStem	PUNC	NStem	PUNC
lu_ni	BPre11_Interrog	PUNC_PUNC	BPre11_Interrog	PUNC_PUNC
?	Punc	Conj	Punc	Conj
I__B_atho	NPrePre9_ProperName	NStem_NStem_NStem	NPrePre9_ProperName	NStem_NStem_NStem
Pele	ProperName	PUNC	ProperName	PUNC
i_dinga	SC9_VRoot_VerbTerm	NStem_NStem	SC9_VRoot_VerbTerm	NStem_NStem
u_kuth_i	Conj	NStem_NStem_NStem	Conj	NStem_NStem_NStem
'	Punc	PUNC	Punc	PUNC
u_mu_ntu	NPrePre1_BPre1_NStem	NStem_NStem_NStem	NPrePre1_BPre1_NStem	NStem_NStem_NStem
nga_mu_nye	AdvPre_BPre1_EnumStem	NStem_NStem_NStem	AdvPre_BPre1_EnumStem	NStem_NStem_NStem
o_sebenz_a	RelConc1_VRoot_VerbTerm	NStem_NStem_NStem	RelConc1_VRoot_VerbTerm	NStem_VRoot_NStem
e_mnyangw_eni	LocPre_BPre3_NStem_LocSuf	VRoot_VRoot_VRoot	LocPre_BPre3_NStem_LocSuf	VRoot_VRoot_VRoot
ka_Hulumeni	PossKA_NPrePre1a_NStem	NStem_NStem	PossKA_NPrePre1a_NStem	PUNC_NStem
ku_mel_e	SC15_VRoot_VerbTerm	PUNC_PUNC_PUNC	SC15_VRoot_VerbTerm	NStem_NStem_NStem
a_zi_qhenye	SC1_ReflPre_VRoot_VerbTerm	NStem_NStem_NStem	SC1_ReflPre_VRoot_VerbTerm	NStem_NStem_NStem
u_kuth_i	Conj	NStem_NStem_NStem	Conj	NStem_NStem_NStem
u_y_i_si_sebenzi	BPre1_CopPre_NPrePre7_BPre7_NStem	VRoot_VRoot_VRoot_VRoot_VRoot	BPre1_CopPre_NPrePre7_BPre7_NStem	VRoot_VRoot_VRoot_VRoot_VRoot
sa_ba_ntu	PossConc7_BPre2_NStem	NStem_NStem_NStem	PossConc7_BPre2_NStem	NStem_NStem_NStem
'	Punc	Conj	Punc	PUNC
futh_i	Conj	NStem_NStem	Conj	NStem_PUNC
i_zi_miso	NPrePre8_BPre8_NStem	NStem_NStem_NStem	NPrePre8_BPre8_NStem	NStem_NStem_NStem
ezi_y_i_si_shiyagalombili	RelConc10_CopPre_NPrePre7_BPre7_NStem	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc10_CopPre_NPrePre7_BPre7_NStem	VRoot_VRoot_VRoot_VRoot_VRoot
ezi_s_e_m_thethw_eni	RelConc8_PreLoc-s_LocPre_BPre3_NStem_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	RelConc8_PreLoc-s_LocPre_BPre3_NStem_LocSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot
za_kh_a	SC8_VRoot_VerbTerm	NStem_NStem_NStem	SC8_VRoot_VerbTerm	NStem_NStem_NStem
i_si_sekelo	NPrePre7_BPre7_NStem	NStem_NStem_NStem	NPrePre7_BPre7_NStem	NStem_NStem_NStem
oku_yi_so_na	RelConc15_CopPre_PronStem7_PronSuf	NStem_NStem_NStem_NStem	RelConc15_CopPre_PronStem7_PronSuf	NStem_NStem_NStem_NStem
esi_yi_nkaba	RelConc7_CopPre_NPrePre9_NStem	NStem_NStem_NStem	RelConc7_CopPre_NPrePre9_NStem	NStem_NStem_NStem
yo_kw_enz_ek_a_yo	PossConc9_NPrePre15_BPre15_VRoot_NeutExt_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	PossConc9_NPrePre15_BPre15_VRoot_NeutExt_VerbTerm_RelSuf	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot
kwa_nge_mpela	SC15_AdvPre_Adv	NStem_NStem_NStem	SC15_AdvPre_Adv	NStem_NStem_NStem
ko_ku_thuthuk_is_a	PossConc15_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	PossConc15_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
u_hulumeni	NPrePre1a_NStem	NStem_NStem	NPrePre1a_NStem	NStem_NStem
we_n_dawo	PossConc3_BPre9_NStem	NStem_NStem_NStem	PossConc3_BPre9_NStem	NStem_NStem_NStem
ngo_ku_phathelen_e	AdvPre_NPrePre15_BPre15_VRoot_Perf_VerbTerm	VRoot_VRoot_VRoot_VRoot	AdvPre_NPrePre15_BPre15_VRoot_Perf_VerbTerm	VRoot_VRoot_VRoot_VRoot
ne_zi_dingo	AdvPre_NPrePre8_BPre8_NStem	NStem_NStem_NStem	AdvPre_NPrePre8_BPre8_NStem	NStem_NStem_NStem
zo_m_phakathi	PossConc8_NPrePre3_BPre3_Adv	NStem_NStem_NStem	PossConc8_NPrePre3_BPre3_Adv	NStem_NStem_NStem
we_n_dawo	PossConc3_BPre9_NStem	NStem_NStem_NStem	PossConc3_BPre9_NStem	NStem_NStem_NStem
ku_nga_qal_a	SC15_Pot_VRoot_VerbTerm	NStem_NStem_NStem_NStem	SC15_Pot_VRoot_VerbTerm	NStem_NStem_NStem_NStem
u_kw_enz_ek_a	NPrePre15_BPre15_VRoot_NeutExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	NPrePre15_BPre15_VRoot_NeutExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
.	Punc	PUNC	Punc	PUNC
Ye_thul_a	CopPre_VRoot_VerbTerm	NStem_NStem_NStem	CopPre_VRoot_VerbTerm	NStem_NStem_NStem
i_zi_gaba	NPrePre8_BPre8_NStem	Conj_Conj_PUNC	NPrePre8_BPre8_NStem	NStem_PUNC_PUNC
ze_N_kombandlel_a	PossConc8_NPrePre9_BPre9_NStem	VRoot_VRoot_VRoot_VRoot	PossConc8_NPrePre9_BPre9_NStem	VRoot_VRoot_VRoot_VRoot
ngo_ku_sebenz_is_a	AdvPre_SC15_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_SC15_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
u_m_shini	NPrePre3_BPre3_NStem	NStem_NStem_NStem	NPrePre3_BPre3_NStem	NStem_NStem_NStem
i__da_ta	NPrePre9_NStem	NStem_NStem_NStem	NPrePre9_NStem	NStem_NStem_NStem
projector	Foreign	Conj	Foreign	PUNC
,	Punc	PUNC	Punc	PUNC
noma	Conj	Conj	Conj	Conj
i__o_verhead	NPrePre9_Foreign	NStem_NStem_NStem	NPrePre9_Foreign	NStem_NStem_NStem
projector	Foreign	PUNC	Foreign	PUNC
.	Punc	PUNC	Punc	PUNC
Uma	Conj	Conj	Conj	Conj
u_ngen_a_yo	BPre1_NegPre_AdvPre_PronStem9	NStem_NStem_NStem_NStem	BPre1_NegPre_AdvPre_PronStem9	NStem_NStem_VRoot_VRoot
le	Dem9_Pos1	Conj	Dem9_Pos1	Conj
mi_shini	BPre4_NStem	NStem_NStem	BPre4_NStem	NStem_NStem
aba_bamb_e	RelConc2_VRoot_VerbTerm	NStem_NStem_NStem	RelConc2_VRoot_VerbTerm	NStem_NStem_NStem
i_qhaz_a	NPrePre5_BPre5_NStem	NStem_NStem_NStem	NPrePre5_BPre5_NStem	NStem_NStem_NStem
ba_nga_sebenz_is_a	SC2_Pot_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	SC2_Pot_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
a_ma_nothi	NPrePre6_BPre6_NStem	NStem_NStem_NStem	NPrePre6_BPre6_NStem	NStem_NStem_NStem
a_bo	PossConc6_PronStem2	PUNC_PUNC	PossConc6_PronStem2	PUNC_PUNC
esi_fundo	RelConc7_NStem	PUNC_PUNC	RelConc7_NStem	PUNC_PUNC
,	Punc	PUNC	Punc	PUNC
a_s_e_khasi_ni	RelConc6_PreLoc-s_LocPre_NStem_LocSuf	VRoot_VRoot_NStem_VRoot_VRoot	RelConc6_PreLoc-s_LocPre_NStem_LocSuf	NStem_NStem_NStem_NStem_NStem
la_ma__52	PossConc5_NPrePre6_BPre6_Num	NStem_NStem_NStem	PossConc5_NPrePre6_BPre6_Num	NStem_NStem_NStem
,	Punc	PUNC	Punc	PUNC
u_ku_landel_a	NPrePre15_BPre15_VRoot_ApplExt_VerbTerm	NStem_NStem_NStem_NStem	NPrePre15_BPre15_VRoot_ApplExt_VerbTerm	NStem_NStem_NStem_NStem
i_n_cazelo	NPrePre9_BPre9_NStem	NStem_NStem_NStem	NPrePre9_BPre9_NStem	NStem_NStem_NStem
.	Punc	PUNC	Punc	PUNC
Sebenz_is_a	VRoot_CausExt_VerbTerm	NStem_NStem_NStem	VRoot_CausExt_VerbTerm	NStem_NStem_NStem
u_m_dwebo	NPrePre3_BPre3_NStem	NStem_NStem_NStem	NPrePre3_BPre3_NStem	VRoot_VRoot_NStem
u_ku_khomba	NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem	NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem
leso	Dem7_Pos2	PUNC	Dem7_Pos2	PUNC
na_leso	AdvPre_Dem7_Pos2	NStem_NStem	AdvPre_Dem7_Pos2	NStem_NStem
si_gaba	BPre7_NStem	PUNC_PUNC	BPre7_NStem	PUNC_PUNC
.	Punc	PUNC	Punc	PUNC
U_ku_xox_is_an_a	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm	NStem_NStem_NStem_NStem_NStem_NStem
y_i_n_qubo	NPre9_NPrePre9_BPre9_NStem	VRoot_NStem_NStem_NStem	NPre9_NPrePre9_BPre9_NStem	NStem_NStem_NStem_NStem
lapho	Conj	PUNC	Conj	PUNC
i_zin_hlangothi	NPrePre10_BPre10_NStem	NStem_VRoot_NStem	NPrePre10_BPre10_NStem	NStem_NStem_NStem
ezi_fun_a	RelConc10_VRoot_VerbTerm	NStem_NStem_NStem	RelConc10_VRoot_VerbTerm	NStem_NStem_NStem
i_mi_phumel_a	NPrePre4_BPre4_NStem	VRoot_VRoot_NStem_NStem	NPrePre4_BPre4_NStem	NStem_NStem_NStem_NStem
e_ya_hluk_il_e	RelConc4_SC4_VRoot_Perf_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	RelConc4_SC4_VRoot_Perf_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
zi_fun_a	SC10_VRoot_VerbTerm	NStem_NStem_NStem	SC10_VRoot_VerbTerm	NStem_NStem_NStem
u_ku_finyelel_a	NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_NStem_NStem	NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot
ku_m_phumel_a	LocPre_NPrePre3_BPre3_NStem	VRoot_NStem_VRoot_NStem	LocPre_NPrePre3_BPre3_NStem	NStem_NStem_NStem_NStem
oku_vunyelwan_a	RelConc15_VRoot_PassExt_RecipExt_VerbTerm	NStem_NStem_NStem	RelConc15_VRoot_PassExt_RecipExt_VerbTerm	VRoot_VRoot_VRoot
nga_wo	AdvPre_PronStem6	PUNC_PUNC	AdvPre_PronStem6	PUNC_PUNC
futh_i	Conj	NStem_NStem	Conj	NStem_NStem
ku_lokhu	LocPre_Dem15_Pos1	NStem_NStem	LocPre_Dem15_Pos1	NStem_NStem
zi_nga_bel_an_a	SC10_Pot_VRoot_ApplExt_RecipExt_VerbTerm	NStem_NStem_NStem_NStem_NStem	SC10_Pot_VRoot_ApplExt_RecipExt_VerbTerm	NStem_NStem_NStem_NStem_NStem
ngo_lw_az_i	AdvPre_BPre11_NStem	NStem_NStem_NStem_NStem	AdvPre_BPre11_NStem	NStem_NStem_NStem_NStem
,	Punc	PUNC	Punc	PUNC
u_ku_xazulul_a	NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot	NPrePre15_BPre15_VRoot_VerbTerm	VRoot_VRoot_VRoot_VRoot
i_n_kinga	NPrePre9_BPre9_NStem	NStem_NStem_NStem	NPrePre9_BPre9_NStem	NStem_NStem_NStem
,	Punc	PUNC	Punc	PUNC
u_ku_vumel_an_a	NPrePre15_BPre15_VRoot_ApplExt_RecipExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	NPrePre15_BPre15_VRoot_ApplExt_RecipExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_NStem
,	Punc	PUNC	Punc	PUNC
u_ku_hlangan_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
no_ku_shintshanisel_an_a	AdvPre_NPrePre15_BPre15_VRoot_ApplExt_RecipExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	AdvPre_NPrePre15_BPre15_VRoot_ApplExt_RecipExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
nge_zi_khundla	AdvPre_NPrePre8_BPre8_NStem	NStem_NStem_NStem	AdvPre_NPrePre8_BPre8_NStem	NStem_NStem_NStem
no_ku_fun_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	NStem_NStem_NStem_NStem
u_ku_hlangan_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
i_zi_mfuno	NPrePre10_BPre10_NStem	NStem_NStem_NStem	NPrePre10_BPre10_NStem	NStem_NStem_NStem
lapho	Conj	PUNC	Conj	PUNC
ku_ng_enz_ek_a	SC15_Pot_VRoot_NeutExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot	SC15_Pot_VRoot_NeutExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot
khona	AbsPron15	PUNC	AbsPron15	PUNC
.	Punc	PUNC	Punc	NStem
U_kw_az_is_w_a	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot_NStem	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	VRoot_VRoot_VRoot_VRoot_VRoot_VRoot
ngo_hlelo	AdvPre_NPrePre11_NStem	NStem_NStem	AdvPre_NPrePre11_NStem	NStem_NStem
_	Punc		Punc	
sebenz_is_a	VRoot_CausExt_VerbTerm	NStem_NStem_NStem	VRoot_CausExt_VerbTerm	NStem_NStem_NStem
i_zin_dlel_a	NPrePre10_BPre10_NStem	NStem_NStem_NStem_NStem	NPrePre10_BPre10_NStem	VRoot_VRoot_VRoot_VRoot
ez_ahlukehluk_en_e	RelConc10_VRoot_RecipExt_VerbTerm	VRoot_VRoot_VRoot_VRoot	RelConc10_VRoot_RecipExt_VerbTerm	VRoot_VRoot_VRoot_VRoot
u_kw_az_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	VRoot_NStem_NStem_NStem_NStem	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	VRoot_VRoot_VRoot_NStem_NStem
a_ma_komidi	NPrePre6_BPre6_NStem	NStem_NStem_NStem	NPrePre6_BPre6_NStem	NStem_NStem_NStem
