morphemes	target_surface_gold	prediction_surface_gold	target_surface_pred	prediction_surface_pred
A_ma_lunga	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
we_Komidi	PossConc1_LocPre_NStem	PossConc1_NStem	PossConc1_LocPre_NStem	PossConc1_NStem
ye_Wadi	PossConc4_NStem	PossConc4_NStem	PossConc4_NStem	PossConc4_NStem
ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm	OC15_VRoot_ApplExt_VerbTerm	OC15_VRoot_ApplExt_VerbTerm	OC15_VRoot_ApplExt_VerbTerm
a_zi_jayez_e	RelConc6_SC8_Intrans_VerbTerm	SC6_OC8_Intrans_VerbTerm	RelConc6_SC8_Intrans_VerbTerm	SC6_OC8_Intrans_VerbTerm
nge_Lawulo	AdvPre_NStem	AdvPre_NStem	AdvPre_NStem	AdvPre_NStem
lo_m_Zombe	Dem1a_Pos1_NPrePre10_BPre10_NStem	PossConc5_BPre10_NStem	Dem1a_Pos1_NPrePre10_BPre10_NStem	PossConc5_BPre10_NStem
w_e_Phrojekthi	PossConc1a_LocPre_NStem	PossConc3_LocPre_NStem	PossConc1a_LocPre_NStem	PossConc3_LocPre_NStem
(	Punc	Punc	Punc	Punc
i__PC_M	NPrePre4_Abbr	NPrePre9_Abbr_Abbr	NPrePre4_Abbr	NPrePre4_BPre15_NStem
)	Punc	Punc	Punc	Punc
njeng_om_bana	AdvPre_AdjPref1_AdjStem	AdvPre_AdjPref1_AdjStem	AdvPre_AdjPref1_AdjStem	AdvPre_AdjPref1_AdjStem
lo	Dem3_Pos1		Dem3_Pos1	
,	Punc	Punc	Punc	Punc
ku_m_fuziselo	BPre15_NStem	LocPre_BPre3_NStem	BPre15_NStem	LocPre_BPre3_NStem
o_setjenziswa	RelConc3_NStem	RelConc3_NStem	RelConc3_NStem	RelConc3_NStem
qho	NStem		NStem	NStem
.	Punc	Punc	Punc	Punc
U_ku_hlukan_is_w_a	NPrePre15_BPre15_NStem	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	NPrePre15_BPre15_NStem	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm
no_ku_nikel_w_a	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	AdvPre_BPre15_VRoot_PassExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_PassExt_VerbTerm	AdvPre_BPre15_VRoot_PassExt_VerbTerm
kwa_ma_gama	PossConc15_NPrePre6_BPre6_NStem	PossConc15_BPre6_NStem	PossConc15_NPrePre6_BPre6_NStem	PossConc15_BPre6_NStem
kwe_e_nteji	PossConc15_LocPre_BPre3_NStem	PossConc15_LocPre_NStem	PossConc15_LocPre_BPre3_NStem	PossConc15_LocPre_NStem
na_mtjha_na	AdvPre_NStem	AdvPre_NStem_DimSuf	AdvPre_NStem	AdvPre_NStem_DimSuf
i_in_ga_b_a	NPrePre8_NPre8_NStem	NPrePre10_NPre10_NStem_VRoot_VerbTerm	NPrePre8_NPre8_NStem	NPrePre10_NPre10_Pot_VRoot_VerbTerm
zo_m_zombe	PossConc8_NPrePre10_BPre10_NStem	PossConc8_BPre10_NStem	PossConc8_NPrePre10_BPre10_NStem	PossConc8_BPre10_NStem
w_e_phrojekthi	PossConc1a_NStem	PossConc3_LocPre_NStem	PossConc1a_NStem	PossConc3_LocPre_NStem
ku_nga_hluk_a	OC15_AdvPre_VRoot_VerbTerm	SC15_Pot_VRoot_VerbTerm	OC15_AdvPre_VRoot_VerbTerm	SC15_AdvPre_VRoot_VerbTerm
ku_y_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
nge__ej_ensi	AdvPre_NStem	AdvPre_AdjPref7_NStem	AdvPre_NStem	AdvPre_PossConc15_NStem
e_sekel_a	RelConc9_VRoot_VerbTerm	RelConc9_VRoot_VerbTerm	RelConc9_VRoot_VerbTerm	RelConc9_VRoot_VerbTerm
nge_e_mali	AdvPre_LocPre_NStem	AdvPre_LocPre_NStem	AdvPre_LocPre_NStem	AdvPre_LocPre_NStem
na_mtjha_na	AdvPre_NStem	AdvPre_NStem_DimSuf	AdvPre_NStem	AdvPre_NStem_DimSuf
u_m_nyango	NPrePre1_BPre1_NStem	NPrePre3_BPre3_NStem	NPrePre1_BPre1_NStem	NPrePre3_BPre3_NStem
ka_rhulumende	PossConc6_NStem	PossKA_NStem	PossConc6_NStem	PossKA_NStem
.	Punc	Punc	Punc	Punc
A_bo_mma	NPrePre2a_BPre2a_NStem	NPrePre2a_BPre2a_NStem	NPrePre2a_BPre2a_NStem	NPrePre2a_BPre2a_NStem
khe	NStem	PronStem1	NStem	PronStem1
ba_qal_an_a	SC2_VRoot_VerbTerm	SC2_VRoot_RecipExt_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_RecipExt_VerbTerm
yini	CopPre_Interrog	Interrog	CopPre_Interrog	Interrog
no_bu_jamo	AdvPre_NPrePre15_BPre15_NStem	AdvPre_BPre14_NStem	AdvPre_NPrePre15_BPre15_NStem	AdvPre_BPre14_NStem
o_bu_thile_ko	RelConc14_NStem	RelConc14_BPre14_NStem_RelSuf	RelConc14_NStem	RelConc14_BPre14_NStem_RelSuf
obu_na_ma_gandelelo	RelConc14_NStem	RelConc14_AdvPre_BPre6_NStem	RelConc14_NStem	RelConc14_AdvPre_BPre6_NStem
namkha	Conj	Conj	Conj	Conj
obu_ne_e_n_qabo	RelConc14_AdvPre_LocPre_NStem	RelConc14_AdvPre_LocPre_BPre10_NStem	RelConc14_AdvPre_LocPre_NStem	RelConc14_AdvPre_LocPre_BPre9_NStem
e_ku_hlanganyel_eni	LocPre_BPre15_NStem_LocSuf	LocPre_BPre15_NStem_LocSuf	LocPre_BPre15_NStem_LocSuf	LocPre_BPre15_NStem_LocSuf
e_mi_sebenz_ini	LocPre_NPrePre4_BPre4_NStem_LocSuf	LocPre_BPre4_NStem_LocSuf	LocPre_NPrePre4_BPre4_NStem_LocSuf	LocPre_BPre4_NStem_LocSuf
ya_ma_phrogremu	PossConc1a_LocPre_NPrePre6_BPre6_NStem	PossConc4_BPre6_NStem	PossConc1a_LocPre_NPrePre6_BPre6_NStem	PossConc4_BPre6_NStem
na	Interrog	Interrog	Interrog	Interrog
?	Punc	Punc	Punc	Punc
A_bo_baba	NPrePre2a_BPre2a_NStem	NPrePre2a_BPre2a_NStem	NPrePre2a_BPre2a_NStem	NPrePre2a_BPre2a_NStem
bon_a	AbsPron2	VRoot_VerbTerm	AbsPron2	VRoot_VerbTerm
ke	Conj	Conj	Conj	Conj
?	Punc	Punc	Punc	Punc
Nangabe	Conj	Conj	Conj	Conj
ku_njalo	SC15_Adv	SC15_Adv	SC15_Adv	SC15_Adv
ngo_ku_njani	AdvPre_BPre15_BPre15_NStem	AdvPre_BPre15_Adv	AdvPre_BPre15_BPre15_NStem	AdvPre_BPre15_Adv
?	Punc	Punc	Punc	Punc
I_Batho	NPrePre4_ProperName	NPrePre4_ProperName	NPrePre4_ProperName	NPrePre4_ProperName
Pele	ProperName	ProperName	ProperName	ProperName
i_fun_a	SC5_VRoot_VerbTerm	SC4_VRoot_VerbTerm	SC5_VRoot_VerbTerm	SC4_VRoot_VerbTerm
'	Punc	Punc	Punc	Punc
bo_ke	QuantConc2_QuantStem	QuantConc2_QuantStem	QuantConc2_QuantStem	QuantConc2_QuantStem
aba_ntu	NPrePre2_BPre2_NStem	RelConc2_NStem	NPrePre2_BPre2_NStem	RelConc2_NStem
aba_s_e_m_sebenz_ini	RelConc2_PreLoc-s_LocPre_BPre3_NStem	RelConc2_PreLoc-s_LocPre_BPre3_NStem_LocSuf	RelConc2_PreLoc-s_LocPre_BPre3_NStem	RelConc2_PreLoc-s_LocPre_BPre3_NStem_LocSuf
wo_m_buso	PossConc3_NPrePre3_BPre3_NStem	PossConc6_BPre3_NStem	PossConc3_NPrePre3_BPre3_NStem	PossConc6_BPre3_NStem
ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm	OC15_VRoot_ApplExt_VerbTerm	OC15_VRoot_ApplExt_VerbTerm	OC15_VRoot_ApplExt_VerbTerm
ba_zikhakhazis_e	PossConc2_SC8_VRoot_CausExt_VerbTerm	SC2_Intrans_VerbTerm	PossConc2_SC8_VRoot_CausExt_VerbTerm	SC2_Intrans_VerbTerm
ngo_ku_b_a	Conj	AdvPre_BPre15_VRoot_VerbTerm	Conj	AdvPre_BPre15_VRoot_VerbTerm
zi_in_sebenzi	BPre10_BPre8_NStem	BPre8_BPre8_NStem	BPre10_BPre8_NStem	BPre8_BPre8_NStem
ezi_siz_a	RelConc8_NStem	RelConc10_VRoot_VerbTerm	RelConc8_NStem	RelConc10_VRoot_VerbTerm
aba_ntu	NPrePre2_BPre2_NStem	RelConc2_NStem	NPrePre2_BPre2_NStem	RelConc2_NStem
'	Punc	Punc	Punc	Punc
begodu	Conj	Conj	Conj	Conj
ne_mi_gomo	AdvPre_NPrePre4_BPre4_NStem	AdvPre_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem	AdvPre_BPre4_NStem
e_bu_nan_e	LocPre_NStem	LocPre_SC14_VRoot_VerbTerm	LocPre_NStem	RelConc9_SC14_VRoot_VerbTerm
e_vez_w_e	RelConc4_VRoot_PassExt_VerbTerm	RelConc4_VRoot_PassExt_VerbTerm	RelConc4_VRoot_PassExt_VerbTerm	RelConc4_VRoot_PassExt_VerbTerm
e_mthethw_eni	RelConc9_BPre3_NStem_LocSuf	LocPre_NStem_LocSuf	RelConc9_BPre3_NStem_LocSuf	LocPre_NStem_LocSuf
i_bumb_a	SC4_VRoot_VerbTerm	SC9_VRoot_VerbTerm	SC4_VRoot_VerbTerm	SC9_VRoot_VerbTerm
i_si_sekelo	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem
hlangan_a	NStem_DimSuf	VRoot_VerbTerm	NStem_DimSuf	VRoot_VerbTerm
na_lapha	AdvPre_Dem16_Pos1	AdvPre	AdvPre_Dem16_Pos1	AdvPre
i_qiniso	NPrePre5_BPre5_NStem	NPrePre5_NStem	NPrePre5_BPre5_NStem	NPrePre5_NStem
eli_qal_en_e	RelConc5_VRoot_RecipExt_Perf	RelConc5_VRoot_RecipExt_Perf	RelConc5_VRoot_RecipExt_Perf	RelConc5_VRoot_RecipExt_Perf
no_ku_thuthuk_is_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	AdvPre_BPre15_VRoot_CausExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	AdvPre_BPre15_VRoot_CausExt_VerbTerm
u_rhulumende	NPrePre1a_NStem	NPrePre1a_NStem	NPrePre1a_NStem	NPrePre1a_NStem
we_ndawo	PossConc3_NPrePre9_BPre9_NStem	PossConc1_NStem	PossConc3_NPrePre9_BPre9_NStem	PossConc1_NStem
mayelana	NStem	NStem	NStem	NStem
ne_e_n_dingo	AdvPre_LocPre_BPre9_NStem	AdvPre_LocPre_BPre9_NStem	AdvPre_LocPre_BPre9_NStem	AdvPre_LocPre_BPre9_NStem
zo_m_phakathi	PossConc8_NPrePre3_BPre3_NStem	PossConc10_BPre3_NStem	PossConc8_NPrePre3_BPre3_NStem	PossConc10_BPre3_NStem
we_ndawo	PossConc1a_NPrePre9_BPre9_NStem	PossConc1_NStem	PossConc1a_NPrePre9_BPre9_NStem	PossConc1_NStem
ezi_nga_thom_a	RelConc10_AdvPre_VRoot_VerbTerm	RelConc8_AdvPre_VRoot_VerbTerm	RelConc10_AdvPre_VRoot_VerbTerm	RelConc10_AdvPre_VRoot_VerbTerm
u_kw_enz_ek_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_NeutExt_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_NeutExt_VerbTerm
.	Punc	Punc	Punc	Punc
Ye_thul_a	PossConc4_NStem	PossConc9_VRoot_VerbTerm	PossConc4_NStem	PossConc9_VRoot_VerbTerm
i_in_ga_b_a	NPrePre8_NPre8_NStem	NPrePre10_NPre10_Pres_VRoot_VerbTerm	NPrePre8_NPre8_NStem	NPrePre10_NPre10_Pot_VRoot_VerbTerm
ze_Ndlela	Pres_NStem	Pres_NStem	Pres_NStem	Pres_NStem
yo_ku_Siza	PossConc9_BPre15_NStem	PossConc9_BPre15_NStem	PossConc9_BPre15_NStem	PossConc9_BPre15_NStem
u_ku_Phumelelisa	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem
ngo_ku_sebenz_is_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	AdvPre_BPre15_VRoot_CausExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	AdvPre_BPre15_VRoot_CausExt_VerbTerm
i_dathaphrojektha	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem
,	Punc	Punc	Punc	Punc
nany_an_a	BPre5_NStem_DimSuf	VRoot_RecipExt_VerbTerm	BPre5_NStem_DimSuf	VRoot_RecipExt_VerbTerm
i__o_ve_rhead	NPrePre4_NStem	NPrePre4_LocPre_BPre15_NStem	NPrePre4_NStem	NPrePre10_LocPre_PossConc3_NStem
projector	Foreign	Foreign	Foreign	Foreign
.	Punc	Punc	Punc	Punc
Lokha	Conj	Conj	Conj	Conj
nangabe	Conj	Conj	Conj	Conj
aku_na_ba_hlanganyeli	NegPre_AdvPre_BPre2_NStem	NegPre_AdvPre_BPre2_NStem	NegPre_AdvPre_BPre2_NStem	NegPre_AdvPre_BPre2_NStem
,	Punc	Punc	Punc	Punc
u_nga_sebenz_is_a	NPrePre1a_NegPre_NStem	NPrePre1a_NegPre_VRoot_CausExt_VerbTerm	NPrePre1a_NegPre_NStem	NPrePre1a_NegPre_VRoot_CausExt_VerbTerm
a_ma_nothi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
wa_bo	PossConc3_PronStem2	PossConc3_PronStem2	PossConc3_PronStem2	PossConc3_PronStem2
we_khoso	PossConc6_LocPre_NStem	PossConc6_NStem	PossConc6_LocPre_NStem	PossConc6_NStem
,	Punc	Punc	Punc	Punc
i_khasi	NPrePre5_BPre5_NStem	NPrePre5_NStem	NPrePre5_BPre5_NStem	NPrePre5_NStem
la_ma__52	SC3_BPre6_Num	SC3_BPre6_Num	SC3_BPre6_Num	SC3_BPre6_Num
u_ku_zwisis_a	NPrePre15_BPre15_VRoot_PassExt_CausExt_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_CausExt_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
ku_hle	AdjPref15_AdjStem	AdjPref15_AdjStem	AdjPref15_AdjStem	AdjPref15_AdjStem
i_hlathululo	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem
.	Punc	Punc	Punc	Punc
Ngo_ku_sebenz_is_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	AdvPre_BPre15_VRoot_CausExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	AdvPre_BPre15_VRoot_CausExt_VerbTerm
i_dayagramu	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem
,	Punc	Punc	Punc	Punc
khomba	VRoot_VerbTerm	NStem	VRoot_VerbTerm	NStem
i_si_gaba	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem
esi_nye	AdjPref7_AdjStem	AdjPref7_AdjStem	AdjPref7_AdjStem	AdjPref7_AdjStem
n_esi_nye	AdvPre_AdjPref7_AdjStem	AdvPre_AdjPref7_AdjStem	AdvPre_AdjPref7_AdjStem	AdvPre_AdjPref7_AdjStem
.	Punc	Punc	Punc	Punc
U_ku_khulum_is_an_a	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm
yi_kambiso	CopPre_NStem	CopPre_NStem	CopPre_NStem	CopPre_NStem
lapho	Dem16_Pos2		Dem16_Pos2	
aba_ntu	NPrePre2_BPre2_NStem	RelConc2_NStem	NPrePre2_BPre2_NStem	RelConc2_NStem
aba_bandakany_ek_a_ko	RelConc2_VRoot_NeutExt_VerbTerm_RelSuf	RelConc2_VRoot_NeutExt_VerbTerm_RelSuf	RelConc2_VRoot_NeutExt_VerbTerm_RelSuf	RelConc2_VRoot_NeutExt_VerbTerm_RelSuf
ba_lwel_a	SC2_VRoot_ApplExt_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_ApplExt_VerbTerm	SC2_VRoot_VerbTerm
i_mi_phumela	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
e_hlukahlukile_ko	RelConc9_NStem_RelSuf	RelConc9_NStem_RelSuf	RelConc9_NStem_RelSuf	RelConc9_NStem_RelSuf
u_ku_zama	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem
u_ku_thol_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
u_m_phumela	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
oku_vunyelwana	SC3_OC15_VRoot_VerbTerm	RelConc15_NStem	SC3_OC15_VRoot_VerbTerm	RelConc15_NStem
nga_wo	AdvPre_PronStem3	AdvPre_PronStem3	AdvPre_PronStem3	AdvPre_PronStem3
begodu	Conj	Conj	Conj	Conj
ku_sesenjalo	BPre15_PreLoc-s_LocPre_AdvPre_NStem	BPre15_NStem	BPre15_PreLoc-s_LocPre_AdvPre_NStem	BPre15_NStem
ku_nga_b_elwana	BPre15_AdvPre_VRoot_ApplExt_PassExt_RecipExt_VerbTerm	BPre15_Pot_NStem_NStem	BPre15_AdvPre_VRoot_ApplExt_PassExt_RecipExt_VerbTerm	BPre15_AdvPre_BPre2_NStem
nge_lwazi	AdvPre_NStem	AdvPre_NStem	AdvPre_NStem	AdvPre_NStem
,	Punc	Punc	Punc	Punc
u_ku_rarulul_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
u_m_raro	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
,	Punc	Punc	Punc	Punc
u_ku_z_w_ana	NPrePre15_BPre15_VRoot_PassExt_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_DimSuf	NPrePre15_BPre15_VRoot_PassExt_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_PassExt_DimSuf
ngo_ku_lisa	AdvPre_OC15_VRoot_VerbTerm	AdvPre_BPre15_NStem	AdvPre_OC15_VRoot_VerbTerm	AdvPre_BPre15_NStem
o_khunye	RelConc3_EnumConc5_EnumStem	RelConc3_NStem	RelConc3_EnumConc5_EnumStem	RelConc3_NStem
,	Punc	Punc	Punc	Punc
lapho	Dem16_Pos2		Dem16_Pos2	
ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm	OC15_VRoot_ApplExt_VerbTerm	OC15_VRoot_ApplExt_VerbTerm	OC15_VRoot_ApplExt_VerbTerm
khona	PronStem15_PronSuf	Conj	PronStem15_PronSuf	Conj
u_ku_buyisa	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_NStem	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_NStem
i_inkareko	NPrePre10_BPre10_NStem	NPrePre4_NStem	NPrePre10_BPre10_NStem	NPrePre4_NStem
.	Punc	Punc	Punc	Punc
U_kwa_z_is_w_a	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm
kwa_ba_ntu	PossConc15_NPrePre2_BPre2_NStem	PossConc15_BPre2_NStem	PossConc15_NPrePre2_BPre2_NStem	PossConc15_BPre2_NStem
_	Punc		Punc	
sebenz_is_a	VRoot_VerbTerm	VRoot_CausExt_VerbTerm	VRoot_VerbTerm	VRoot_CausExt_VerbTerm
i_in_dlela	NPrePre10_NPre10_NStem	NPrePre10_NPre10_NStem	NPrePre10_NPre10_NStem	NPrePre10_NPre10_NStem
e_za_hlukahlukene_ko	LocPre_Pres_NStem_RelSuf	LocPre_Pres_NStem_RelSuf	LocPre_Pres_NStem_RelSuf	LocPre_Pres_NStem_RelSuf
u_kw_az_is_a	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm
a_ma_Komidi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
we_Wadi	PossConc6_NStem	PossConc6_NStem	PossConc6_NStem	PossConc6_NStem
,	Punc	Punc	Punc	Punc
i_mi_phakathi	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
,	Punc	Punc	Punc	Punc
i_mi_buso_si_tjhaba	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem_BPre7_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem_BPre7_NStem
ya_ba_rholi	PossConc9_BPre2_NStem	PossConc4_BPre2_NStem	PossConc9_BPre2_NStem	PossConc9_BPre2_NStem
be_ndabuko	PossConc2a_NStem	PossConc2a_NStem	PossConc2a_NStem	PossConc2a_NStem
ka_nye	AdvPre_AdjStem	AdvPre_AdjStem	AdvPre_AdjStem	AdvPre_AdjStem
na_ba_rholi	AdvPre_BPre2_NStem	AdvPre_BPre2_NStem	AdvPre_BPre2_NStem	AdvPre_BPre2_NStem
aba_siz_a	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm
nge_mi_bono	AdvPre_BPre4_NStem	AdvPre_BPre4_NStem	AdvPre_BPre4_NStem	AdvPre_BPre4_NStem
