morphemes	target	prediction	morphemes_predseg	prediction_predseg
ezi_thile	RelConc10_RelStem	RelConc10_RelStem	ezi_thile	RelConc10_RelStem
noma	Conj	Conj	noma	Conj
i_zi_vimbo	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	i_zi_vimbo	NPrePre8_BPre8_NStem
e_ku_zi_bandakany_e_ni	RelConc8_BPre15_ReflPre_VRoot_VerbTerm_LocSuf	LocPre_BPre15_ReflPre_VRoot_VerbTerm_LocSuf	e_ku_zi_bandakany_eni	LocPre_BPre15_ReflPre_NStem_LocSuf
e_mi_sebenz_ini	LocPre_BPre4_NStem_LocSuf	LocPre_BPre4_NStem_LocSuf	e_mi_sebenz_ini	LocPre_BPre4_NStem_LocSuf
yo_hlelo	PossConc4_NStem	PossConc9_NStem	yo_hlelo	PossConc9_NStem
?	Punc	Punc	?	Punc
A_be_si_lisa	NPrePre2_BPre2_BPre7_NStem	NPrePre2_BPre2_BPre7_NStem	A_be_si_lis_a	NPrePre2_BPre2_CausExt_VRoot_VerbTerm
bo_na	PronStem2_PronSuf	PronStem2_PronSuf	bo_na	PronStem2_PronSuf
?	Punc	Punc	?	Punc
Uma	Conj	Conj	Uma	Conj
ku_njalo	SC15_Adv	SC15_Adv	ku_njalo	SC15_Adv
,	Punc	Punc	,	Punc
hlobo	NStem	NStem	hlobo	NStem
lu_ni	BPre11_Interrog	BPre11_Interrog	lu_ni	BPre11_Interrog
?	Punc	Punc	?	Punc
I-_Batho	NPrePre9_ProperName	NPrePre9_ProperName	I__B_atho	BPre4_NPrePre15_BPre14_NStem
Pele	ProperName	ProperName	Pele	ProperName
i_ding_a	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	i_dinga	NPrePre5_NStem
ukuthi	Conj	Conj	u_kuth_i	SC2_VRoot_VerbTerm
'	Punc	Punc	'	Punc
u_mu_ntu	NPrePre1_BPre1_NStem	NPrePre3_BPre1_NStem	u_mu_ntu	NPrePre1_BPre1_NStem
nga_mu_nye	AdvPre_BPre1_EnumStem	AdvPre_EnumConc3_EnumStem	nga_mu_nye	AdvPre_EnumConc3_EnumStem
o_sebenz_a	RelConc1_VRoot_VerbTerm	RelConc3_VRoot_VerbTerm	o_sebenz_a	RelConc3_VRoot_VerbTerm
e_m_nyangw_eni	LocPre_BPre3_NStem_LocSuf	LocPre_BPre3_NStem_LocSuf	e_mnyangw_eni	LocPre_NStem_LocSuf
ka_Hulumeni	PossKA_NStem	PossKA_NStem	ka_Hulumeni	PossKA_NStem
ku_mel_e	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	ku_mel_e	SC15_VRoot_VerbTerm
a_zi_qheny_e	SC1_ReflPre_VRoot_VerbTerm	NegPre_ReflPre_VRoot_VerbTerm	a_zi_qhenye	NegPre_BPre8_NStem
ukuthi	Conj	Conj	u_kuth_i	SC3_VRoot_VerbTerm
u_y_i_si_sebenzi	BPre1_CopPre_NPrePre7_BPre7_NStem	BPre1a_CopPre_NPrePre7_BPre7_NStem	u_y_i_si_sebenzi	BPre1a_CopPre_NPrePre7_BPre7_NStem
sa_ba_ntu	PossConc7_BPre2_NStem	PossConc7_BPre2_NStem	sa_ba_ntu	PossConc7_BPre2_NStem
'	Punc	Punc	'	Punc
futhi	Conj	Conj	futh_i	VRoot_VerbTerm
i_zi_miso	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	i_zi_miso	NPrePre8_BPre8_NStem
ezi_y_i_si_shiyagalombili	RelConc10_CopPre_NPrePre7_BPre7_NStem	RelConc10_CopPre_NPrePre7_BPre7_NStem	ezi_y_i_si_shiyagalombili	RelConc10_CopPre_NPrePre7_BPre7_NStem
ezi_s_e_m_thethw_eni	RelConc8_PreLoc-s_LocPre_BPre3_NStem_LocSuf	RelConc8_PreLoc-s_LocPre_BPre3_NStem_LocSuf	ezi_s_e_m_thethw_eni	RelConc8_PreLoc-s_LocPre_BPre3_NStem_LocSuf
z_akh_a	SC8_VRoot_VerbTerm	SC8_VRoot_VerbTerm	za_kh_a	SC10_VRoot_VerbTerm
i_si_sekelo	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	i_si_sekelo	NPrePre7_BPre7_NStem
oku_yi_so_na	RelConc15_CopPre_PronStem7_PronSuf	RelConc15_CopPre_NStem_DimSuf	oku_yi_so_na	RelConc15_CopPre_NStem_DimSuf
esi_y_i_nkaba	RelConc7_CopPre_NPrePre9_NStem	RelConc7_CopPre_NPrePre9_NStem	esi_yi_nkaba	RelConc7_CopPre_NStem
yo_kw_enz_ek_a_yo	PossConc9_BPre15_VRoot_NeutExt_VerbTerm_RelSuf	PossConc4_BPre15_VRoot_NeutExt_VerbTerm_RelSuf	yo_kw_enz_ek_a_yo	PossConc4_BPre15_VRoot_NeutExt_VerbTerm_RelSuf
kwa_nge_mpela	SC15_AdvPre_Adv	SC17_AdvPre_Adv	kwa_nge_mpela	SC17_AdvPre_Adv
ko_ku_thuthuk_is_a	PossConc15_BPre15_VRoot_CausExt_VerbTerm	PossConc15_BPre15_VRoot_CausExt_VerbTerm	ko_ku_thuthuk_is_a	PossConc15_BPre15_VRoot_CausExt_VerbTerm
u_hulumeni	NPrePre1a_NStem	NPrePre1a_NStem	u_hulumeni	NPrePre1a_NStem
we_n_dawo	PossConc3_BPre9_NStem	PossConc3_BPre9_NStem	we_n_dawo	PossConc3_BPre9_NStem
ngo_ku_phathelen_e	AdvPre_BPre15_VRoot_VerbTerm	AdvPre_BPre15_Intrans_VerbTerm	ngo_ku_phathelen_e	AdvPre_BPre15_Intrans_VerbTerm
ne_zi_dingo	AdvPre_BPre8_NStem	AdvPre_BPre8_NStem	ne_zi_dingo	AdvPre_BPre8_NStem
zo_m_phakathi	PossConc8_BPre3_Adv	PossConc10_BPre3_NStem	zo_m_phakathi	PossConc10_BPre3_Adv
we_n_dawo	PossConc3_BPre9_NStem	PossConc3_BPre9_NStem	we_n_dawo	PossConc3_BPre9_NStem
ku_nga_qal_a	SC15_Pot_VRoot_VerbTerm	SC15_Pot_VRoot_VerbTerm	ku_nga_qal_a	SC15_Pot_VRoot_VerbTerm
u_kw_enz_ek_a	NPrePre15_BPre15_VRoot_NeutExt_VerbTerm	NPrePre15_BPre15_VRoot_NeutExt_VerbTerm	u_kw_enz_ek_a	NPrePre15_BPre15_VRoot_NeutExt_VerbTerm
.	Punc	Punc	.	Punc
Y_ethul_a	CopPre_VRoot_VerbTerm	SC9_VRoot_VerbTerm	Ye_thul_a	CopPre_VRoot_VerbTerm
i_zi_gaba	NPrePre8_BPre8_NStem	NPrePre8_BPre8_NStem	i_zi_gaba	NPrePre8_BPre8_NStem
ze_N_kombandlela	PossConc8_BPre9_NStem	PossConc8_BPre9_NStem	ze_N_kombandlel_a	PossConc8_BPre9_Intrans_VerbTerm
ngo_ku_sebenz_is_a	AdvPre_SC15_VRoot_CausExt_VerbTerm	AdvPre_BPre15_VRoot_CausExt_VerbTerm	ngo_ku_sebenz_is_a	AdvPre_BPre15_VRoot_CausExt_VerbTerm
u_m_shini	NPrePre3_BPre3_NStem	NPrePre3_BPre1_NStem	u_m_shini	NPrePre3_BPre1_NStem
i-_data	NPrePre9_NStem	NPrePre9_NStem	i__da_ta	BPre9_NPrePre9_NStem_NStem
projector	Foreign	Foreign	projector	Foreign
,	Punc	Punc	,	Punc
noma	Conj	Conj	noma	Conj
i-_overhead	NPrePre9_Foreign	NPrePre9_NStem	i__o_verhead	BPre9_NPrePre3_BPre2a_NStem
projector	Foreign	Foreign	projector	Foreign
.	Punc	Punc	.	Punc
Uma	Conj	Conj	Uma	Conj
u_nge_na_yo	BPre1_NegPre_AdvPre_PronStem9	RelConc3_AdvPre_AdvPre_PronStem4	u_ngen_a_yo	SC_VRoot_VerbTerm_RelSuf
le	Dem9	Dem9	le	Dem9
mi_shini	BPre4_NStem	BPre4_NStem	mi_shini	BPre4_NStem
aba_bamb_e	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	aba_bamb_e	RelConc2_VRoot_VerbTerm
i_qhaza	NPrePre5_NStem	NPrePre5_NStem	i_qhaz_a	SC4_VRoot_VerbTerm
ba_nga_sebenz_is_a	SC2_Pot_VRoot_CausExt_VerbTerm	SC2_Pot_VRoot_CausExt_VerbTerm	ba_nga_sebenz_is_a	SC2_Pot_VRoot_CausExt_VerbTerm
a_ma_nothi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_nothi	NPrePre6_BPre6_NStem
a_bo	PossConc6_PronStem2	PossConc6_PronStem2	a_bo	PossConc6_PronStem2
esi_fundo	RelConc7_NStem	RelConc7_NStem	esi_fundo	RelConc7_NStem
,	Punc	Punc	,	Punc
a_s_e_khasi_ni	RelConc6_PreLoc-s_LocPre_NStem_LocSuf	RelConc6_PreLoc-s_LocPre_NStem_LocSuf	a_s_e_khasi_ni	RelConc6_PreLoc-s_LocPre_NStem_LocSuf
la_ma-_52	PossConc5_BPre6_Num	PossConc5_BPre6_Num	la_ma__52	PossConc5_BPre6_Num_Num
,	Punc	Punc	,	Punc
u_ku_land_el_a	NPrePre15_BPre15_VRoot_ApplExt_VerbTerm	NPrePre15_BPre15_VRoot_ApplExt_VerbTerm	u_ku_landel_a	NPrePre15_BPre15_VRoot_VerbTerm
i_n_cazelo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_cazelo	NPrePre9_BPre9_NStem
.	Punc	Punc	.	Punc
Sebenz_is_a	VRoot_CausExt_VerbTerm	VRoot_CausExt_VerbTerm	Sebenz_is_a	VRoot_CausExt_VerbTerm
u_m_dwebo	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	u_m_dwebo	NPrePre3_BPre3_NStem
u_ku_khomb_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_khomba	NPrePre15_BPre15_NStem
leso	Dem7	Dem7	leso	Dem7
na_leso	AdvPre_Dem7	AdvPre_Dem7	na_leso	AdvPre_Dem7
si_gaba	BPre7_NStem	BPre7_NStem	si_gaba	BPre7_NStem
.	Punc	Punc	.	Punc
U_ku_xox_is_an_a	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm	U_ku_xox_is_an_a	NPrePre15_BPre15_VRoot_CausExt_RecipExt_VerbTerm
y_i_n_qubo	NPre9_NPrePre9_BPre9_NStem	CopPre_NPrePre9_BPre9_NStem	y_i_n_qubo	CopPre_NPrePre9_BPre9_NStem
lapho	Conj	Conj	lapho	Conj
i_zin_hlangothi	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_zin_hlangothi	NPrePre10_BPre10_NStem
ezi_fun_a	RelConc10_VRoot_VerbTerm	RelConc10_Intrans_VerbTerm	ezi_fun_a	RelConc10_Intrans_VerbTerm
i_mi_phumela	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	i_mi_phumel_a	NPrePre4_BPre4_Intrans_VerbTerm
e_ya_hluk_il_e	RelConc4_SC4_VRoot_Perf_VerbTerm	RelConc4_Pres_VRoot_Perf_VerbTerm	e_ya_hluk_il_e	RelConc4_Pres_VRoot_Perf_VerbTerm
zi_fun_a	SC10_VRoot_VerbTerm	SC8_Intrans_VerbTerm	zi_fun_a	SC8_VRoot_VerbTerm
u_ku_finyelel_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_finyelel_a	NPrePre15_BPre15_VRoot_VerbTerm
ku_m_phumela	LocPre_BPre3_NStem	LocPre_BPre1_NStem	ku_m_phumel_a	SC15_BPre3_Intrans_VerbTerm
oku_vunyel_w_an_a	RelConc15_VRoot_PassExt_RecipExt_VerbTerm	RelConc15_Intrans_PassExt_RecipExt_VerbTerm	oku_vunyelwan_a	RelConc15_Intrans_VerbTerm
nga_wo	AdvPre_PronStem6	AdvPre_PronStem6	nga_wo	AdvPre_PronStem6
futhi	Conj	Conj	futh_i	VRoot_VerbTerm
ku_lokhu	LocPre_Dem15	BPre17_Dem15	ku_lokhu	LocPre_Dem15
zi_nga_b_el_an_a	SC10_Pot_VRoot_ApplExt_RecipExt_VerbTerm	SC10_Pot_VRoot_ApplExt_RecipExt_VerbTerm	zi_nga_bel_an_a	SC10_Pot_VRoot_RecipExt_VerbTerm
ngo_lw_azi	AdvPre_BPre11_NStem	AdvPre_BPre11_NStem	ngo_lw_az_i	AdvPre_OC11_VRoot_VerbTerm
,	Punc	Punc	,	Punc
u_ku_xazulul_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	u_ku_xazulul_a	NPrePre15_BPre15_VRoot_VerbTerm
i_n_kinga	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_kinga	NPrePre9_BPre9_NStem
,	Punc	Punc	,	Punc
u_ku_vum_el_an_a	NPrePre15_BPre15_VRoot_ApplExt_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_ApplExt_RecipExt_VerbTerm	u_ku_vumel_an_a	NPrePre15_BPre15_VRoot_RecipExt_VerbTerm
,	Punc	Punc	,	Punc
u_ku_hlangan_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	u_ku_hlangan_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm
no_ku_shintshanis_el_an_a	AdvPre_BPre15_VRoot_ApplExt_RecipExt_VerbTerm	AdvPre_BPre15_Intrans_ApplExt_RecipExt_VerbTerm	no_ku_shintshanisel_an_a	AdvPre_BPre15_VRoot_RecipExt_VerbTerm
nge_zi_khundla	AdvPre_BPre8_NStem	AdvPre_BPre8_NStem	nge_zi_khundla	AdvPre_BPre8_NStem
no_ku_fun_a	AdvPre_BPre15_VRoot_VerbTerm	AdvPre_BPre15_Intrans_VerbTerm	no_ku_fun_a	AdvPre_BPre15_VRoot_VerbTerm
u_ku_hlangan_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	u_ku_hlangan_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm
i_zi_mfuno	NPrePre10_BPre10_NStem	NPrePre10_BPre8_NStem	i_zi_mfuno	NPrePre10_BPre8_NStem
lapho	Conj	Conj	lapho	Conj
ku_ng_enz_ek_a	SC15_Pot_VRoot_NeutExt_VerbTerm	SC15_Pot_VRoot_NeutExt_VerbTerm	ku_ng_enz_ek_a	SC15_Pot_VRoot_NeutExt_VerbTerm
khona	AbsPron15	AbsPron15	khona	AbsPron15
.	Punc	Punc	.	Punc
U_kw_az_is_w_a	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm	U_kw_az_is_w_a	NPrePre15_BPre15_VRoot_CausExt_PassExt_VerbTerm
ngo_hlelo	AdvPre_NStem	AdvPre_NStem	ngo_hlelo	AdvPre_NStem
-	Punc	Punc	_	LocPre_Abbr
sebenz_is_a	VRoot_CausExt_VerbTerm	VRoot_CausExt_VerbTerm	sebenz_is_a	VRoot_CausExt_VerbTerm
i_zin_dlela	NPrePre10_BPre10_NStem	NPrePre10_BPre10_NStem	i_zin_dlel_a	NPrePre10_BPre10_VRoot_VerbTerm
ez_ahlukehluk_en_e	RelConc10_VRoot_RecipExt_VerbTerm	RelConc8_VRoot_RecipExt_VerbTerm	ez_ahlukehluk_en_e	RelConc8_VRoot_RecipExt_VerbTerm
u_kw_az_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	NPrePre15_BPre15_VRoot_CausExt_VerbTerm	u_kw_az_is_a	NPrePre15_BPre15_VRoot_CausExt_VerbTerm
a_ma_komidi	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	a_ma_komidi	NPrePre6_BPre6_NStem
ezi_gceme	RelConc8_NStem	RelConc8_NStem	ezi_gceme	RelConc8_NStem
,	Punc	Punc	,	Punc
i_mi_phakathi	NPrePre4_BPre4_Adv	NPrePre4_BPre4_NStem	i_mi_phakathi	NPrePre4_BPre4_NStem
,	Punc	Punc	,	Punc
u_bu_holi	NPrePre14_BPre14_NStem	NPrePre14_BPre14_NStem	u_bu_holi	NPrePre14_BPre14_NStem
be_ndabuko	PossConc2_NStem	PossConc2_NStem	be_ndabuko	PossConc2_NStem
na_ba_holi	AdvPre_BPre2_NStem	AdvPre_BPre2_NStem	na_ba_holi	AdvPre_BPre2_NStem
aba_ne_mi_bono	RelConc2a_AdvPre_BPre4_NStem	RelConc2_AdvPre_BPre4_NStem	aba_ne_mi_bono	RelConc2_AdvPre_BPre4_NStem
yo_kuthi	PossConc4_Conj	PossConc4_Conj	yo_ku_th_i	PossConc9_BPre15_VRoot_VerbTerm
i_n_qubo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	i_n_qubo	NPrePre9_BPre9_NStem
ye-_CBP	PossConc4_Abbr	PossConc4_Abbr	ye__C_BP	PossConc9_NPrePre9_Abbr_Interrog
i_zo_qal_a	SC9_Fut_VRoot_VerbTerm	SC4_Fut_VRoot_VerbTerm	i_zo_qal_a	SC4_Fut_VRoot_VerbTerm
.	Punc	Punc	.	Punc
A_ma_phandle_ni	NPrePre6_BPre6_NStem_LocSuf	NPrePre6_BPre6_NStem_LocSuf	A_ma_phandle_ni	NPrePre6_BPre6_NStem_LocSuf
ku_nga_b_a	SC15_Pot_VRoot_VerbTerm	SC15_Pot_VRoot_VerbTerm	ku_nga_ba	SC15_Pot_AuxVStem
na_ma_wadi	AdvPre_BPre6_NStem	AdvPre_BPre6_NStem	na_ma_wadi	AdvPre_BPre6_NStem
